agent_id,o_zone_id,d_zone_id,link_sequence,from_node_id,to_node_id,propotion
234,2,10,3,2,1,1.0
235,2,10,4,2,6,0.0
236,2,10,36,12,11,0.0
237,2,10,6,3,4,1.0
238,2,10,7,3,12,0.0
239,2,10,9,4,5,1.0
240,2,10,10,4,11,0.0
241,2,10,13,5,9,1.0
242,2,10,48,16,10,0.0
243,2,10,16,6,8,0.0
244,2,10,22,8,16,0.0
245,2,10,25,9,10,1.0
246,2,10,32,11,10,0.0
247,2,11,2,1,3,1.0000000000000002
248,2,11,3,2,1,1.0000000000000002
249,2,11,4,2,6,0.0
250,2,11,36,12,11,0.0
251,2,11,6,3,4,1.0000000000000002
252,2,11,7,3,12,0.0
253,2,11,10,4,11,1.0000000000000002
254,2,11,11,5,4,0.0
255,2,11,15,6,5,0.0
256,2,12,2,1,3,1.0
257,2,12,3,2,1,1.0
258,2,12,7,3,12,1.0
259,2,13,2,1,3,1.0000000000000002
260,2,13,3,2,1,1.0000000000000002
261,2,13,37,12,13,1.0000000000000002
262,2,13,7,3,12,1.0000000000000002
263,2,14,34,11,14,1.0
264,2,14,3,2,1,1.0
265,2,14,4,2,6,0.0
266,2,14,2,1,3,1.0
267,2,14,37,12,13,0.0
268,2,14,7,3,12,0.0
269,2,14,39,13,24,0.0
270,2,14,71,23,14,0.0
271,2,14,10,4,11,1.0
272,2,14,11,5,4,0.0
273,2,14,76,24,23,0.0
274,2,14,36,12,11,0.0
275,2,14,6,3,4,1.0
276,2,14,15,6,5,0.0
277,2,15,2,1,3,1.0000000000000002
278,2,15,3,2,1,1.0000000000000002
279,2,15,4,2,6,0.0
280,2,15,6,3,4,1.0000000000000002
281,2,15,7,3,12,0.0
282,2,15,9,4,5,1.0000000000000002
283,2,15,10,4,11,0.0
284,2,15,13,5,9,1.0000000000000002
285,2,15,16,6,8,0.0
286,2,15,18,7,18,0.0
287,2,15,20,8,7,0.0
288,2,15,22,8,16,0.0
289,2,15,25,9,10,1.0000000000000002
290,2,15,28,10,15,1.0000000000000002
291,2,15,32,11,10,0.0
292,2,15,34,11,14,0.0
293,2,15,36,12,11,0.0
294,2,15,41,14,15,0.0
295,2,15,49,16,17,0.0
296,2,15,53,17,19,0.0
297,2,15,56,18,20,0.0
298,2,15,57,19,15,0.0
299,2,15,62,20,21,0.0
300,2,15,65,21,22,0.0
301,2,15,67,22,15,0.0
302,2,16,2,1,3,0.0
303,2,16,3,2,1,0.0
304,2,16,4,2,6,1.0
305,2,16,6,3,4,0.0
306,2,16,9,4,5,0.0
307,2,16,13,5,9,0.0
308,2,16,16,6,8,1.0
309,2,16,18,7,18,0.13638564139909798
310,2,16,20,8,7,0.13638564139909798
311,2,16,22,8,16,0.8636143586009021
312,2,16,55,18,16,0.13638564139909798
313,2,16,24,9,8,0.0
314,2,17,2,1,3,0.0
315,2,17,3,2,1,0.0
316,2,17,4,2,6,1.0
317,2,17,6,3,4,0.0
318,2,17,9,4,5,0.0
319,2,17,10,4,11,0.0
320,2,17,13,5,9,0.0
321,2,17,16,6,8,1.0
322,2,17,49,16,17,1.0
323,2,17,18,7,18,0.043334020803790896
324,2,17,20,8,7,0.043334020803790896
325,2,17,22,8,16,0.9566659791962091
326,2,17,55,18,16,0.043334020803790896
327,2,17,25,9,10,0.0
328,2,17,30,10,17,0.0
329,2,17,32,11,10,0.0
330,2,19,2,1,3,0.0
331,2,19,3,2,1,0.0
332,2,19,4,2,6,0.9999999999999999
333,2,19,6,3,4,0.0
334,2,19,9,4,5,0.0
335,2,19,13,5,9,0.0
336,2,19,16,6,8,0.9999999999999999
337,2,19,18,7,18,0.9999999999999999
338,2,19,20,8,7,0.9999999999999999
339,2,19,22,8,16,0.0
340,2,19,25,9,10,0.0
341,2,19,28,10,15,0.0
342,2,19,45,15,19,0.0
343,2,19,49,16,17,0.0
344,2,19,50,16,18,0.0
345,2,19,53,17,19,0.0
346,2,19,56,18,20,0.9999999999999999
347,2,19,61,20,19,0.9999999999999999
348,2,19,62,20,21,0.0
349,2,19,65,21,22,0.0
350,2,19,67,22,15,0.0
351,2,20,2,1,3,0.0
352,2,20,3,2,1,0.0
353,2,20,4,2,6,0.9999999999999999
354,2,20,6,3,4,0.0
355,2,20,9,4,5,0.0
356,2,20,13,5,9,0.0
357,2,20,45,15,19,0.0
358,2,20,16,6,8,0.9999999999999999
359,2,20,18,7,18,0.9999999999999999
360,2,20,50,16,18,0.0
361,2,20,20,8,7,0.9999999999999999
362,2,20,22,8,16,0.0
363,2,20,56,18,20,0.9999999999999999
364,2,20,25,9,10,0.0
365,2,20,59,19,20,0.0
366,2,20,28,10,15,0.0
367,2,22,2,1,3,0.0
368,2,22,3,2,1,0.0
369,2,22,4,2,6,0.9999999999999999
370,2,22,7,3,12,0.0
371,2,22,16,6,8,0.9999999999999999
372,2,22,18,7,18,0.9999999999999999
373,2,22,20,8,7,0.9999999999999999
374,2,22,22,8,16,0.0
375,2,22,37,12,13,0.0
376,2,22,39,13,24,0.0
377,2,22,46,15,22,0.0
378,2,22,49,16,17,0.0
379,2,22,50,16,18,0.0
380,2,22,53,17,19,0.0
381,2,22,56,18,20,0.9999999999999999
382,2,22,57,19,15,0.0
383,2,22,62,20,21,0.0
384,2,22,63,20,22,0.9999999999999999
385,2,22,65,21,22,0.0
386,2,22,72,23,22,0.0
387,2,22,75,24,21,0.0
388,2,22,76,24,23,0.0
389,3,1,5,3,1,1.0
390,3,2,1,1,2,1.0
391,3,2,5,3,1,1.0
392,3,4,6,3,4,1.0
393,3,5,9,4,5,1.0
394,3,5,6,3,4,1.0
395,3,6,1,1,2,0.32872492273880566
396,3,6,4,2,6,0.32872492273880566
397,3,6,5,3,1,0.32872492273880566
398,3,6,6,3,4,0.6712750772611936
399,3,6,9,4,5,0.6712750772611936
400,3,6,12,5,6,0.6712750772611936
401,3,7,1,1,2,0.16799558027561723
402,3,7,4,2,6,0.16799558027561723
403,3,7,5,3,1,0.16799558027561723
404,3,7,6,3,4,0.8320044197243827
405,3,7,9,4,5,0.8320044197243827
406,3,7,12,5,6,0.6346240214576823
407,3,7,13,5,9,0.19738039826670037
408,3,7,16,6,8,0.8026196017332995
409,3,7,50,16,18,0.0
410,3,7,20,8,7,0.9999999999999999
411,3,7,22,8,16,0.0
412,3,7,54,18,7,0.0
413,3,7,24,9,8,0.19738039826670037
414,3,8,1,1,2,0.1811302724196058
415,3,8,4,2,6,0.1811302724196058
416,3,8,5,3,1,0.1811302724196058
417,3,8,6,3,4,0.8188697275803942
418,3,8,9,4,5,0.8188697275803942
419,3,8,12,5,6,0.6213060055392399
420,3,8,13,5,9,0.19756372204115435
421,3,8,16,6,8,0.8024362779588456
422,3,8,24,9,8,0.19756372204115435
423,3,9,36,12,11,0.0
424,3,9,6,3,4,0.9999999999999999
425,3,9,7,3,12,0.0
426,3,9,9,4,5,0.9999999999999999
427,3,9,13,5,9,0.9999999999999999
428,3,9,26,10,9,0.0
429,3,9,32,11,10,0.0
430,3,10,36,12,11,0.0
431,3,10,6,3,4,1.0
432,3,10,7,3,12,0.0
433,3,10,9,4,5,1.0
434,3,10,10,4,11,0.0
435,3,10,13,5,9,1.0
436,3,10,25,9,10,1.0
437,3,10,32,11,10,0.0
438,3,11,10,4,11,1.0
439,3,11,36,12,11,0.0
440,3,11,6,3,4,1.0
441,3,11,7,3,12,0.0
442,3,12,7,3,12,1.0
443,3,13,37,12,13,1.0
444,3,13,7,3,12,1.0
445,3,14,34,11,14,1.0
446,3,14,36,12,11,0.0
447,3,14,37,12,13,0.0
448,3,14,6,3,4,1.0
449,3,14,7,3,12,0.0
450,3,14,39,13,24,0.0
451,3,14,71,23,14,0.0
452,3,14,10,4,11,1.0
453,3,14,76,24,23,0.0
454,3,15,34,11,14,0.0
455,3,15,36,12,11,0.0
456,3,15,6,3,4,0.9999999999999999
457,3,15,7,3,12,0.0
458,3,15,41,14,15,0.0
459,3,15,10,4,11,0.0
460,3,15,9,4,5,0.9999999999999999
461,3,15,13,5,9,0.9999999999999999
462,3,15,25,9,10,0.9999999999999999
463,3,15,28,10,15,0.9999999999999999
464,3,15,32,11,10,0.0
465,3,16,1,1,2,0.14799542422877388
466,3,16,4,2,6,0.14799542422877388
467,3,16,5,3,1,0.14799542422877388
468,3,16,6,3,4,0.8520045757712262
469,3,16,9,4,5,0.8520045757712262
470,3,16,12,5,6,0.6408246137224493
471,3,16,13,5,9,0.21117996204877695
472,3,16,16,6,8,0.7888200379512231
473,3,16,18,7,18,0.004411773911692314
474,3,16,20,8,7,0.004411773911692314
475,3,16,22,8,16,0.9955882260883078
476,3,16,55,18,16,0.004411773911692314
477,3,16,24,9,8,0.21117996204877695
478,3,16,25,9,10,0.0
479,3,16,29,10,16,0.0
480,3,17,1,1,2,0.0
481,3,17,4,2,6,0.0
482,3,17,5,3,1,0.0
483,3,17,6,3,4,1.0
484,3,17,7,3,12,0.0
485,3,17,36,12,11,0.0
486,3,17,9,4,5,1.0
487,3,17,10,4,11,0.0
488,3,17,12,5,6,0.0
489,3,17,13,5,9,1.0
490,3,17,16,6,8,0.0
491,3,17,49,16,17,0.0
492,3,17,22,8,16,0.0
493,3,17,25,9,10,1.0
494,3,17,29,10,16,0.0
495,3,17,30,10,17,1.0
496,3,17,32,11,10,0.0
497,3,22,65,21,22,0.615289465039391
498,3,22,34,11,14,0.0
499,3,22,36,12,11,0.0
500,3,22,37,12,13,1.0
501,3,22,39,13,24,1.0
502,3,22,7,3,12,1.0
503,3,22,72,23,22,0.384710534960609
504,3,22,41,14,15,0.0
505,3,22,75,24,21,0.615289465039391
506,3,22,76,24,23,0.384710534960609
507,3,22,46,15,22,0.0
508,3,23,34,11,14,0.0
509,3,23,36,12,11,0.0
510,3,23,37,12,13,0.9999999999999999
511,3,23,39,13,24,0.9999999999999999
512,3,23,7,3,12,0.9999999999999999
513,3,23,42,14,23,0.0
514,3,23,76,24,23,0.9999999999999999
515,4,1,5,3,1,1.0
516,4,1,8,4,3,1.0
517,4,2,1,1,2,0.9999999999999999
518,4,2,5,3,1,0.9999999999999999
519,4,2,8,4,3,0.9999999999999999
520,4,2,9,4,5,0.0
521,4,2,12,5,6,0.0
522,4,2,14,6,2,0.0
523,4,3,8,4,3,1.0
524,4,5,9,4,5,1.0
525,4,6,9,4,5,1.0
526,4,6,12,5,6,1.0
527,4,7,9,4,5,0.9999999999999999
528,4,7,12,5,6,0.8485035006559428
529,4,7,13,5,9,0.15149649934405704
530,4,7,16,6,8,0.8485035006559428
531,4,7,50,16,18,0.0
532,4,7,20,8,7,0.9999999999999999
533,4,7,22,8,16,0.0
534,4,7,54,18,7,0.0
535,4,7,24,9,8,0.15149649934405704
536,4,8,9,4,5,1.0000000000000007
537,4,8,12,5,6,0.8592752694636472
538,4,8,13,5,9,0.14072473053635345
539,4,8,16,6,8,0.8592752694636472
540,4,8,24,9,8,0.14072473053635345
541,4,9,9,4,5,1.0000000000000002
542,4,9,13,5,9,1.0000000000000002
543,4,10,36,12,11,0.0
544,4,10,7,3,12,0.0
545,4,10,8,4,3,0.0
546,4,10,9,4,5,0.9999999999999998
547,4,10,10,4,11,0.0
548,4,10,13,5,9,0.9999999999999998
549,4,10,25,9,10,0.9999999999999998
550,4,10,32,11,10,0.0
551,4,11,10,4,11,1.0000000000000002
552,4,11,36,12,11,0.0
553,4,11,7,3,12,0.0
554,4,11,8,4,3,0.0
555,4,12,7,3,12,1.0000000000000002
556,4,12,8,4,3,1.0000000000000002
557,4,13,37,12,13,1.0000000000000002
558,4,13,7,3,12,1.0000000000000002
559,4,13,8,4,3,1.0000000000000002
560,4,14,34,11,14,0.9999999999999999
561,4,14,36,12,11,0.0
562,4,14,37,12,13,0.0
563,4,14,7,3,12,0.0
564,4,14,8,4,3,0.0
565,4,14,9,4,5,0.0
566,4,14,10,4,11,0.9999999999999999
567,4,14,39,13,24,0.0
568,4,14,44,15,14,0.0
569,4,14,13,5,9,0.0
570,4,14,76,24,23,0.0
571,4,14,71,23,14,0.0
572,4,14,25,9,10,0.0
573,4,14,28,10,15,0.0
574,4,15,34,11,14,0.0
575,4,15,36,12,11,0.0
576,4,15,7,3,12,0.0
577,4,15,8,4,3,0.0
578,4,15,41,14,15,0.0
579,4,15,10,4,11,0.0
580,4,15,9,4,5,0.9999999999999998
581,4,15,13,5,9,0.9999999999999998
582,4,15,25,9,10,0.9999999999999998
583,4,15,28,10,15,0.9999999999999998
584,4,15,32,11,10,0.0
585,4,16,9,4,5,1.0
586,4,16,12,5,6,0.8339103025148838
587,4,16,13,5,9,0.1660896974851161
588,4,16,16,6,8,0.8339103025148838
589,4,16,18,7,18,0.01791708005632838
590,4,16,20,8,7,0.01791708005632838
591,4,16,22,8,16,0.9820829199436716
592,4,16,55,18,16,0.01791708005632838
593,4,16,24,9,8,0.1660896974851161
594,4,16,25,9,10,0.0
595,4,16,29,10,16,0.0
596,4,17,9,4,5,1.0
597,4,17,10,4,11,0.0
598,4,17,12,5,6,0.0
599,4,17,13,5,9,1.0
600,4,17,16,6,8,0.0
601,4,17,49,16,17,0.0
602,4,17,22,8,16,0.0
603,4,17,25,9,10,1.0
604,4,17,29,10,16,0.0
605,4,17,30,10,17,1.0
606,4,17,32,11,10,0.0
607,4,18,9,4,5,0.9999999999999998
608,4,18,12,5,6,0.8458294025122735
609,4,18,13,5,9,0.15417059748772635
610,4,18,16,6,8,0.8458294025122735
611,4,18,18,7,18,0.9999999999999998
612,4,18,50,16,18,0.0
613,4,18,20,8,7,0.9999999999999998
614,4,18,22,8,16,0.0
615,4,18,24,9,8,0.15417059748772635
616,4,18,25,9,10,0.0
617,4,18,29,10,16,0.0
618,4,19,34,11,14,0.0
619,4,19,36,12,11,0.0
620,4,19,7,3,12,0.0
621,4,19,8,4,3,0.0
622,4,19,9,4,5,0.9999999999999999
623,4,19,41,14,15,0.0
624,4,19,10,4,11,0.0
625,4,19,12,5,6,0.0
626,4,19,13,5,9,0.9999999999999999
627,4,19,45,15,19,0.9999999999999999
628,4,19,16,6,8,0.0
629,4,19,49,16,17,0.0
630,4,19,53,17,19,0.0
631,4,19,22,8,16,0.0
632,4,19,25,9,10,0.9999999999999999
633,4,19,28,10,15,0.9999999999999999
634,4,19,32,11,10,0.0
635,4,20,9,4,5,0.9999999999999991
636,4,20,12,5,6,0.8874434860261537
637,4,20,13,5,9,0.11255651397384542
638,4,20,45,15,19,0.0
639,4,20,16,6,8,0.8874434860261537
640,4,20,18,7,18,0.9999999999999991
641,4,20,50,16,18,0.0
642,4,20,20,8,7,0.9999999999999991
643,4,20,24,9,8,0.11255651397384542
644,4,20,22,8,16,0.0
645,4,20,56,18,20,0.9999999999999991
646,4,20,25,9,10,0.0
647,4,20,59,19,20,0.0
648,4,20,28,10,15,0.0
649,4,21,37,12,13,0.9999999999999999
650,4,21,39,13,24,0.9999999999999999
651,4,21,7,3,12,0.9999999999999999
652,4,21,8,4,3,0.9999999999999999
653,4,21,9,4,5,0.0
654,4,21,75,24,21,0.9999999999999999
655,4,21,13,5,9,0.0
656,4,21,45,15,19,0.0
657,4,21,25,9,10,0.0
658,4,21,59,19,20,0.0
659,4,21,28,10,15,0.0
660,4,21,62,20,21,0.0
661,4,22,7,3,12,0.0
662,4,22,8,4,3,0.0
663,4,22,9,4,5,1.0
664,4,22,10,4,11,0.0
665,4,22,13,5,9,1.0
666,4,22,25,9,10,1.0
667,4,22,28,10,15,1.0
668,4,22,34,11,14,0.0
669,4,22,36,12,11,0.0
670,4,22,37,12,13,0.0
671,4,22,39,13,24,0.0
672,4,22,41,14,15,0.0
673,4,22,45,15,19,0.0
674,4,22,46,15,22,1.0
675,4,22,59,19,20,0.0
676,4,22,63,20,22,0.0
677,4,22,65,21,22,0.0
678,4,22,72,23,22,0.0
679,4,22,75,24,21,0.0
680,4,22,76,24,23,0.0
681,4,23,34,11,14,0.9394634930415002
682,4,23,36,12,11,0.0
683,4,23,37,12,13,0.060536506958499624
684,4,23,7,3,12,0.060536506958499624
685,4,23,8,4,3,0.060536506958499624
686,4,23,39,13,24,0.060536506958499624
687,4,23,10,4,11,0.9394634930415002
688,4,23,42,14,23,0.9394634930415002
689,4,23,76,24,23,0.060536506958499624
690,4,24,39,13,24,1.0
691,4,24,37,12,13,1.0
692,4,24,7,3,12,1.0
693,4,24,8,4,3,1.0
694,5,1,11,5,4,1.0
695,5,1,5,3,1,1.0
696,5,1,8,4,3,1.0
697,5,2,12,5,6,1.0
698,5,2,14,6,2,1.0
699,5,3,11,5,4,1.0
700,5,3,8,4,3,1.0
701,5,4,11,5,4,1.0
702,5,6,12,5,6,1.0
703,5,7,12,5,6,0.8520718388220334
704,5,7,13,5,9,0.14792816117796667
705,5,7,16,6,8,0.8520718388220334
706,5,7,50,16,18,0.0
707,5,7,20,8,7,1.0
708,5,7,22,8,16,0.0
709,5,7,54,18,7,0.0
710,5,7,24,9,8,0.14792816117796667
711,5,8,12,5,6,0.8646788790289172
712,5,8,13,5,9,0.13532112097108273
713,5,8,24,9,8,0.13532112097108273
714,5,8,16,6,8,0.8646788790289172
715,5,9,13,5,9,1.0
716,5,10,36,12,11,0.0
717,5,10,7,3,12,0.0
718,5,10,8,4,3,0.0
719,5,10,11,5,4,0.0
720,5,10,13,5,9,0.9999999999999998
721,5,10,25,9,10,0.9999999999999998
722,5,10,32,11,10,0.0
723,5,11,36,12,11,0.0
724,5,11,7,3,12,0.0
725,5,11,8,4,3,0.0
726,5,11,10,4,11,0.9999999999999999
727,5,11,11,5,4,0.9999999999999999
728,5,12,11,5,4,1.0
729,5,12,7,3,12,1.0
730,5,12,8,4,3,1.0
731,5,13,11,5,4,1.0
732,5,13,37,12,13,1.0
733,5,13,7,3,12,1.0
734,5,13,8,4,3,1.0
735,5,14,34,11,14,1.0000000000000002
736,5,14,36,12,11,0.0
737,5,14,37,12,13,0.0
738,5,14,7,3,12,0.0
739,5,14,8,4,3,0.0
740,5,14,39,13,24,0.0
741,5,14,10,4,11,1.0000000000000002
742,5,14,11,5,4,1.0000000000000002
743,5,14,44,15,14,0.0
744,5,14,13,5,9,0.0
745,5,14,76,24,23,0.0
746,5,14,71,23,14,0.0
747,5,14,25,9,10,0.0
748,5,14,28,10,15,0.0
749,5,15,34,11,14,0.0
750,5,15,36,12,11,0.0
751,5,15,7,3,12,0.0
752,5,15,8,4,3,0.0
753,5,15,41,14,15,0.0
754,5,15,11,5,4,0.0
755,5,15,13,5,9,0.9999999999999999
756,5,15,25,9,10,0.9999999999999999
757,5,15,28,10,15,0.9999999999999999
758,5,16,12,5,6,0.838798404362791
759,5,16,13,5,9,0.16120159563720915
760,5,16,16,6,8,0.838798404362791
761,5,16,18,7,18,0.011995885912733354
762,5,16,20,8,7,0.011995885912733354
763,5,16,22,8,16,0.9880041140872667
764,5,16,55,18,16,0.011995885912733354
765,5,16,24,9,8,0.16120159563720915
766,5,16,25,9,10,0.0
767,5,16,29,10,16,0.0
768,5,17,12,5,6,0.0
769,5,17,13,5,9,0.9999999999999999
770,5,17,16,6,8,0.0
771,5,17,49,16,17,0.0
772,5,17,22,8,16,0.0
773,5,17,25,9,10,0.9999999999999999
774,5,17,29,10,16,0.0
775,5,17,30,10,17,0.9999999999999999
776,5,19,12,5,6,0.0
777,5,19,13,5,9,1.0000000000000002
778,5,19,45,15,19,1.0000000000000002
779,5,19,16,6,8,0.0
780,5,19,49,16,17,0.0
781,5,19,53,17,19,0.0
782,5,19,22,8,16,0.0
783,5,19,25,9,10,1.0000000000000002
784,5,19,28,10,15,1.0000000000000002
785,5,20,12,5,6,0.8935743078914937
786,5,20,13,5,9,0.10642569210850607
787,5,20,45,15,19,0.0
