measurement_type,o_zone_id,d_zone_id,from_node_id,to_node_id,obs_count,est_count
link,,,105,651,983.63,1131.0828074196816
link,,,106,652,3859.91,3759.6332674885825
link,,,107,653,3630.97,3477.7607940828966
link,,,108,654,3769.1,3749.3964648888236
link,,,109,655,3028.1,2867.3900773951254
link,,,110,656,5660.6,5776.4563786360295
link,,,111,657,5463.48,5652.57563873765
link,,,112,658,3659.23,3708.253082272164
link,,,113,659,3784.73,3919.1477679243944
link,,,114,660,2147.45,2206.2818325932362
link,,,115,661,4043.61,4112.077904787176
link,,,116,662,2374.71,2333.479684655184
link,,,117,663,824.08,910.9289590655811
link,,,118,664,4286.07,4353.236610668127
link,,,119,665,1278.87,1322.5965381667763
link,,,120,666,1507.37,1435.9055277424523
link,,,121,667,3785.82,3769.285430547596
link,,,122,668,1943.73,1935.4545142349034
link,,,123,669,4281.93,4336.45160416153
link,,,124,670,1800.85,1965.3372016245667
link,,,125,671,2224.15,1568.2753058960768
link,,,126,672,507.29,947.3591851468457
link,,,127,673,2137.82,1777.2214529955495
link,,,128,674,864.15,1185.0344829972798
link,,,129,675,3848.75,3250.939444563915
link,,,130,676,2993.41,2338.7513094883752
link,,,131,677,5005.8,4344.873949512042
link,,,132,678,3968.5,3366.3535329634196
link,,,133,679,5192.12,4998.841817633922
link,,,134,680,3356.65,3222.181658499968
link,,,135,681,5479.75,5348.840230719972
link,,,136,682,6391.22,5980.7428565664595
link,,,137,683,2348.41,1962.6023910766319
link,,,138,684,1466.59,1412.8664734155361
link,,,139,685,1631.54,1552.2930559384317
link,,,140,686,1097.23,1235.4343282539612
link,,,141,687,5293.44,4416.559232937694
link,,,142,688,5106.13,4267.99298579417
link,,,143,689,4074.25,3546.6002142120465
link,,,144,690,3079.56,2883.279908876116
link,,,145,691,7191.34,7019.288434067886
link,,,146,692,6930.25,6436.605281554907
link,,,147,693,6262.2,6054.681586180222
link,,,148,694,6643.95,6208.225913438694
link,,,149,695,4165.68,3510.175696279713
link,,,150,696,1467.5,1491.217293949085
link,,,151,697,1718.33,1503.4823032247841
link,,,152,698,2461.4,2364.085229690665
link,,,153,699,4432.8,3877.967207174147
link,,,154,700,5126.12,4759.388118509814
link,,,155,701,4469.1,4136.29545752225
link,,,156,702,4347.7,4107.267070136449
link,,,157,703,5850.4,5657.041693403198
link,,,158,704,6246.55,5978.388909026773
link,,,159,705,4582.57,4424.903222388663
link,,,160,706,5079.87,4735.017348655696
link,,,161,707,1761.8,1266.4287222707992
link,,,162,708,642.7,986.1844130367734
link,,,163,709,417.93,821.7195938743935
link,,,164,710,2482.86,2208.434664396836
link,,,165,711,461.78,888.1451063870664
link,,,166,712,2412.98,1981.2943629460283
link,,,167,713,1155.62,1504.2313325166576
link,,,168,714,264.04,719.1376998237629
link,,,169,715,559.09,895.4041201654716
link,,,170,716,5259.08,4548.761564468831
link,,,171,717,1094.69,1266.6352237926544
link,,,172,718,3031.33,2650.0621590474616
link,,,173,719,605.11,993.8034632402455
link,,,174,720,331.34,734.8088641702425
link,,,175,721,1238.69,1319.5878008027107
link,,,176,722,808.62,978.3928523102477
link,,,177,723,420.73,726.412755941844
link,,,178,724,2566.03,2204.389348763638
link,,,179,725,1755.87,1641.860949229719
link,,,180,726,298.39,708.4211881371958
link,,,181,727,646.97,897.6311350195316
link,,,182,728,2277.01,1982.4220086012863
link,,,183,729,1200.82,1227.5131448848877
link,,,184,730,1465.93,1556.2645093195113
link,,,185,731,949.58,1144.9809626103647
link,,,186,732,465.52,782.9936937608111
link,,,187,733,939.16,1074.2960563147865
link,,,188,734,3028.51,2969.113705631726
link,,,189,735,3603.24,3491.684240722653
link,,,190,736,4935.73,5010.464798854835
link,,,191,737,3814.16,3904.9094550598134
link,,,192,738,1246.07,1381.476730508019
link,,,193,739,153.9,629.8399671473036
link,,,194,740,1290.23,1395.9282239636632
link,,,195,741,898.9,1252.9518778224883
link,,,196,742,726.61,1078.6695595368071
link,,,197,743,736.44,1360.1523591191174
link,,,198,744,2458.04,2746.0816631207886
link,,,199,745,2992.59,3139.116748911992
link,,,200,746,2581.7,2331.2120370595258
link,,,201,747,1119.27,1246.8287292438117
link,,,202,748,1663.53,1517.0429854547756
link,,,203,749,1544.79,1537.7495524981819
link,,,204,750,1974.16,1797.0198409021232
link,,,205,751,2040.23,2136.6562072536244
link,,,206,752,708.4,1027.0341927688664
link,,,207,753,2007.85,2172.956094686092
link,,,208,754,1498.44,1622.8860209173192
link,,,209,755,4461.61,4494.993357085746
link,,,210,756,6121.12,6353.772085650165
link,,,211,757,2102.28,1786.6318678478292
link,,,212,758,502.12,1022.9374280177819
link,,,213,759,126.52,701.9987171402931
link,,,214,760,1431.55,1471.8775176155496
link,,,215,761,206.38,754.7161407947348
link,,,216,762,1295.57,1418.1641106970305
link,,,217,763,1746.9,1815.4159691441907
link,,,218,764,1363.28,1528.1608778928694
link,,,219,765,4045.68,3028.984602133522
link,,,220,766,4393.47,4104.037467831241
link,,,221,767,2514.07,2146.5091910204287
link,,,222,768,2874.95,2134.9688911210715
link,,,223,769,857.32,1028.3585893425795
link,,,224,770,1427.07,1212.2523290167635
link,,,225,771,1073.85,1088.3126272396867
link,,,226,772,2127.05,1557.6274928308876
link,,,227,773,1039.26,1114.4793171751207
link,,,228,774,2222.68,1762.2362307566355
link,,,229,775,2353.0,2135.629578804667
link,,,230,776,3012.15,2538.4785025042715
link,,,231,777,3206.53,2886.447406608277
link,,,232,778,3918.54,3330.7160639376684
link,,,233,779,4034.17,3701.9326987250683
link,,,234,780,946.65,1142.2472115293756
link,,,235,781,242.1,593.2452368255773
link,,,236,782,372.76,916.5669940885786
link,,,237,783,818.47,1337.871782828114
link,,,238,784,302.22,788.0676909404945
link,,,239,785,536.33,795.6992838992825
link,,,240,786,339.32,678.1652017515493
link,,,241,787,1210.35,1417.732754833674
link,,,242,788,365.56,1098.1478591993282
link,,,243,789,617.43,1140.2534748938103
link,,,244,790,1914.59,2078.988640138727
link,,,245,791,907.96,1372.2319659712537
link,,,246,792,1198.45,1502.3763783717818
link,,,247,793,1054.25,1295.7530680526652
link,,,248,794,377.99,718.6866205116867
link,,,249,795,2428.98,2293.241195213979
link,,,250,796,614.46,1309.045309328195
link,,,251,797,284.22,929.3878717963028
link,,,252,798,661.43,1171.5015928341168
link,,,253,799,1412.14,1585.3943776729066
link,,,254,800,931.13,1373.0817224307739
link,,,255,801,303.36,687.9567371390867
link,,,256,802,488.35,792.6282935798295
link,,,257,803,1509.3,1703.1893840192586
link,,,258,804,1721.65,1730.5742822665632
link,,,259,805,3051.78,2708.140495670386
link,,,260,806,1552.8,1556.9146151072619
link,,,261,807,1279.65,1624.6967740789416
link,,,262,808,1412.71,1513.9640296831938
link,,,263,809,952.35,1028.488671422023
link,,,264,810,343.12,682.8129613498829
link,,,265,811,127.68,574.2586122287964
link,,,266,812,136.32,552.8632845340279
link,,,267,813,3204.09,2588.09247670224
link,,,268,814,1973.38,1699.6795813600102
link,,,269,815,1385.02,1248.8621432607956
link,,,270,816,1044.27,1102.7771518959557
link,,,271,817,470.37,730.2168258281635
link,,,272,818,579.33,749.0176040220449
link,,,273,819,1450.96,1387.2980588968437
link,,,274,820,198.1,624.1690462348352
link,,,275,821,1335.31,1341.026526237087
link,,,276,822,547.15,967.888564891408
link,,,277,823,1442.35,1663.6608595494702
link,,,278,824,1129.8,1516.499221616521
link,,,279,825,1357.68,1195.901700277583
link,,,280,826,677.39,775.0678774128094
link,,,281,827,358.8,753.5180092384821
link,,,282,828,200.75,553.5982118112593
link,,,283,829,2015.68,2070.472135580958
link,,,284,830,463.53,688.3367759041174
link,,,285,831,666.98,974.2803119768247
link,,,286,832,302.77,539.5823408858408
link,,,287,833,3515.18,3317.5097608849364
link,,,288,834,5301.06,5652.480965559508
link,,,289,835,1088.32,1124.8398297280319
link,,,290,836,854.68,1105.4981478133477
link,,,291,837,816.03,997.9347088599942
link,,,292,838,725.78,976.7478266753978
link,,,293,839,623.8,887.6493223220563
link,,,294,840,686.65,744.1405340735591
link,,,295,841,841.94,1016.5474089677249
link,,,296,842,1250.26,1248.0618442635414
link,,,297,843,914.27,1073.1432351682793
link,,,298,844,503.65,876.0129354195401
link,,,299,845,916.1,1084.5345991883069
link,,,300,846,408.64,682.4921615947578
link,,,301,847,517.52,795.5191508959132
link,,,302,848,245.97,602.694498316561
link,,,303,849,1596.83,1490.348747322075
link,,,304,850,655.43,746.3313370991841
link,,,305,851,1378.39,1241.0746216451437
link,,,306,852,212.46,465.48917998285214
link,,,307,853,339.77,562.1956330774904
link,,,308,854,334.28,583.4419366688575
link,,,309,855,934.64,991.6085048905136
link,,,310,856,101.96,440.9513887217086
link,,,311,857,105.75,459.64118729016667
link,,,312,858,517.31,765.7123692315281
link,,,313,859,223.82,523.1752918835784
link,,,314,860,498.87,624.625518660141
link,,,315,861,85.96,300.5903063438275
link,,,316,862,747.15,813.6452120767374
link,,,317,863,181.85,473.5912325007465
link,,,318,864,1006.29,1190.7200578330833
link,,,319,865,993.22,1124.1734841558846
link,,,320,866,2892.83,2853.5474099035673
link,,,321,867,391.81,532.0249264599491
link,,,322,868,563.96,778.1305203915183
link,,,323,869,150.39,483.0603074725924
link,,,324,870,202.41,516.9578930069172
link,,,325,871,104.28,418.9862519561717
link,,,326,872,123.6,448.36866842722304
link,,,327,873,61.68,226.02319756755153
link,,,328,874,565.55,749.4995433476755
link,,,329,875,664.71,757.7998934279057
link,,,330,876,240.89,461.77393439533404
link,,,331,877,1431.9,1569.8578175741573
link,,,332,878,893.26,961.1807326305659
link,,,333,879,81.21,167.7079769305645
link,,,334,880,176.12,325.64502434657805
link,,,335,881,572.12,727.0515388409113
link,,,336,882,57.25,148.5751569224157
link,,,337,883,72.06,234.7056659982815
link,,,338,884,332.98,527.6397584224719
link,,,339,885,108.84,455.47583588030574
link,,,340,886,595.99,934.3372708582558
link,,,341,887,90.26,340.69834223310886
link,,,342,888,283.7,484.95348409133004
link,,,343,889,134.72,361.830692882938
link,,,344,890,143.51,372.34455234356165
link,,,345,891,559.09,848.2636249280038
link,,,346,892,2350.05,2877.260831914665
link,,,347,893,336.22,514.8355186242098
link,,,348,894,373.53,500.5876546021046
link,,,349,895,147.2,370.7246979909083
link,,,350,896,220.11,464.27432405851135
link,,,351,897,1808.79,2575.186205540402
link,,,352,898,635.16,902.5209013053258
link,,,353,899,308.99,612.0349961207021
link,,,354,900,244.47,427.96626871835696
link,,,355,901,214.17,385.09115914456487
link,,,356,902,13757.489,17607.77315407126
link,,,357,903,11567.119,13318.77815820925
link,,,358,904,4112.35,4515.721878981267
link,,,359,905,5339.23,5746.168831146097
link,,,360,906,4187.49,4695.802715617821
link,,,361,907,951.47,1109.7284615668586
link,,,362,908,2617.38,2893.0177418102394
link,,,363,909,557.52,719.4015860112736
link,,,364,910,512.17,656.6094131691165
link,,,365,911,878.67,1075.9049833410713
link,,,366,912,187.5,300.02941053659356
link,,,367,913,2492.67,3257.16290288131
link,,,368,914,1177.93,1470.577785836511
link,,,369,915,309.67,623.622359673634
link,,,370,916,606.67,938.8250018589346
link,,,371,917,586.49,1027.7826249568054
link,,,372,918,637.18,1094.6029925877738
link,,,373,919,1254.53,1370.1275144810345
link,,,374,920,1520.75,1749.254943210684
link,,,375,921,921.25,1512.2611978146747
link,,,376,922,5561.29,8443.842592525034
link,,,377,923,1661.0,1083.979930254098
link,,,378,924,189.0,203.31500369368155
link,,,379,925,1280.0,709.6673178626125
link,,,380,926,484.0,399.47817245152186
link,,,381,927,1903.0,1196.0472943084933
link,,,382,928,1555.0,827.6555873670268
link,,,383,929,724.0,453.6665909441442
link,,,385,931,157.0,143.45372203438964
link,,,386,932,22.0,12.573726047662065
link,,,387,933,5837.0,5308.240822411512
link,,,388,390,1502.06,982.1514992982179
link,,,388,391,1719.637,2913.260830090186
link,,,388,708,255.475,174.3673895816473
link,,,388,802,138.013,368.4305404096323
link,,,389,390,187.313,504.9323219260295
link,,,389,801,132.535,128.60861558383488
link,,,389,914,267.205,320.08291737702746
link,,,390,388,1434.313,1195.1764359136039
link,,,390,389,122.06,204.2184294302446
link,,,390,925,1413.0,797.3562737430111
link,,,391,388,1504.982,1173.967240123384
link,,,391,392,2087.264,3981.6040857689995
link,,,391,709,193.873,391.489801965125
link,,,391,715,272.879,783.2289769588928
link,,,392,391,1401.486,1104.9816741288084
link,,,392,393,2122.042,4233.639807488442
link,,,392,713,247.64,355.44028485506806
link,,,392,717,495.897,1764.6589062075775
link,,,393,392,1329.725,963.2652151898844
link,,,393,394,3933.256,7127.465034065434
link,,,393,712,2609.066,3404.9189960364415
link,,,393,716,2623.768,4214.836245929398
link,,,394,393,1394.53,932.4195539929885
link,,,394,395,4396.948,7273.412003488014
link,,,394,584,359.184,1362.064900069863
link,,,394,601,422.64,1883.9008359738468
link,,,395,394,1397.375,1344.2639548697668
link,,,395,396,4323.705,7016.748932156004
link,,,395,584,784.983,2145.081771495773
link,,,395,600,1020.335,3707.1665054463233
link,,,396,395,1218.305,1114.7676759315088
link,,,396,397,4323.705,7016.748932156004
link,,,397,396,1218.305,1114.7676759315088
link,,,397,398,5088.529,11587.568501515072
link,,,397,588,1885.018,4620.371426454616
link,,,397,604,2848.48,4257.96670413997
link,,,398,397,2362.128,4175.981285529476
link,,,398,399,5087.208,7913.065585222202
link,,,398,400,1400.416,2553.0963178018446
link,,,398,403,4193.127,8713.819110237015
link,,,399,398,2532.742,3240.0987875308433
link,,,399,537,5911.131,10372.413432573196
link,,,399,604,4503.584,5504.182068572333
link,,,399,609,6211.05,6201.206561859539
link,,,400,398,2541.523,3125.9062875982268
link,,,400,401,1009.599,2030.9450213687048
link,,,400,587,926.828,1290.3349502256992
link,,,400,609,670.329,1056.460192235957
link,,,401,400,2272.076,2961.3989375929455
link,,,401,585,1605.276,2182.2191883252344
link,,,401,590,3621.843,4459.820276042282
link,,,403,398,2880.084,5402.388722146395
link,,,403,404,4548.178,10236.042123651998
link,,,403,606,1851.184,2782.722171493822
link,,,403,611,2053.821,2809.258023546168
link,,,404,403,3851.126,8225.110171301842
link,,,404,405,7280.781,14339.42817060261
link,,,404,675,3395.358,5289.549944980218
link,,,404,680,6470.003,6194.4764881627725
link,,,405,404,7177.407,12809.20305867307
link,,,405,406,740.946,2495.3867339192357
link,,,405,488,6540.184,12079.041436683368
link,,,406,405,3650.366,5293.945043830162
link,,,406,407,1345.616,2131.3412488966937
link,,,406,677,1848.582,3223.2675656045685
link,,,406,682,3595.996,3887.919624643536
link,,,407,406,3026.004,4146.4922261955535
link,,,407,408,2217.027,3659.2845555354884
link,,,407,687,4229.051,5715.374751235864
link,,,407,692,6997.185,7743.608533502019
link,,,408,407,3682.174,6219.34172994273
link,,,408,409,1533.199,3146.285857731394
link,,,408,689,1195.669,2283.222528062015
link,,,408,694,2842.759,3759.2041683708917
link,,,409,408,2983.91,5788.3604619782
link,,,409,410,2422.72,3554.5905980762946
link,,,409,538,2287.244,3285.432904341005
link,,,409,539,6502.148,6820.197017974006
link,,,410,409,4974.739,6217.241795977397
link,,,410,411,1569.355,2563.756886369623
link,,,410,690,1322.184,1821.892262365939
link,,,410,700,2497.797,3062.7154758093557
link,,,411,410,3075.225,4580.887229163888
link,,,411,412,1203.695,1943.318584019306
link,,,411,685,3957.272,5621.181750459667
link,,,411,695,4833.486,6476.318240837331
link,,,412,411,2634.794,3420.8836586473726
link,,,412,413,1203.695,1943.318584019306
link,,,413,412,2634.794,3420.8836586473726
link,,,413,414,564.168,821.0929543266551
link,,,413,730,1823.833,1893.319290080332
link,,,413,734,2727.431,3045.610605545276
link,,,414,413,1539.399,1917.9449895879732
link,,,414,415,207.293,278.30334916729515
link,,,414,731,1527.95,1518.0996608002242
link,,,414,735,1897.114,2328.5766596017615
link,,,415,414,676.175,705.1946945130719
link,,,415,416,576.168,784.5855289493285
link,,,415,727,550.721,986.5015630223103
link,,,415,733,1083.452,1803.944431713833
link,,,416,415,1299.764,1468.0113094448104
link,,,416,417,596.687,644.1041957270451
link,,,416,726,241.914,468.83515880666033
link,,,416,732,46.44,177.0755427681372
link,,,417,416,1255.537,1200.8715865046318
link,,,417,732,152.54,233.97134384398242
link,,,417,913,471.367,659.8850706783486
link,,,417,926,371.0,276.71803524705336
link,,,418,419,2113.286,1465.6570759920876
link,,,418,921,1227.328,1933.7585335758422
link,,,418,922,1023.28,1733.7162657880938
link,,,418,923,1517.0,934.9667411976799
link,,,419,418,1306.64,738.4024627428952
link,,,419,420,2425.071,2641.959876665798
link,,,419,739,290.883,405.88278557965384
link,,,419,743,341.859,202.73461931263375
link,,,420,419,1357.357,919.3453154838026
link,,,420,421,3766.872,5794.593186975463
link,,,420,751,739.256,436.50634675471554
link,,,420,752,753.07,1161.1302846802785
link,,,421,420,1490.802,1526.807848582169
link,,,421,422,4440.313,8404.40525396792
link,,,421,753,1342.894,889.8446035265914
link,,,421,754,1226.331,1748.3750112702985
link,,,422,421,1459.668,2235.474610398908
link,,,422,423,5636.361,9506.520025850656
link,,,422,762,1627.901,1938.2469726101028
link,,,422,766,816.6,2072.254890245356
link,,,423,422,2111.372,2932.4713814945767
link,,,423,424,5017.443,10111.066834598476
link,,,423,764,1454.658,1593.3765820973813
link,,,423,767,829.623,1665.6590257988669
link,,,424,423,1703.847,2718.350062592887
link,,,424,425,5939.408,12536.6889031552
link,,,424,773,1411.766,2103.644322380709
link,,,424,777,841.516,1770.1602917737257
link,,,425,424,2462.835,3789.588754125352
link,,,425,426,6378.513,13732.752917968426
link,,,425,775,2056.41,2688.9297069591967
link,,,425,779,2482.949,2647.042841360019
link,,,426,425,3190.621,5524.848498605221
link,,,426,427,4881.289,9647.630141281015
link,,,426,441,2642.658,5540.903560702299
link,,,427,426,3652.594,4722.76090757195
link,,,427,428,2649.955,6094.7641561195815
link,,,427,594,5916.792,6839.137454573838
link,,,427,779,2214.431,2750.7594796778203
link,,,428,427,1339.159,2094.8705140826005
link,,,428,429,627.727,1195.176511107118
link,,,428,431,4056.233,9045.90455797287
link,,,429,428,1406.278,2951.1404018532808
link,,,429,593,2970.091,3857.9285227810915
link,,,429,778,1786.864,2521.5592934123947
link,,,431,428,1966.887,3290.0470251897177
link,,,431,432,4966.586,8131.345613148108
link,,,431,593,1933.345,1851.3572494185487
link,,,431,597,1059.864,2926.6338184183405
link,,,432,431,3503.253,4565.001122797218
link,,,432,433,3082.099,4695.2840059782475
link,,,432,595,1825.744,2051.057757765694
link,,,432,599,4108.101,5326.656052878346
link,,,433,432,1354.511,2597.58796270008
link,,,433,434,3998.366,5098.032555163832
link,,,433,616,2368.42,2522.5610540235566
link,,,433,617,1802.764,2219.0827982050314
link,,,434,433,2136.767,3168.0614281280896
link,,,434,435,2646.905,3786.2513286605026
link,,,434,618,1167.088,1456.2986050984546
link,,,434,619,4870.523,5080.755538289721
link,,,435,434,2405.516,3217.0128362090763
link,,,435,436,3491.914,4438.991596271164
link,,,435,552,3914.233,4259.192029812743
link,,,435,554,4837.817,5104.884938381946
link,,,436,435,3011.633,3995.8695564282248
link,,,436,437,3649.93,4018.013452980039
link,,,436,496,7309.202,9720.236606257009
link,,,437,436,3817.288,5287.245009985843
link,,,437,438,5467.737,6582.857043891746
link,,,437,554,3072.938,3564.1195002721015
link,,,437,556,3531.015,5573.4775665614525
link,,,438,437,5751.183,10256.098510256896
link,,,438,439,3222.899,7756.316580549722
link,,,438,535,2213.209,5212.858166802749
link,,,438,536,3827.445,4970.949619043575
link,,,438,540,3576.107,3259.5715528764035
link,,,439,438,3998.132,7322.750243859352
link,,,439,440,1538.747,4500.18499479752
link,,,439,614,6053.894,7137.174244174022
link,,,439,615,7701.722,7714.322707653304
link,,,440,439,3558.986,6746.867939620215
link,,,440,441,740.637,2682.3972566407783
link,,,440,612,2223.763,3204.0958808456835
link,,,440,613,2425.23,2717.206159086376
link,,,441,426,683.462,2257.868375048157
link,,,441,440,2885.983,5610.562534268017
link,,,441,591,3923.792,4008.167284204306
link,,,441,596,6045.693,6563.561275097702
link,,,442,443,595.742,566.4200829067444
link,,,442,898,120.421,220.73052523477503
link,,,442,899,147.815,296.7979548809721
link,,,442,929,653.0,423.31219149285516
link,,,443,442,508.244,353.2236345407652
link,,,443,444,815.921,1233.9765420111014
link,,,443,897,1019.671,1246.1614908348297
link,,,443,898,302.463,368.35414899251515
link,,,444,443,760.012,699.6775411920311
link,,,444,445,815.921,1233.9765420111014
link,,,445,444,760.012,699.6775411920311
link,,,445,446,598.696,1369.347479525136
link,,,445,885,65.695,350.2605630996327
link,,,445,886,297.161,315.2945136377205
link,,,446,445,440.561,570.9458518030243
link,,,446,447,1363.969,2375.705060604356
link,,,446,858,783.202,1112.5486810486454
link,,,446,859,82.628,192.71460308416164
link,,,447,446,758.375,948.2857809014412
link,,,447,448,805.009,1950.4413816811996
link,,,447,848,183.476,613.8596989802484
link,,,447,849,824.733,870.0290802233156
link,,,448,447,400.128,525.2603734964127
link,,,448,449,1247.721,2163.1147761151587
link,,,448,664,1001.56,932.0782084123858
link,,,448,665,1495.009,1453.9864768062005
link,,,449,448,582.374,555.7117445551435
link,,,449,450,1944.284,2637.647661707067
link,,,449,662,1049.216,1057.621597484678
link,,,449,663,1461.584,1501.3699140451915
link,,,450,449,782.751,858.3879290053654
link,,,450,451,3053.017,4194.093936293984
link,,,450,453,1696.062,1692.114958975942
link,,,450,508,969.992,764.7851044549451
link,,,451,450,1669.024,1937.5057322844777
link,,,451,452,3400.259,4374.426653272387
link,,,451,654,2482.76,2626.7350176036684
link,,,451,655,1900.011,2008.8237029755967
link,,,452,451,1985.001,2210.0962195430484
link,,,452,525,3711.508,4172.954993594369
link,,,452,652,4492.251,4755.575063175151
link,,,452,654,2883.075,2937.4863997294337
link,,,453,450,2078.724,2321.231379041862
link,,,453,454,1279.777,1452.0494642303647
link,,,453,650,345.734,625.7302066454967
link,,,453,841,810.788,875.7521145867131
link,,,454,453,1678.226,1884.9178704961562
link,,,454,455,1129.718,1313.7508693343584
link,,,454,838,321.801,1313.4931771561214
link,,,454,840,382.287,654.6613366228215
link,,,455,454,1229.222,1358.7571821507015
link,,,455,456,1129.718,1313.7508693343584
link,,,455,833,561.461,1537.963382221757
link,,,455,835,337.744,510.6303954347234
link,,,456,455,1229.222,1358.7571821507015
link,,,456,457,2024.441,2331.36006807369
link,,,456,834,2455.713,3079.223383062188
link,,,456,836,1497.095,1889.7014100039364
link,,,457,456,2364.671,2302.5266296185564
link,,,457,458,1776.165,1993.791760828582
link,,,457,829,476.465,674.0752492311888
link,,,457,831,1005.753,1143.8776187929525
link,,,458,457,2283.627,1996.635720186468
link,,,458,459,1983.651,2169.688089442073
link,,,458,467,1522.416,1475.5790747152582
link,,,458,468,2449.89,4357.444188619022
link,,,459,458,2833.904,3742.613119927758
link,,,459,460,1986.064,2083.48906754039
link,,,459,832,188.832,398.0146877800354
link,,,459,845,123.033,291.64076941121317
link,,,460,459,2726.096,3454.392402594716
link,,,460,461,1705.606,1505.743277578003
link,,,460,872,324.766,293.5357557985382
link,,,460,875,545.647,832.3580738267513
link,,,461,460,2181.213,2156.5843873380527
link,,,461,462,1720.18,1359.593176287015
link,,,461,874,656.92,570.5685364482234
link,,,461,877,389.682,507.3715256922755
link,,,462,461,2039.055,1663.582882200304
