measurement_id,measurement_type,o_zone_id,d_zone_id,from_node_id,to_node_id,count,upper_bound_flag
150,link,,,150,696,1467.500,0
151,link,,,151,697,1718.330,0
152,link,,,152,698,2461.400,0
153,link,,,153,699,4432.800,0
154,link,,,154,700,5126.120,0
155,link,,,155,701,4469.100,0
156,link,,,156,702,4347.700,0
157,link,,,157,703,5850.400,0
158,link,,,158,704,6246.550,0
159,link,,,159,705,4582.570,0
160,link,,,160,706,5079.870,0
161,link,,,161,707,1761.800,0
162,link,,,162,708,642.700,0
163,link,,,163,709,417.930,0
164,link,,,164,710,2482.860,0
165,link,,,165,711,461.780,0
166,link,,,166,712,2412.980,0
167,link,,,167,713,1155.620,0
168,link,,,168,714,264.040,0
169,link,,,169,715,559.090,0
170,link,,,170,716,5259.080,0
171,link,,,171,717,1094.690,0
172,link,,,172,718,3031.330,0
173,link,,,173,719,605.110,0
174,link,,,174,720,331.340,0
175,link,,,175,721,1238.690,0
176,link,,,176,722,808.620,0
177,link,,,177,723,420.730,0
178,link,,,178,724,2566.030,0
179,link,,,179,725,1755.870,0
180,link,,,180,726,298.390,0
181,link,,,181,727,646.970,0
182,link,,,182,728,2277.010,0
183,link,,,183,729,1200.820,0
184,link,,,184,730,1465.930,0
185,link,,,185,731,949.580,0
186,link,,,186,732,465.520,0
187,link,,,187,733,939.160,0
188,link,,,188,734,3028.510,0
189,link,,,189,735,3603.240,0
190,link,,,190,736,4935.730,0
191,link,,,191,737,3814.160,0
192,link,,,192,738,1246.070,0
193,link,,,193,739,153.900,0
194,link,,,194,740,1290.230,0
195,link,,,195,741,898.900,0
196,link,,,196,742,726.610,0
197,link,,,197,743,736.440,0
198,link,,,198,744,2458.040,0
199,link,,,199,745,2992.590,0
200,link,,,200,746,2581.700,0
201,link,,,201,747,1119.270,0
202,link,,,202,748,1663.530,0
203,link,,,203,749,1544.790,0
204,link,,,204,750,1974.160,0
205,link,,,205,751,2040.230,0
206,link,,,206,752,708.400,0
207,link,,,207,753,2007.850,0
208,link,,,208,754,1498.440,0
209,link,,,209,755,4461.610,0
210,link,,,210,756,6121.120,0
211,link,,,211,757,2102.280,0
212,link,,,212,758,502.120,0
213,link,,,213,759,126.520,0
214,link,,,214,760,1431.550,0
215,link,,,215,761,206.380,0
216,link,,,216,762,1295.570,0
217,link,,,217,763,1746.900,0
218,link,,,218,764,1363.280,0
219,link,,,219,765,4045.680,0
220,link,,,220,766,4393.470,0
221,link,,,221,767,2514.070,0
222,link,,,222,768,2874.950,0
223,link,,,223,769,857.320,0
224,link,,,224,770,1427.070,0
225,link,,,225,771,1073.850,0
226,link,,,226,772,2127.050,0
227,link,,,227,773,1039.260,0
228,link,,,228,774,2222.680,0
229,link,,,229,775,2353.000,0
230,link,,,230,776,3012.150,0
231,link,,,231,777,3206.530,0
232,link,,,232,778,3918.540,0
233,link,,,233,779,4034.170,0
234,link,,,234,780,946.650,0
235,link,,,235,781,242.100,0
236,link,,,236,782,372.760,0
237,link,,,237,783,818.470,0
238,link,,,238,784,302.220,0
239,link,,,239,785,536.330,0
240,link,,,240,786,339.320,0
241,link,,,241,787,1210.350,0
242,link,,,242,788,365.560,0
243,link,,,243,789,617.430,0
244,link,,,244,790,1914.590,0
245,link,,,245,791,907.960,0
246,link,,,246,792,1198.450,0
247,link,,,247,793,1054.250,0
248,link,,,248,794,377.990,0
249,link,,,249,795,2428.980,0
250,link,,,250,796,614.460,0
251,link,,,251,797,284.220,0
252,link,,,252,798,661.430,0
253,link,,,253,799,1412.140,0
254,link,,,254,800,931.130,0
255,link,,,255,801,303.360,0
256,link,,,256,802,488.350,0
257,link,,,257,803,1509.300,0
258,link,,,258,804,1721.650,0
259,link,,,259,805,3051.780,0
260,link,,,260,806,1552.800,0
261,link,,,261,807,1279.650,0
262,link,,,262,808,1412.710,0
263,link,,,263,809,952.350,0
264,link,,,264,810,343.120,0
265,link,,,265,811,127.680,0
266,link,,,266,812,136.320,0
267,link,,,267,813,3204.090,0
268,link,,,268,814,1973.380,0
269,link,,,269,815,1385.020,0
270,link,,,270,816,1044.270,0
271,link,,,271,817,470.370,0
272,link,,,272,818,579.330,0
273,link,,,273,819,1450.960,0
274,link,,,274,820,198.100,0
275,link,,,275,821,1335.310,0
276,link,,,276,822,547.150,0
277,link,,,277,823,1442.350,0
278,link,,,278,824,1129.800,0
279,link,,,279,825,1357.680,0
280,link,,,280,826,677.390,0
281,link,,,281,827,358.800,0
282,link,,,282,828,200.750,0
283,link,,,283,829,2015.680,0
284,link,,,284,830,463.530,0
285,link,,,285,831,666.980,0
286,link,,,286,832,302.770,0
287,link,,,287,833,3515.180,0
288,link,,,288,834,5301.060,0
289,link,,,289,835,1088.320,0
290,link,,,290,836,854.680,0
291,link,,,291,837,816.030,0
292,link,,,292,838,725.780,0
293,link,,,293,839,623.800,0
294,link,,,294,840,686.650,0
295,link,,,295,841,841.940,0
296,link,,,296,842,1250.260,0
297,link,,,297,843,914.270,0
298,link,,,298,844,503.650,0
299,link,,,299,845,916.100,0
300,link,,,300,846,408.640,0
301,link,,,301,847,517.520,0
302,link,,,302,848,245.970,0
303,link,,,303,849,1596.830,0
304,link,,,304,850,655.430,0
305,link,,,305,851,1378.390,0
306,link,,,306,852,212.460,0
307,link,,,307,853,339.770,0
308,link,,,308,854,334.280,0
309,link,,,309,855,934.640,0
310,link,,,310,856,101.960,0
311,link,,,311,857,105.750,0
312,link,,,312,858,517.310,0
313,link,,,313,859,223.820,0
314,link,,,314,860,498.870,0
315,link,,,315,861,85.960,0
316,link,,,316,862,747.150,0
317,link,,,317,863,181.850,0
318,link,,,318,864,1006.290,0
319,link,,,319,865,993.220,0
320,link,,,320,866,2892.830,0
321,link,,,321,867,391.810,0
322,link,,,322,868,563.960,0
323,link,,,323,869,150.390,0
324,link,,,324,870,202.410,0
325,link,,,325,871,104.280,0
326,link,,,326,872,123.600,0
327,link,,,327,873,61.680,0
328,link,,,328,874,565.550,0
329,link,,,329,875,664.710,0
330,link,,,330,876,240.890,0
331,link,,,331,877,1431.900,0
332,link,,,332,878,893.260,0
333,link,,,333,879,81.210,0
334,link,,,334,880,176.120,0
335,link,,,335,881,572.120,0
336,link,,,336,882,57.250,0
337,link,,,337,883,72.060,0
338,link,,,338,884,332.980,0
339,link,,,339,885,108.840,0
340,link,,,340,886,595.990,0
341,link,,,341,887,90.260,0
342,link,,,342,888,283.700,0
343,link,,,343,889,134.720,0
344,link,,,344,890,143.510,0
345,link,,,345,891,559.090,0
346,link,,,346,892,2350.050,0
347,link,,,347,893,336.220,0
348,link,,,348,894,373.530,0
349,link,,,349,895,147.200,0
350,link,,,350,896,220.110,0
351,link,,,351,897,1808.790,0
352,link,,,352,898,635.160,0
353,link,,,353,899,308.990,0
354,link,,,354,900,244.470,0
355,link,,,355,901,214.170,0
356,link,,,356,902,13757.489,0
357,link,,,357,903,11567.119,0
358,link,,,358,904,4112.350,0
359,link,,,359,905,5339.230,0
360,link,,,360,906,4187.490,0
361,link,,,361,907,951.470,0
362,link,,,362,908,2617.380,0
363,link,,,363,909,557.520,0
364,link,,,364,910,512.170,0
365,link,,,365,911,878.670,0
366,link,,,366,912,187.500,0
367,link,,,367,913,2492.670,0
368,link,,,368,914,1177.930,0
369,link,,,369,915,309.670,0
370,link,,,370,916,606.670,0
371,link,,,371,917,586.490,0
372,link,,,372,918,637.180,0
373,link,,,373,919,1254.530,0
374,link,,,374,920,1520.750,0
375,link,,,375,921,921.250,0
376,link,,,376,922,5561.290,0
377,link,,,377,923,1661.000,0
378,link,,,378,924,189.000,0
379,link,,,379,925,1280.000,0
380,link,,,380,926,484.000,0
381,link,,,381,927,1903.000,0
382,link,,,382,928,1555.000,0
383,link,,,383,929,724.000,0
384,link,,,384,930,0.000,0
385,link,,,385,931,157.000,0
386,link,,,386,932,22.000,0
387,link,,,387,933,5837.000,0
388,link,,,388,390,1502.060,0
389,link,,,388,391,1719.637,0
390,link,,,388,708,255.475,0
391,link,,,388,802,138.013,0
392,link,,,389,390,187.313,0
393,link,,,389,801,132.535,0
394,link,,,389,914,267.205,0
395,link,,,390,388,1434.313,0
396,link,,,390,389,122.060,0
397,link,,,390,925,1413.000,0
398,link,,,391,388,1504.982,0
399,link,,,391,392,2087.264,0
400,link,,,391,709,193.873,0
401,link,,,391,715,272.879,0
402,link,,,392,391,1401.486,0
403,link,,,392,393,2122.042,0
404,link,,,392,713,247.640,0
405,link,,,392,717,495.897,0
406,link,,,393,392,1329.725,0
407,link,,,393,394,3933.256,0
408,link,,,393,712,2609.066,0
409,link,,,393,716,2623.768,0
410,link,,,394,393,1394.530,0
411,link,,,394,395,4396.948,0
412,link,,,394,584,359.184,0
413,link,,,394,601,422.640,0
414,link,,,395,394,1397.375,0
415,link,,,395,396,4323.705,0
416,link,,,395,584,784.983,0
417,link,,,395,600,1020.335,0
418,link,,,396,395,1218.305,0
419,link,,,396,397,4323.705,0
420,link,,,397,396,1218.305,0
421,link,,,397,398,5088.529,0
422,link,,,397,588,1885.018,0
423,link,,,397,604,2848.480,0
424,link,,,398,397,2362.128,0
425,link,,,398,399,5087.208,0
426,link,,,398,400,1400.416,0
427,link,,,398,403,4193.127,0
428,link,,,399,398,2532.742,0
429,link,,,399,537,5911.131,0
430,link,,,399,604,4503.584,0
431,link,,,399,609,6211.050,0
432,link,,,400,398,2541.523,0
433,link,,,400,401,1009.599,0
434,link,,,400,587,926.828,0
435,link,,,400,609,670.329,0
436,link,,,401,400,2272.076,0
437,link,,,401,402,0.000,0
438,link,,,401,585,1605.276,0
439,link,,,401,590,3621.843,0
440,link,,,402,401,0.000,0
441,link,,,403,398,2880.084,0
442,link,,,403,404,4548.178,0
443,link,,,403,606,1851.184,0
444,link,,,403,611,2053.821,0
445,link,,,404,403,3851.126,0
446,link,,,404,405,7280.781,0
447,link,,,404,675,3395.358,0
448,link,,,404,680,6470.003,0
449,link,,,405,404,7177.407,0
450,link,,,405,406,740.946,0
451,link,,,405,488,6540.184,0
452,link,,,406,405,3650.366,0
453,link,,,406,407,1345.616,0
454,link,,,406,677,1848.582,0
455,link,,,406,682,3595.996,0
456,link,,,407,406,3026.004,0
457,link,,,407,408,2217.027,0
458,link,,,407,687,4229.051,0
459,link,,,407,692,6997.185,0
460,link,,,408,407,3682.174,0
461,link,,,408,409,1533.199,0
462,link,,,408,689,1195.669,0
463,link,,,408,694,2842.759,0
464,link,,,409,408,2983.910,0
465,link,,,409,410,2422.720,0
466,link,,,409,538,2287.244,0
467,link,,,409,539,6502.148,0
468,link,,,410,409,4974.739,0
469,link,,,410,411,1569.355,0
470,link,,,410,690,1322.184,0
471,link,,,410,700,2497.797,0
472,link,,,411,410,3075.225,0
473,link,,,411,412,1203.695,0
474,link,,,411,685,3957.272,0
475,link,,,411,695,4833.486,0
476,link,,,412,411,2634.794,0
477,link,,,412,413,1203.695,0
478,link,,,413,412,2634.794,0
479,link,,,413,414,564.168,0
480,link,,,413,730,1823.833,0
481,link,,,413,734,2727.431,0
482,link,,,414,413,1539.399,0
483,link,,,414,415,207.293,0
484,link,,,414,731,1527.950,0
485,link,,,414,735,1897.114,0
486,link,,,415,414,676.175,0
487,link,,,415,416,576.168,0
488,link,,,415,727,550.721,0
489,link,,,415,733,1083.452,0
490,link,,,416,415,1299.764,0
491,link,,,416,417,596.687,0
492,link,,,416,726,241.914,0
493,link,,,416,732,46.440,0
494,link,,,417,416,1255.537,0
495,link,,,417,732,152.540,0
496,link,,,417,913,471.367,0
497,link,,,417,926,371.000,0
498,link,,,418,419,2113.286,0
499,link,,,418,921,1227.328,0
500,link,,,418,922,1023.280,0
501,link,,,418,923,1517.000,0
502,link,,,419,418,1306.640,0
503,link,,,419,420,2425.071,0
504,link,,,419,739,290.883,0
505,link,,,419,743,341.859,0
506,link,,,420,419,1357.357,0
507,link,,,420,421,3766.872,0
508,link,,,420,751,739.256,0
509,link,,,420,752,753.070,0
510,link,,,421,420,1490.802,0
511,link,,,421,422,4440.313,0
512,link,,,421,753,1342.894,0
513,link,,,421,754,1226.331,0
514,link,,,422,421,1459.668,0
515,link,,,422,423,5636.361,0
516,link,,,422,762,1627.901,0
517,link,,,422,766,816.600,0
518,link,,,423,422,2111.372,0
519,link,,,423,424,5017.443,0
520,link,,,423,764,1454.658,0
521,link,,,423,767,829.623,0
522,link,,,424,423,1703.847,0
523,link,,,424,425,5939.408,0
524,link,,,424,773,1411.766,0
525,link,,,424,777,841.516,0
526,link,,,425,424,2462.835,0
527,link,,,425,426,6378.513,0
528,link,,,425,775,2056.410,0
529,link,,,425,779,2482.949,0
530,link,,,426,425,3190.621,0
531,link,,,426,427,4881.289,0
532,link,,,426,441,2642.658,0
533,link,,,427,426,3652.594,0
534,link,,,427,428,2649.955,0
535,link,,,427,594,5916.792,0
536,link,,,427,779,2214.431,0
537,link,,,428,427,1339.159,0
538,link,,,428,429,627.727,0
539,link,,,428,431,4056.233,0
540,link,,,429,428,1406.278,0
541,link,,,429,430,0.000,0
542,link,,,429,593,2970.091,0
543,link,,,429,778,1786.864,0
544,link,,,430,429,0.000,0
545,link,,,431,428,1966.887,0
546,link,,,431,432,4966.586,0
547,link,,,431,593,1933.345,0
548,link,,,431,597,1059.864,0
549,link,,,432,431,3503.253,0
550,link,,,432,433,3082.099,0
551,link,,,432,595,1825.744,0
552,link,,,432,599,4108.101,0
553,link,,,433,432,1354.511,0
554,link,,,433,434,3998.366,0
555,link,,,433,616,2368.420,0
556,link,,,433,617,1802.764,0
557,link,,,434,433,2136.767,0
558,link,,,434,435,2646.905,0
559,link,,,434,618,1167.088,0
560,link,,,434,619,4870.523,0
561,link,,,435,434,2405.516,0
562,link,,,435,436,3491.914,0
563,link,,,435,552,3914.233,0
564,link,,,435,554,4837.817,0
565,link,,,436,435,3011.633,0
566,link,,,436,437,3649.930,0
567,link,,,436,496,7309.202,0
568,link,,,437,436,3817.288,0
569,link,,,437,438,5467.737,0
570,link,,,437,554,3072.938,0
571,link,,,437,556,3531.015,0
572,link,,,438,437,5751.183,0
573,link,,,438,439,3222.899,0
574,link,,,438,535,2213.209,0
575,link,,,438,536,3827.445,0
576,link,,,438,540,3576.107,0
577,link,,,439,438,3998.132,0
578,link,,,439,440,1538.747,0
579,link,,,439,614,6053.894,0
580,link,,,439,615,7701.722,0
581,link,,,440,439,3558.986,0
582,link,,,440,441,740.637,0
583,link,,,440,612,2223.763,0
584,link,,,440,613,2425.230,0
585,link,,,441,426,683.462,0
586,link,,,441,440,2885.983,0
587,link,,,441,591,3923.792,0
588,link,,,441,596,6045.693,0
589,link,,,442,443,595.742,0
590,link,,,442,898,120.421,0
591,link,,,442,899,147.815,0
592,link,,,442,929,653.000,0
593,link,,,443,442,508.244,0
594,link,,,443,444,815.921,0
595,link,,,443,897,1019.671,0
596,link,,,443,898,302.463,0
597,link,,,444,443,760.012,0
598,link,,,444,445,815.921,0
599,link,,,445,444,760.012,0
600,link,,,445,446,598.696,0
601,link,,,445,885,65.695,0
602,link,,,445,886,297.161,0
603,link,,,446,445,440.561,0
604,link,,,446,447,1363.969,0
605,link,,,446,858,783.202,0
606,link,,,446,859,82.628,0
607,link,,,447,446,758.375,0
608,link,,,447,448,805.009,0
609,link,,,447,848,183.476,0
610,link,,,447,849,824.733,0
611,link,,,448,447,400.128,0
612,link,,,448,449,1247.721,0
613,link,,,448,664,1001.560,0
614,link,,,448,665,1495.009,0
615,link,,,449,448,582.374,0
616,link,,,449,450,1944.284,0
617,link,,,449,662,1049.216,0
618,link,,,449,663,1461.584,0
619,link,,,450,449,782.751,0
620,link,,,450,451,3053.017,0
621,link,,,450,453,1696.062,0
622,link,,,450,508,969.992,0
623,link,,,451,450,1669.024,0
624,link,,,451,452,3400.259,0
625,link,,,451,654,2482.760,0
626,link,,,451,655,1900.011,0
627,link,,,452,451,1985.001,0
628,link,,,452,525,3711.508,0
629,link,,,452,652,4492.251,0
630,link,,,452,654,2883.075,0
631,link,,,453,450,2078.724,0
632,link,,,453,454,1279.777,0
633,link,,,453,650,345.734,0
634,link,,,453,841,810.788,0
635,link,,,454,453,1678.226,0
636,link,,,454,455,1129.718,0
637,link,,,454,838,321.801,0
638,link,,,454,840,382.287,0
639,link,,,455,454,1229.222,0
640,link,,,455,456,1129.718,0
641,link,,,455,833,561.461,0
642,link,,,455,835,337.744,0
643,link,,,456,455,1229.222,0
644,link,,,456,457,2024.441,0
645,link,,,456,834,2455.713,0
646,link,,,456,836,1497.095,0
647,link,,,457,456,2364.671,0
648,link,,,457,458,1776.165,0
649,link,,,457,829,476.465,0
650,link,,,457,831,1005.753,0
651,link,,,458,457,2283.627,0
652,link,,,458,459,1983.651,0
653,link,,,458,467,1522.416,0
654,link,,,458,468,2449.890,0
655,link,,,459,458,2833.904,0
656,link,,,459,460,1986.064,0
657,link,,,459,832,188.832,0
658,link,,,459,845,123.033,0
659,link,,,460,459,2726.096,0
660,link,,,460,461,1705.606,0
661,link,,,460,872,324.766,0
662,link,,,460,875,545.647,0
663,link,,,461,460,2181.213,0
664,link,,,461,462,1720.180,0
665,link,,,461,874,656.920,0
666,link,,,461,877,389.682,0
667,link,,,462,461,2039.055,0
668,link,,,462,873,9.415,0
669,link,,,462,876,186.440,0
670,link,,,462,927,1569.000,0
671,link,,,463,464,1555.000,0
672,link,,,463,928,1728.000,0
673,link,,,464,463,1728.000,0
674,link,,,464,465,1585.585,0
675,link,,,464,883,27.350,0
676,link,,,464,884,10.380,0
677,link,,,465,464,1740.840,0
678,link,,,465,466,1874.784,0
679,link,,,465,862,183.850,0
680,link,,,465,881,293.445,0
681,link,,,466,465,1845.770,0
682,link,,,466,467,1959.551,0
683,link,,,466,855,457.023,0
684,link,,,466,862,279.021,0
685,link,,,467,458,1898.830,0
686,link,,,467,466,1468.583,0
687,link,,,467,845,530.310,0
688,link,,,467,855,283.768,0
689,link,,,468,458,1730.684,0
690,link,,,468,469,2722.255,0
691,link,,,468,829,306.613,0
692,link,,,468,830,327.946,0
693,link,,,469,468,1853.252,0
694,link,,,469,470,2532.438,0
695,link,,,469,819,467.335,0
696,link,,,469,824,203.186,0
697,link,,,470,469,1668.876,0
698,link,,,470,471,3362.888,0
699,link,,,470,817,706.184,0
700,link,,,470,822,212.306,0
701,link,,,471,470,2172.995,0
702,link,,,471,472,3749.735,0
703,link,,,471,815,515.560,0
704,link,,,471,816,834.164,0
705,link,,,472,471,2392.036,0
706,link,,,472,473,5071.669,0
707,link,,,472,813,1370.271,0
708,link,,,472,815,1460.110,0
709,link,,,473,472,2278.012,0
710,link,,,473,474,1013.603,0
711,link,,,473,475,5110.893,0
712,link,,,473,707,648.444,0
713,link,,,473,813,661.473,0
714,link,,,474,473,306.780,0
715,link,,,474,538,2655.730,0
716,link,,,474,701,1563.490,0
717,link,,,474,706,4210.132,0
718,link,,,475,473,2510.734,0
719,link,,,475,476,4677.677,0
720,link,,,475,706,1808.603,0
721,link,,,475,707,827.371,0
722,link,,,476,475,2114.145,0
723,link,,,476,477,4626.917,0
724,link,,,476,705,2508.327,0
725,link,,,476,707,1061.215,0
726,link,,,477,476,2443.166,0
727,link,,,477,478,6013.862,0
728,link,,,477,503,4177.087,0
729,link,,,477,504,4080.935,0
730,link,,,478,477,3895.031,0
731,link,,,478,479,6577.545,0
732,link,,,478,633,5603.764,0
733,link,,,478,703,4939.302,0
734,link,,,479,478,4452.939,0
735,link,,,479,480,4765.297,0
736,link,,,479,629,2724.624,0
737,link,,,479,693,4824.807,0
738,link,,,480,479,4279.866,0
739,link,,,480,481,0.000,0
740,link,,,480,483,5206.986,0
741,link,,,480,484,5463.361,0
742,link,,,480,486,6098.028,0
743,link,,,481,480,409.409,0
744,link,,,481,482,0.000,0
745,link,,,481,483,2436.941,0
746,link,,,481,691,2505.879,0
747,link,,,482,481,0.000,0
748,link,,,483,480,4668.571,0
749,link,,,483,481,2505.879,0
750,link,,,483,539,2580.077,0
751,link,,,483,693,7714.912,0
752,link,,,484,480,5024.839,0
753,link,,,484,485,3354.097,0
754,link,,,484,627,5780.327,0
755,link,,,484,629,1231.470,0
756,link,,,485,484,2565.400,0
757,link,,,485,489,1477.320,0
758,link,,,485,626,5997.991,0
759,link,,,485,628,3751.691,0
760,link,,,486,480,6180.125,0
761,link,,,486,535,6951.701,0
762,link,,,486,627,7122.007,0
763,link,,,486,691,6927.281,0
764,link,,,487,488,2814.834,0
765,link,,,487,535,5254.929,0
766,link,,,487,681,3627.791,0
767,link,,,487,682,2917.801,0
768,link,,,488,405,3527.390,0
769,link,,,488,487,5044.014,0
770,link,,,488,680,2743.072,0
771,link,,,488,682,3868.896,0
772,link,,,489,485,199.111,0
773,link,,,489,490,1971.754,0
774,link,,,489,630,3530.757,0
775,link,,,489,631,3067.219,0
776,link,,,490,489,187.444,0
777,link,,,490,491,3838.944,0
778,link,,,490,557,4128.984,0
779,link,,,490,631,4614.317,0
780,link,,,491,490,835.377,0
781,link,,,491,492,1636.816,0
782,link,,,491,558,5296.342,0
783,link,,,491,559,3230.069,0
784,link,,,492,491,156.609,0
785,link,,,492,493,1087.091,0
786,link,,,492,561,4812.388,0
787,link,,,492,562,7402.986,0
788,link,,,493,492,104.823,0
789,link,,,493,494,5946.837,0
790,link,,,493,497,6438.780,0
791,link,,,493,562,10524.964,0
792,link,,,493,564,10554.990,0
793,link,,,494,493,6588.192,0
794,link,,,494,495,5460.010,0
795,link,,,494,561,6174.811,0
796,link,,,494,563,9779.766,0
797,link,,,495,494,8092.852,0
798,link,,,495,496,6361.561,0
799,link,,,495,551,3854.022,0
800,link,,,495,560,2561.365,0
801,link,,,496,436,6661.563,0
802,link,,,496,495,7800.699,0
803,link,,,496,553,5191.713,0
804,link,,,496,556,6835.454,0
805,link,,,497,493,8199.890,0
806,link,,,497,498,6438.780,0
807,link,,,498,497,8199.890,0
808,link,,,498,499,81.140,0
809,link,,,498,533,6357.640,0
810,link,,,499,498,628.878,0
811,link,,,499,500,898.414,0
812,link,,,499,567,12439.286,0
813,link,,,499,569,6407.954,0
814,link,,,500,499,2760.210,0
815,link,,,500,501,1577.188,0
816,link,,,500,566,5783.085,0
817,link,,,500,570,5104.419,0
818,link,,,501,500,3921.628,0
819,link,,,501,502,2086.749,0
820,link,,,501,571,2854.989,0
821,link,,,501,636,5364.177,0
822,link,,,502,501,4154.198,0
823,link,,,502,503,2329.807,0
824,link,,,502,632,2138.963,0
825,link,,,502,634,1289.775,0
826,link,,,503,477,1908.315,0
827,link,,,503,502,4260.141,0
828,link,,,503,504,1583.422,0
829,link,,,503,633,4160.350,0
830,link,,,504,477,6284.786,0
831,link,,,504,503,4243.404,0
832,link,,,504,505,3961.062,0
