link_id,from_node_id,to_node_id,time_period,volume,travel_time,speed,VOC,queue,density,geometry,obs_count,dev,notes
36,36,582,0700_0800,6230.194,0.863,59.998,0.126,0,0,"LINESTRING (-87.556495 41.687498, -87.544587 41.696501)",6100.9,129.3,period-based
37,37,583,0700_0800,1024.285,0.863,60.000,0.021,0,0,"LINESTRING (-87.907775 41.981916, -87.895873 41.990921)",1148.8,-124.5,period-based
38,38,584,0700_0800,1637.325,0.863,60.000,0.033,0,0,"LINESTRING (-88.175704 42.114267, -88.163803 42.123275)",2228.5,-591.2,period-based
39,39,585,0700_0800,6593.424,0.863,59.997,0.133,0,0,"LINESTRING (-88.033996 42.134081, -88.022098 42.143083)",6737.9,-144.4,period-based
40,40,586,0700_0800,1660.704,0.863,60.000,0.034,0,0,"LINESTRING (-88.093536 42.134081, -88.081638 42.143083)",1866.7,-206.0,period-based
41,41,587,0700_0800,8210.070,0.863,59.993,0.166,0,0,"LINESTRING (-88.033996 42.090860, -88.022098 42.099866)",8069.7,140.3,period-based
42,42,588,0700_0800,1838.819,0.863,60.000,0.037,0,0,"LINESTRING (-88.092345 42.090860, -88.080447 42.099866)",2120.7,-281.9,period-based
43,43,589,0700_0800,5300.589,0.863,59.999,0.107,0,0,"LINESTRING (-87.918494 42.133177, -87.906591 42.142183)",5257.6,42.9,period-based
44,44,590,0700_0800,7273.858,0.863,59.996,0.147,0,0,"LINESTRING (-87.976844 42.134081, -87.964940 42.143083)",7128.5,145.3,period-based
45,45,591,0700_0800,6319.081,0.863,59.998,0.128,0,0,"LINESTRING (-87.918494 42.090860, -87.906591 42.099866)",6238.2,80.9,period-based
46,46,592,0700_0800,6673.264,0.863,59.997,0.135,0,0,"LINESTRING (-87.978034 42.089060, -87.966131 42.098065)",6568.3,104.9,period-based
47,47,593,0700_0800,2708.364,0.863,60.000,0.055,0,0,"LINESTRING (-87.804176 42.134081, -87.792274 42.143083)",2892.2,-183.8,period-based
48,48,594,0700_0800,4899.800,0.863,59.999,0.099,0,0,"LINESTRING (-87.861335 42.134081, -87.849432 42.143083)",4978.1,-78.3,period-based
49,49,595,0700_0800,3328.957,0.863,60.000,0.067,0,0,"LINESTRING (-87.805366 42.090860, -87.793465 42.099866)",3495.6,-166.6,period-based
50,50,596,0700_0800,4718.769,0.863,59.999,0.095,0,0,"LINESTRING (-87.861335 42.090860, -87.849432 42.099866)",4758.0,-39.2,period-based
51,51,597,0700_0800,1442.190,0.863,60.000,0.029,0,0,"LINESTRING (-87.755355 42.131376, -87.743451 42.140382)",1577.3,-135.1,period-based
52,52,598,0700_0800,1895.823,0.863,60.000,0.038,0,0,"LINESTRING (-87.698196 42.080053, -87.686293 42.089061)",2041.3,-145.5,period-based
53,53,599,0700_0800,4519.671,0.863,59.999,0.091,0,0,"LINESTRING (-87.747016 42.089060, -87.735115 42.098065)",4665.3,-145.7,period-based
54,54,600,0700_0800,1111.407,0.863,60.000,0.022,0,0,"LINESTRING (-88.172134 42.050344, -88.160231 42.059349)",1259.9,-148.5,period-based
55,55,601,0700_0800,1709.997,0.863,60.000,0.035,0,0,"LINESTRING (-88.231673 42.048544, -88.219771 42.057548)",1778.4,-68.4,period-based
56,56,602,0700_0800,3767.759,0.863,60.000,0.076,0,0,"LINESTRING (-88.172134 42.011629, -88.160231 42.020633)",4297.1,-529.4,period-based
57,57,603,0700_0800,1443.433,0.863,60.000,0.029,0,0,"LINESTRING (-88.231673 42.011629, -88.219771 42.020633)",1646.8,-203.4,period-based
58,58,604,0700_0800,5889.100,0.863,59.998,0.119,0,0,"LINESTRING (-88.060195 42.053045, -88.048296 42.062050)",5962.5,-73.4,period-based
59,59,605,0700_0800,4694.777,0.863,59.999,0.095,0,0,"LINESTRING (-88.116164 42.051245, -88.104263 42.060249)",5225.8,-531.0,period-based
60,60,606,0700_0800,5019.060,0.863,59.999,0.101,0,0,"LINESTRING (-88.060195 42.016130, -88.048296 42.025135)",5148.5,-129.4,period-based
61,61,607,0700_0800,5013.608,0.863,59.999,0.101,0,0,"LINESTRING (-88.116164 42.014330, -88.104263 42.023334)",5264.5,-250.9,period-based
62,62,608,0700_0800,5476.879,0.863,59.999,0.111,0,0,"LINESTRING (-87.950645 42.053946, -87.938742 42.062951)",5472.5,4.4,period-based
63,63,609,0700_0800,3700.808,0.863,60.000,0.075,0,0,"LINESTRING (-88.005424 42.053045, -87.993519 42.062050)",3718.9,-18.1,period-based
64,64,610,0700_0800,9535.373,0.863,59.988,0.193,0,0,"LINESTRING (-87.950645 42.017031, -87.938742 42.026035)",9104.3,431.1,period-based
65,65,611,0700_0800,3391.912,0.863,60.000,0.069,0,0,"LINESTRING (-88.004226 42.016130, -87.992328 42.025135)",3468.1,-76.2,period-based
66,66,612,0700_0800,6154.330,0.863,59.998,0.124,0,0,"LINESTRING (-87.838706 42.054846, -87.826807 42.063851)",6193.4,-39.0,period-based
67,67,613,0700_0800,3800.036,0.863,60.000,0.077,0,0,"LINESTRING (-87.894675 42.054846, -87.882775 42.063851)",3858.6,-58.6,period-based
68,68,614,0700_0800,6521.413,0.863,59.997,0.132,0,0,"LINESTRING (-87.838706 42.020632, -87.826807 42.029637)",6526.8,-5.3,period-based
69,69,615,0700_0800,6338.371,0.863,59.998,0.128,0,0,"LINESTRING (-87.893485 42.019732, -87.881584 42.028737)",6270.6,67.8,period-based
70,70,616,0700_0800,4435.369,0.863,59.999,0.090,0,0,"LINESTRING (-87.720824 42.053946, -87.708918 42.062951)",4480.4,-45.1,period-based
71,71,617,0700_0800,3894.219,0.863,60.000,0.079,0,0,"LINESTRING (-87.781554 42.055746, -87.769649 42.064751)",3979.9,-85.7,period-based
72,72,618,0700_0800,7528.106,0.863,59.995,0.152,0,0,"LINESTRING (-87.723205 42.026033, -87.711299 42.035039)",7296.7,231.4,period-based
73,73,619,0700_0800,7883.198,0.863,59.994,0.159,0,0,"LINESTRING (-87.780357 42.026033, -87.768458 42.035039)",7675.9,207.3,period-based
74,74,620,0700_0800,2553.574,0.863,60.000,0.052,0,0,"LINESTRING (-87.683906 42.054846, -87.672003 42.063851)",2642.7,-89.1,period-based
75,75,621,0700_0800,2601.147,0.863,60.000,0.053,0,0,"LINESTRING (-87.683906 42.034140, -87.672003 42.043142)",2685.2,-84.1,period-based
76,76,622,0700_0800,5931.164,0.863,59.998,0.120,0,0,"LINESTRING (-87.870864 41.976515, -87.858959 41.985519)",5958.9,-27.7,period-based
77,77,623,0700_0800,8231.513,0.863,59.993,0.166,0,0,"LINESTRING (-87.894675 41.932398, -87.882775 41.941401)",7998.5,233.0,period-based
78,78,624,0700_0800,6981.749,0.863,59.996,0.141,0,0,"LINESTRING (-87.837516 41.927896, -87.825616 41.936899)",6831.4,150.3,period-based
79,79,625,0700_0800,3768.337,0.863,60.000,0.076,0,0,"LINESTRING (-87.819656 41.964811, -87.807754 41.973814)",3838.3,-70.0,period-based
80,80,626,0700_0800,10684.344,0.863,59.980,0.216,0,0,"LINESTRING (-87.833945 41.888281, -87.822044 41.897283)",10315.8,368.6,period-based
81,81,627,0700_0800,8507.671,0.863,59.992,0.172,0,0,"LINESTRING (-87.893485 41.887381, -87.881584 41.896383)",8352.0,155.6,period-based
82,82,628,0700_0800,5768.197,0.863,59.998,0.117,0,0,"LINESTRING (-87.833945 41.845961, -87.822044 41.854966)",5765.2,3.0,period-based
83,83,629,0700_0800,4243.270,0.863,60.000,0.086,0,0,"LINESTRING (-87.889915 41.843260, -87.878011 41.852265)",4294.9,-51.6,period-based
84,84,630,0700_0800,6488.729,0.863,59.997,0.131,0,0,"LINESTRING (-87.793456 41.889177, -87.781557 41.898183)",6438.1,50.6,period-based
85,85,631,0700_0800,13965.694,0.863,59.943,0.282,0,0,"LINESTRING (-87.773216 41.845961, -87.761313 41.854966)",13283.5,682.2,period-based
86,86,632,0700_0800,5157.046,0.863,59.999,0.104,0,0,"LINESTRING (-87.830375 41.801844, -87.818471 41.810848)",5293.4,-136.3,period-based
87,87,633,0700_0800,5804.189,0.863,59.998,0.117,0,0,"LINESTRING (-87.887534 41.800043, -87.875630 41.809047)",5977.5,-173.4,period-based
88,88,634,0700_0800,4535.072,0.863,59.999,0.092,0,0,"LINESTRING (-87.830375 41.757727, -87.818471 41.766730)",4579.2,-44.1,period-based
89,89,635,0700_0800,2187.753,0.863,60.000,0.044,0,0,"LINESTRING (-87.887534 41.755926, -87.875630 41.764929)",2370.4,-182.6,period-based
90,90,636,0700_0800,2021.545,0.863,60.000,0.041,0,0,"LINESTRING (-87.775596 41.813547, -87.763695 41.822553)",2212.6,-191.0,period-based
91,91,637,0700_0800,7234.170,0.863,59.996,0.146,0,0,"LINESTRING (-87.773216 41.757727, -87.761313 41.766730)",7079.2,154.9,period-based
92,92,638,0700_0800,1344.036,0.863,60.000,0.027,0,0,"LINESTRING (-87.969695 41.663187, -87.957795 41.672191)",1746.5,-402.5,period-based
93,93,639,0700_0800,3713.107,0.863,60.000,0.075,0,0,"LINESTRING (-87.827995 41.714506, -87.816090 41.723512)",4363.9,-650.8,period-based
94,94,640,0700_0800,670.206,0.863,60.000,0.014,0,0,"LINESTRING (-87.885146 41.712706, -87.873248 41.721712)",471.0,199.2,period-based
95,95,641,0700_0800,2536.437,0.863,60.000,0.051,0,0,"LINESTRING (-87.826804 41.669489, -87.814899 41.678494)",2752.8,-216.4,period-based
96,96,642,0700_0800,732.330,0.863,60.000,0.015,0,0,"LINESTRING (-87.882766 41.669489, -87.870867 41.678494)",587.4,144.9,period-based
97,97,643,0700_0800,6441.646,0.863,59.997,0.130,0,0,"LINESTRING (-87.714866 41.722612, -87.702964 41.731616)",6304.8,136.8,period-based
98,98,644,0700_0800,8531.021,0.863,59.992,0.172,0,0,"LINESTRING (-87.770835 41.715410, -87.758931 41.724413)",8436.9,94.1,period-based
99,99,645,0700_0800,4558.141,0.863,59.999,0.092,0,0,"LINESTRING (-87.710105 41.663187, -87.698201 41.672191)",4527.2,31.0,period-based
100,100,646,0700_0800,3512.778,0.863,60.000,0.071,0,0,"LINESTRING (-87.769645 41.671289, -87.757741 41.680295)",3592.6,-79.9,period-based
101,101,647,0700_0800,3156.804,0.863,60.000,0.064,0,0,"LINESTRING (-87.661285 41.660486, -87.649378 41.669490)",3144.7,12.1,period-based
102,102,648,0700_0800,3690.001,0.863,60.000,0.075,0,0,"LINESTRING (-87.825614 41.625372, -87.813708 41.634376)",3681.7,8.3,period-based
103,103,649,0700_0800,1594.662,0.863,60.000,0.032,0,0,"LINESTRING (-87.880386 41.624472, -87.868485 41.633476)",1743.1,-148.5,period-based
104,104,650,0700_0800,3080.874,0.863,60.000,0.062,0,0,"LINESTRING (-87.822036 41.582155, -87.810136 41.591158)",3100.2,-19.3,period-based
105,105,651,0700_0800,1013.118,0.863,60.000,0.020,0,0,"LINESTRING (-87.881576 41.581255, -87.869676 41.590258)",983.6,29.5,period-based
106,106,652,0700_0800,3878.811,0.863,60.000,0.078,0,0,"LINESTRING (-87.707725 41.628073, -87.695819 41.637077)",3859.9,18.9,period-based
107,107,653,0700_0800,3565.378,0.863,60.000,0.072,0,0,"LINESTRING (-87.767265 41.628073, -87.755359 41.637077)",3631.0,-65.6,period-based
108,108,654,0700_0800,3834.346,0.863,60.000,0.077,0,0,"LINESTRING (-87.706535 41.583956, -87.694628 41.592959)",3769.1,65.2,period-based
109,109,655,0700_0800,3000.201,0.863,60.000,0.061,0,0,"LINESTRING (-87.764877 41.582155, -87.752977 41.591158)",3028.1,-27.9,period-based
110,110,656,0700_0800,5854.375,0.863,59.998,0.118,0,0,"LINESTRING (-87.589835 41.628073, -87.577930 41.637077)",5660.6,193.8,period-based
111,111,657,0700_0800,5661.927,0.863,59.998,0.114,0,0,"LINESTRING (-87.648185 41.629873, -87.636279 41.638878)",5463.5,198.4,period-based
112,112,658,0700_0800,3779.986,0.863,60.000,0.076,0,0,"LINESTRING (-87.588645 41.583055, -87.576739 41.592059)",3659.2,120.8,period-based
113,113,659,0700_0800,3932.421,0.863,60.000,0.079,0,0,"LINESTRING (-87.646995 41.583055, -87.635088 41.592059)",3784.7,147.7,period-based
114,114,660,0700_0800,2172.657,0.863,60.000,0.044,0,0,"LINESTRING (-87.544585 41.628073, -87.532679 41.637077)",2147.4,25.2,period-based
115,115,661,0700_0800,4203.809,0.863,60.000,0.085,0,0,"LINESTRING (-87.543395 41.583956, -87.531489 41.592959)",4043.6,160.2,period-based
116,116,662,0700_0800,2404.821,0.863,60.000,0.049,0,0,"LINESTRING (-87.705344 41.538939, -87.693437 41.547941)",2374.7,30.1,period-based
117,117,663,0700_0800,803.875,0.863,60.000,0.016,0,0,"LINESTRING (-87.761306 41.538939, -87.749405 41.547941)",824.1,-20.2,period-based
118,118,664,0700_0800,4490.740,0.863,59.999,0.091,0,0,"LINESTRING (-87.702956 41.494818, -87.691056 41.503823)",4286.1,204.7,period-based
119,119,665,0700_0800,1281.764,0.863,60.000,0.026,0,0,"LINESTRING (-87.760116 41.494818, -87.748214 41.503823)",1278.9,2.9,period-based
120,120,666,0700_0800,1465.977,0.863,60.000,0.030,0,0,"LINESTRING (-87.588645 41.538939, -87.576739 41.547941)",1507.4,-41.4,period-based
121,121,667,0700_0800,3908.151,0.863,60.000,0.079,0,0,"LINESTRING (-87.646995 41.538939, -87.635088 41.547941)",3785.8,122.3,period-based
122,122,668,0700_0800,1939.364,0.863,60.000,0.039,0,0,"LINESTRING (-87.587455 41.495718, -87.575548 41.504723)",1943.7,-4.4,period-based
123,123,669,0700_0800,4489.611,0.863,59.999,0.091,0,0,"LINESTRING (-87.645805 41.495718, -87.633897 41.504723)",4281.9,207.7,period-based
124,124,670,0700_0800,1878.977,0.863,60.000,0.038,0,0,"LINESTRING (-87.542205 41.520929, -87.530298 41.529933)",1800.8,78.1,period-based
125,125,671,0700_0800,1248.918,0.863,60.000,0.025,0,0,"LINESTRING (-88.174514 41.969313, -88.162613 41.978316)",2224.1,-975.2,period-based
126,126,672,0700_0800,831.549,0.863,60.000,0.017,0,0,"LINESTRING (-88.230483 41.966612, -88.218580 41.975615)",507.3,324.3,period-based
127,127,673,0700_0800,1793.006,0.863,60.000,0.036,0,0,"LINESTRING (-88.172134 41.925196, -88.160231 41.934198)",2137.8,-344.8,period-based
128,128,674,0700_0800,996.584,0.863,60.000,0.020,0,0,"LINESTRING (-88.231673 41.922495, -88.219771 41.931497)",864.2,132.4,period-based
129,129,675,0700_0800,3736.777,0.863,60.000,0.075,0,0,"LINESTRING (-88.062576 41.970213, -88.050677 41.979216)",3848.8,-112.0,period-based
130,130,676,0700_0800,2640.638,0.863,60.000,0.053,0,0,"LINESTRING (-88.116164 41.968412, -88.104263 41.977416)",2993.4,-352.8,period-based
131,131,677,0700_0800,4645.367,0.863,59.999,0.094,0,0,"LINESTRING (-88.060195 41.928797, -88.048296 41.937800)",5005.8,-360.4,period-based
132,132,678,0700_0800,3640.332,0.863,60.000,0.074,0,0,"LINESTRING (-88.116164 41.926092, -88.104263 41.935098)",3968.5,-328.2,period-based
133,133,679,0700_0800,5284.045,0.863,59.999,0.107,0,0,"LINESTRING (-87.962554 41.972914, -87.950650 41.981918)",5192.1,91.9,period-based
134,134,680,0700_0800,3354.919,0.863,60.000,0.068,0,0,"LINESTRING (-88.005424 41.972914, -87.993519 41.981918)",3356.6,-1.7,period-based
135,135,681,0700_0800,5532.025,0.863,59.999,0.112,0,0,"LINESTRING (-87.950645 41.928797, -87.938742 41.937800)",5479.8,52.3,period-based
136,136,682,0700_0800,6343.494,0.863,59.998,0.128,0,0,"LINESTRING (-88.007804 41.927896, -87.995901 41.936899)",6391.2,-47.7,period-based
137,137,683,0700_0800,1895.216,0.863,60.000,0.038,0,0,"LINESTRING (-88.174514 41.879274, -88.162613 41.888279)",2348.4,-453.2,period-based
138,138,684,0700_0800,1291.591,0.863,60.000,0.026,0,0,"LINESTRING (-88.231673 41.879274, -88.219771 41.888279)",1466.6,-175.0,period-based
139,139,685,0700_0800,1416.276,0.863,60.000,0.029,0,0,"LINESTRING (-88.175704 41.837858, -88.163803 41.846863)",1631.5,-215.3,period-based
140,140,686,0700_0800,974.833,0.863,60.000,0.020,0,0,"LINESTRING (-88.230483 41.836058, -88.218580 41.845062)",1097.2,-122.4,period-based
141,141,687,0700_0800,5088.753,0.863,59.999,0.103,0,0,"LINESTRING (-88.061385 41.883776, -88.049487 41.892781)",5293.4,-204.7,period-based
142,142,688,0700_0800,4834.429,0.863,59.999,0.098,0,0,"LINESTRING (-88.116164 41.881975, -88.104263 41.890980)",5106.1,-271.7,period-based
143,143,689,0700_0800,3779.979,0.863,60.000,0.076,0,0,"LINESTRING (-88.061385 41.840559, -88.049487 41.849564)",4074.3,-294.3,period-based
144,144,690,0700_0800,2946.301,0.863,60.000,0.060,0,0,"LINESTRING (-88.116164 41.837858, -88.104263 41.846863)",3079.6,-133.3,period-based
145,145,691,0700_0800,7265.707,0.863,59.996,0.147,0,0,"LINESTRING (-87.950645 41.886476, -87.938742 41.895482)",7191.3,74.4,period-based
146,146,692,0700_0800,6831.577,0.863,59.997,0.138,0,0,"LINESTRING (-88.004226 41.883776, -87.992328 41.892781)",6930.3,-98.7,period-based
147,147,693,0700_0800,6452.047,0.863,59.997,0.130,0,0,"LINESTRING (-87.947074 41.841459, -87.935170 41.850464)",6262.2,189.8,period-based
148,148,694,0700_0800,6696.373,0.863,59.997,0.135,0,0,"LINESTRING (-88.005424 41.840559, -87.993519 41.849564)",6644.0,52.4,period-based
149,149,695,0700_0800,3901.722,0.863,60.000,0.079,0,0,"LINESTRING (-88.174514 41.792841, -88.162613 41.801844)",4165.7,-264.0,period-based
150,150,696,0700_0800,1433.996,0.863,60.000,0.029,0,0,"LINESTRING (-88.232864 41.792841, -88.220962 41.801844)",1467.5,-33.5,period-based
151,151,697,0700_0800,1587.539,0.863,60.000,0.032,0,0,"LINESTRING (-88.173324 41.749620, -88.161422 41.758627)",1718.3,-130.8,period-based
152,152,698,0700_0800,2473.986,0.863,60.000,0.050,0,0,"LINESTRING (-88.231673 41.747824, -88.219771 41.756826)",2461.4,12.6,period-based
153,153,699,0700_0800,4340.714,0.863,59.999,0.088,0,0,"LINESTRING (-88.060195 41.794641, -88.048296 41.803645)",4432.8,-92.1,period-based
154,154,700,0700_0800,5176.483,0.863,59.999,0.105,0,0,"LINESTRING (-88.116164 41.794641, -88.104263 41.803645)",5126.1,50.4,period-based
155,155,701,0700_0800,4316.566,0.863,59.999,0.087,0,0,"LINESTRING (-88.059005 41.752325, -88.047105 41.761328)",4469.1,-152.5,period-based
156,156,702,0700_0800,4224.132,0.863,60.000,0.085,0,0,"LINESTRING (-88.114974 41.749620, -88.103073 41.758627)",4347.7,-123.6,period-based
157,157,703,0700_0800,5861.481,0.863,59.998,0.118,0,0,"LINESTRING (-87.947074 41.796442, -87.935170 41.805446)",5850.4,11.1,period-based
158,158,704,0700_0800,6232.922,0.863,59.998,0.126,0,0,"LINESTRING (-88.003036 41.796442, -87.991137 41.805446)",6246.5,-13.6,period-based
159,159,705,0700_0800,4619.560,0.863,59.999,0.093,0,0,"LINESTRING (-87.944694 41.755926, -87.932788 41.764929)",4582.6,37.0,period-based
160,160,706,0700_0800,5010.559,0.863,59.999,0.101,0,0,"LINESTRING (-88.001846 41.754126, -87.989947 41.763128)",5079.9,-69.3,period-based
161,161,707,0700_0800,1189.482,0.863,60.000,0.024,0,0,"LINESTRING (-87.974464 41.710909, -87.962558 41.719911)",1761.8,-572.3,period-based
162,162,708,0700_0800,871.626,0.863,60.000,0.018,0,0,"LINESTRING (-88.521033 42.113371, -88.509135 42.122375)",642.7,228.9,period-based
163,163,709,0700_0800,749.983,0.863,60.000,0.015,0,0,"LINESTRING (-88.406715 42.113371, -88.394819 42.122375)",417.9,332.1,period-based
164,164,710,0700_0800,2262.157,0.863,60.000,0.046,0,0,"LINESTRING (-88.263824 42.134081, -88.251923 42.143083)",2482.9,-220.7,period-based
165,165,711,0700_0800,791.846,0.863,60.000,0.016,0,0,"LINESTRING (-88.320983 42.135878, -88.309081 42.144884)",461.8,330.1,period-based
166,166,712,0700_0800,2186.121,0.863,60.000,0.044,0,0,"LINESTRING (-88.262634 42.091761, -88.250732 42.100766)",2413.0,-226.9,period-based
167,167,713,0700_0800,1497.418,0.863,60.000,0.030,0,0,"LINESTRING (-88.322173 42.090860, -88.310272 42.099866)",1155.6,341.8,period-based
168,168,714,0700_0800,631.138,0.863,60.000,0.013,0,0,"LINESTRING (-88.540084 42.028734, -88.528188 42.037740)",264.0,367.1,period-based
169,169,715,0700_0800,764.010,0.863,60.000,0.015,0,0,"LINESTRING (-88.429343 42.028734, -88.417444 42.037740)",559.1,204.9,period-based
170,170,716,0700_0800,4962.968,0.863,59.999,0.100,0,0,"LINESTRING (-88.288825 42.048544, -88.276929 42.057548)",5259.1,-296.1,period-based
171,171,717,0700_0800,1141.526,0.863,60.000,0.023,0,0,"LINESTRING (-88.344794 42.046743, -88.332897 42.055748)",1094.7,46.8,period-based
172,172,718,0700_0800,2806.946,0.863,60.000,0.057,0,0,"LINESTRING (-88.290015 42.009829, -88.278120 42.018833)",3031.3,-224.4,period-based
173,173,719,0700_0800,878.210,0.863,60.000,0.018,0,0,"LINESTRING (-88.344794 42.009829, -88.332897 42.018833)",605.1,273.1,period-based
174,174,720,0700_0800,633.843,0.863,60.000,0.013,0,0,"LINESTRING (-88.538894 41.943201, -88.526997 41.952205)",331.3,302.5,period-based
175,175,721,0700_0800,1182.426,0.863,60.000,0.024,0,0,"LINESTRING (-88.429343 41.945002, -88.417444 41.954006)",1238.7,-56.3,period-based
176,176,722,0700_0800,808.040,0.863,60.000,0.016,0,0,"LINESTRING (-88.286445 41.964811, -88.274548 41.973814)",808.6,-0.6,period-based
177,177,723,0700_0800,634.551,0.863,60.000,0.013,0,0,"LINESTRING (-88.344794 41.965712, -88.332897 41.974715)",420.7,213.8,period-based
178,178,724,0700_0800,2392.619,0.863,60.000,0.048,0,0,"LINESTRING (-88.288825 41.922495, -88.276929 41.931497)",2566.0,-173.4,period-based
179,179,725,0700_0800,1616.313,0.863,60.000,0.033,0,0,"LINESTRING (-88.343604 41.919790, -88.331706 41.928796)",1755.9,-139.6,period-based
