global_path_id,o_zone_id,d_zone_id,path_id,link_sequence,from_node_id,to_node_id,incidence
7,1,5,1,76,5018,5017,1
7,1,5,1,72,5017,11124,1
7,1,5,1,263,11124,5022,1
7,1,5,1,81,5022,11147,1
7,1,5,1,281,11147,5820,1
7,1,5,1,204,5820,5103,1
7,1,5,1,93,5103,11161,1
7,1,5,1,295,11161,5114,1
7,1,5,1,110,5114,11173,1
7,1,5,1,303,11173,5219,1
7,1,5,1,152,5219,5232,1
7,1,5,1,155,5232,6256,1
7,1,5,1,223,6256,5214,1
7,1,5,1,141,5214,11261,1
7,1,5,1,327,11261,5208,1
7,1,5,1,126,5208,11282,1
8,1,6,0,175,5577,5436,1
8,1,6,0,163,5436,5018,1
8,1,6,0,76,5018,5017,1
8,1,6,0,73,5017,11146,1
8,1,6,0,279,11146,5736,1
8,1,6,0,202,5736,11148,1
8,1,6,0,284,11148,5113,1
8,1,6,0,106,5113,11160,1
8,1,6,0,291,11160,5112,1
8,1,6,0,103,5112,11172,1
8,1,6,0,299,11172,5210,1
8,1,6,0,133,5210,5211,1
8,1,6,0,135,5211,5209,1
8,1,6,0,129,5209,5208,1
8,1,6,0,124,5208,5238,1
9,1,6,1,175,5577,5436,1
9,1,6,1,163,5436,5018,1
9,1,6,1,76,5018,5017,1
9,1,6,1,72,5017,11124,1
9,1,6,1,263,11124,5022,1
9,1,6,1,81,5022,11147,1
9,1,6,1,281,11147,5820,1
9,1,6,1,204,5820,5103,1
9,1,6,1,93,5103,11161,1
9,1,6,1,295,11161,5114,1
9,1,6,1,110,5114,11173,1
9,1,6,1,303,11173,5219,1
9,1,6,1,152,5219,5232,1
9,1,6,1,155,5232,6256,1
9,1,6,1,223,6256,5214,1
9,1,6,1,141,5214,11261,1
9,1,6,1,327,11261,5208,1
9,1,6,1,124,5208,5238,1
10,1,7,0,175,5577,5436,1
10,1,7,0,163,5436,5018,1
10,1,7,0,76,5018,5017,1
10,1,7,0,73,5017,11146,1
10,1,7,0,279,11146,5736,1
10,1,7,0,202,5736,11148,1
10,1,7,0,284,11148,5113,1
10,1,7,0,106,5113,11160,1
10,1,7,0,291,11160,5112,1
10,1,7,0,103,5112,11172,1
10,1,7,0,299,11172,5210,1
10,1,7,0,133,5210,5211,1
10,1,7,0,135,5211,5209,1
10,1,7,0,129,5209,5208,1
10,1,7,0,125,5208,11261,1
10,1,7,0,328,11261,5214,1
10,1,7,0,142,5214,11281,1
11,1,7,1,175,5577,5436,1
11,1,7,1,163,5436,5018,1
11,1,7,1,76,5018,5017,1
11,1,7,1,72,5017,11124,1
11,1,7,1,263,11124,5022,1
11,1,7,1,81,5022,11147,1
11,1,7,1,281,11147,5820,1
11,1,7,1,204,5820,5103,1
11,1,7,1,93,5103,11161,1
11,1,7,1,295,11161,5114,1
11,1,7,1,110,5114,11173,1
11,1,7,1,303,11173,5219,1
11,1,7,1,152,5219,5232,1
11,1,7,1,155,5232,6256,1
11,1,7,1,223,6256,5214,1
11,1,7,1,142,5214,11281,1
12,1,7,2,175,5577,5436,1
12,1,7,2,163,5436,5018,1
12,1,7,2,76,5018,5017,1
12,1,7,2,73,5017,11146,1
12,1,7,2,279,11146,5736,1
12,1,7,2,202,5736,11148,1
12,1,7,2,284,11148,5113,1
12,1,7,2,106,5113,11160,1
12,1,7,2,291,11160,5112,1
12,1,7,2,103,5112,11172,1
12,1,7,2,299,11172,5210,1
12,1,7,2,132,5210,1349,1
12,1,7,2,25,1349,11181,1
12,1,7,2,308,11181,11182,1
12,1,7,2,309,11182,5232,1
12,1,7,2,155,5232,6256,1
12,1,7,2,223,6256,5214,1
12,1,7,2,142,5214,11281,1
13,1,7,3,175,5577,5436,1
13,1,7,3,163,5436,5018,1
13,1,7,3,76,5018,5017,1
13,1,7,3,73,5017,11146,1
13,1,7,3,279,11146,5736,1
13,1,7,3,202,5736,11148,1
13,1,7,3,284,11148,5113,1
13,1,7,3,106,5113,11160,1
13,1,7,3,291,11160,5112,1
13,1,7,3,100,5112,5589,1
13,1,7,3,186,5589,5114,1
13,1,7,3,110,5114,11173,1
13,1,7,3,303,11173,5219,1
13,1,7,3,152,5219,5232,1
13,1,7,3,155,5232,6256,1
13,1,7,3,223,6256,5214,1
13,1,7,3,142,5214,11281,1
14,1,8,0,175,5577,5436,1
14,1,8,0,163,5436,5018,1
14,1,8,0,76,5018,5017,1
14,1,8,0,73,5017,11146,1
14,1,8,0,279,11146,5736,1
14,1,8,0,202,5736,11148,1
14,1,8,0,284,11148,5113,1
14,1,8,0,106,5113,11160,1
14,1,8,0,291,11160,5112,1
14,1,8,0,100,5112,5589,1
14,1,8,0,186,5589,5114,1
14,1,8,0,108,5114,5592,1
14,1,8,0,367,5592,1,1
14,1,8,0,368,1,2,1
14,1,8,0,369,2,3,1
14,1,8,0,370,3,4,1
14,1,8,0,371,4,5,1
14,1,8,0,372,5,5117,1
14,1,8,0,343,5117,1358,1
14,1,8,0,341,1358,3000,1
14,1,8,0,347,3000,3001,1
14,1,8,0,349,3001,8172,1
14,1,8,0,238,8172,6185,1
14,1,8,0,345,6185,5175,1
14,1,8,0,353,5175,11507,1
14,1,8,0,335,11507,5216,1
14,1,8,0,148,5216,10847,1
15,1,8,1,175,5577,5436,1
15,1,8,1,163,5436,5018,1
15,1,8,1,76,5018,5017,1
15,1,8,1,72,5017,11124,1
15,1,8,1,263,11124,5022,1
15,1,8,1,81,5022,11147,1
15,1,8,1,281,11147,5820,1
15,1,8,1,204,5820,5103,1
15,1,8,1,93,5103,11161,1
15,1,8,1,295,11161,5114,1
15,1,8,1,110,5114,11173,1
15,1,8,1,303,11173,5219,1
15,1,8,1,152,5219,5232,1
15,1,8,1,155,5232,6256,1
15,1,8,1,223,6256,5214,1
15,1,8,1,140,5214,11259,1
15,1,8,1,324,11259,5587,1
15,1,8,1,177,5587,5174,1
15,1,8,1,120,5174,5868,1
15,1,8,1,211,5868,5216,1
15,1,8,1,148,5216,10847,1
16,1,8,2,175,5577,5436,1
16,1,8,2,163,5436,5018,1
16,1,8,2,76,5018,5017,1
16,1,8,2,73,5017,11146,1
16,1,8,2,279,11146,5736,1
16,1,8,2,202,5736,11148,1
16,1,8,2,284,11148,5113,1
16,1,8,2,106,5113,11160,1
16,1,8,2,291,11160,5112,1
16,1,8,2,103,5112,11172,1
16,1,8,2,299,11172,5210,1
16,1,8,2,133,5210,5211,1
16,1,8,2,135,5211,5209,1
16,1,8,2,129,5209,5208,1
16,1,8,2,125,5208,11261,1
16,1,8,2,328,11261,5214,1
16,1,8,2,140,5214,11259,1
16,1,8,2,324,11259,5587,1
16,1,8,2,177,5587,5174,1
16,1,8,2,120,5174,5868,1
16,1,8,2,211,5868,5216,1
16,1,8,2,148,5216,10847,1
17,1,8,3,175,5577,5436,1
17,1,8,3,163,5436,5018,1
17,1,8,3,76,5018,5017,1
17,1,8,3,73,5017,11146,1
17,1,8,3,279,11146,5736,1
17,1,8,3,202,5736,11148,1
17,1,8,3,284,11148,5113,1
17,1,8,3,106,5113,11160,1
17,1,8,3,364,11160,1322,1
17,1,8,3,18,1322,11161,1
17,1,8,3,358,11161,1323,1
17,1,8,3,19,1323,5592,1
17,1,8,3,367,5592,1,1
17,1,8,3,368,1,2,1
17,1,8,3,369,2,3,1
17,1,8,3,370,3,4,1
17,1,8,3,371,4,5,1
17,1,8,3,372,5,5117,1
17,1,8,3,112,5117,11255,1
17,1,8,3,318,11255,5118,1
17,1,8,3,114,5118,10854,1
17,1,8,3,254,10854,7210,1
17,1,8,3,231,7210,11763,1
17,1,8,3,336,11763,5730,1
17,1,8,3,198,5730,8172,1
17,1,8,3,238,8172,6185,1
17,1,8,3,345,6185,5175,1
17,1,8,3,353,5175,11507,1
17,1,8,3,335,11507,5216,1
17,1,8,3,148,5216,10847,1
18,1,8,4,175,5577,5436,1
18,1,8,4,163,5436,5018,1
18,1,8,4,76,5018,5017,1
18,1,8,4,73,5017,11146,1
18,1,8,4,279,11146,5736,1
18,1,8,4,202,5736,11148,1
18,1,8,4,284,11148,5113,1
18,1,8,4,106,5113,11160,1
18,1,8,4,291,11160,5112,1
18,1,8,4,100,5112,5589,1
18,1,8,4,186,5589,5114,1
18,1,8,4,108,5114,5592,1
18,1,8,4,367,5592,1,1
18,1,8,4,368,1,2,1
18,1,8,4,369,2,3,1
18,1,8,4,370,3,4,1
18,1,8,4,371,4,5,1
18,1,8,4,372,5,5117,1
18,1,8,4,343,5117,1358,1
18,1,8,4,341,1358,3000,1
18,1,8,4,347,3000,3001,1
18,1,8,4,351,3001,1359,1
18,1,8,4,45,1359,6185,1
18,1,8,4,345,6185,5175,1
18,1,8,4,353,5175,11507,1
18,1,8,4,335,11507,5216,1
18,1,8,4,148,5216,10847,1
19,1,8,5,175,5577,5436,1
19,1,8,5,163,5436,5018,1
19,1,8,5,76,5018,5017,1
19,1,8,5,73,5017,11146,1
19,1,8,5,279,11146,5736,1
19,1,8,5,202,5736,11148,1
19,1,8,5,284,11148,5113,1
19,1,8,5,106,5113,11160,1
19,1,8,5,291,11160,5112,1
19,1,8,5,103,5112,11172,1
19,1,8,5,299,11172,5210,1
19,1,8,5,132,5210,1349,1
19,1,8,5,25,1349,11181,1
19,1,8,5,308,11181,11182,1
19,1,8,5,309,11182,5232,1
19,1,8,5,155,5232,6256,1
19,1,8,5,222,6256,1356,1
19,1,8,5,38,1356,6255,1
19,1,8,5,220,6255,10857,1
19,1,8,5,255,10857,5587,1
19,1,8,5,177,5587,5174,1
19,1,8,5,120,5174,5868,1
19,1,8,5,211,5868,5216,1
19,1,8,5,148,5216,10847,1
20,1,8,6,175,5577,5436,1
20,1,8,6,163,5436,5018,1
20,1,8,6,76,5018,5017,1
20,1,8,6,73,5017,11146,1
20,1,8,6,279,11146,5736,1
20,1,8,6,202,5736,11148,1
20,1,8,6,284,11148,5113,1
20,1,8,6,106,5113,11160,1
20,1,8,6,364,11160,1322,1
20,1,8,6,18,1322,11161,1
20,1,8,6,358,11161,1323,1
20,1,8,6,19,1323,5592,1
20,1,8,6,367,5592,1,1
20,1,8,6,368,1,2,1
20,1,8,6,369,2,3,1
20,1,8,6,370,3,4,1
20,1,8,6,371,4,5,1
20,1,8,6,372,5,5117,1
20,1,8,6,343,5117,1358,1
20,1,8,6,341,1358,3000,1
20,1,8,6,347,3000,3001,1
20,1,8,6,349,3001,8172,1
20,1,8,6,238,8172,6185,1
20,1,8,6,345,6185,5175,1
20,1,8,6,353,5175,11507,1
20,1,8,6,335,11507,5216,1
20,1,8,6,148,5216,10847,1
21,1,8,7,175,5577,5436,1
21,1,8,7,163,5436,5018,1
21,1,8,7,76,5018,5017,1
21,1,8,7,73,5017,11146,1
21,1,8,7,279,11146,5736,1
21,1,8,7,202,5736,11148,1
21,1,8,7,284,11148,5113,1
21,1,8,7,106,5113,11160,1
21,1,8,7,364,11160,1322,1
21,1,8,7,18,1322,11161,1
21,1,8,7,358,11161,1323,1
21,1,8,7,19,1323,5592,1
21,1,8,7,367,5592,1,1
21,1,8,7,368,1,2,1
21,1,8,7,369,2,3,1
21,1,8,7,370,3,4,1
21,1,8,7,371,4,5,1
21,1,8,7,372,5,5117,1
21,1,8,7,343,5117,1358,1
21,1,8,7,341,1358,3000,1
21,1,8,7,347,3000,3001,1
21,1,8,7,351,3001,1359,1
21,1,8,7,45,1359,6185,1
21,1,8,7,345,6185,5175,1
21,1,8,7,353,5175,11507,1
21,1,8,7,335,11507,5216,1
21,1,8,7,148,5216,10847,1
22,1,8,8,175,5577,5436,1
22,1,8,8,163,5436,5018,1
22,1,8,8,76,5018,5017,1
22,1,8,8,73,5017,11146,1
22,1,8,8,279,11146,5736,1
22,1,8,8,202,5736,11148,1
22,1,8,8,284,11148,5113,1
22,1,8,8,106,5113,11160,1
22,1,8,8,291,11160,5112,1
22,1,8,8,100,5112,5589,1
22,1,8,8,186,5589,5114,1
22,1,8,8,110,5114,11173,1
22,1,8,8,303,11173,5219,1
22,1,8,8,151,5219,1355,1
22,1,8,8,37,1355,11183,1
22,1,8,8,313,11183,5215,1
22,1,8,8,143,5215,5588,1
22,1,8,8,182,5588,11184,1
22,1,8,8,316,11184,11257,1
22,1,8,8,320,11257,5175,1
22,1,8,8,353,5175,11507,1
22,1,8,8,335,11507,5216,1
22,1,8,8,148,5216,10847,1
23,1,8,9,175,5577,5436,1
23,1,8,9,163,5436,5018,1
23,1,8,9,76,5018,5017,1
23,1,8,9,73,5017,11146,1
23,1,8,9,360,11146,1319,1
23,1,8,9,361,1319,11147,1
23,1,8,9,281,11147,5820,1
23,1,8,9,204,5820,5103,1
23,1,8,9,93,5103,11161,1
23,1,8,9,358,11161,1323,1
23,1,8,9,19,1323,5592,1
23,1,8,9,367,5592,1,1
23,1,8,9,368,1,2,1
23,1,8,9,369,2,3,1
23,1,8,9,370,3,4,1
23,1,8,9,371,4,5,1
23,1,8,9,372,5,5117,1
23,1,8,9,343,5117,1358,1
23,1,8,9,341,1358,3000,1
23,1,8,9,347,3000,3001,1
23,1,8,9,351,3001,1359,1
23,1,8,9,45,1359,6185,1
23,1,8,9,345,6185,5175,1
23,1,8,9,353,5175,11507,1
23,1,8,9,335,11507,5216,1
23,1,8,9,148,5216,10847,1
24,1,8,10,175,5577,5436,1
24,1,8,10,163,5436,5018,1
24,1,8,10,76,5018,5017,1
24,1,8,10,73,5017,11146,1
24,1,8,10,279,11146,5736,1
24,1,8,10,202,5736,11148,1
24,1,8,10,284,11148,5113,1
24,1,8,10,106,5113,11160,1
24,1,8,10,291,11160,5112,1
24,1,8,10,100,5112,5589,1
24,1,8,10,186,5589,5114,1
24,1,8,10,110,5114,11173,1
24,1,8,10,303,11173,5219,1
24,1,8,10,152,5219,5232,1
24,1,8,10,157,5232,11183,1
24,1,8,10,313,11183,5215,1
24,1,8,10,143,5215,5588,1
24,1,8,10,182,5588,11184,1
24,1,8,10,316,11184,11257,1
24,1,8,10,320,11257,5175,1
24,1,8,10,353,5175,11507,1
24,1,8,10,335,11507,5216,1
24,1,8,10,148,5216,10847,1
25,1,8,11,175,5577,5436,1
25,1,8,11,163,5436,5018,1
25,1,8,11,76,5018,5017,1
25,1,8,11,73,5017,11146,1
25,1,8,11,279,11146,5736,1
25,1,8,11,202,5736,11148,1
25,1,8,11,284,11148,5113,1
25,1,8,11,106,5113,11160,1
25,1,8,11,291,11160,5112,1
25,1,8,11,103,5112,11172,1
25,1,8,11,299,11172,5210,1
25,1,8,11,133,5210,5211,1
25,1,8,11,138,5211,11181,1
25,1,8,11,308,11181,11182,1
25,1,8,11,309,11182,5232,1
25,1,8,11,157,5232,11183,1
25,1,8,11,313,11183,5215,1
25,1,8,11,143,5215,5588,1
25,1,8,11,182,5588,11184,1
25,1,8,11,316,11184,11257,1
25,1,8,11,320,11257,5175,1
25,1,8,11,353,5175,11507,1
25,1,8,11,335,11507,5216,1
25,1,8,11,148,5216,10847,1
26,1,9,0,175,5577,5436,1
26,1,9,0,163,5436,5018,1
26,1,9,0,76,5018,5017,1
26,1,9,0,73,5017,11146,1
26,1,9,0,279,11146,5736,1
26,1,9,0,202,5736,11148,1
26,1,9,0,284,11148,5113,1
26,1,9,0,106,5113,11160,1
26,1,9,0,291,11160,5112,1
26,1,9,0,100,5112,5589,1
26,1,9,0,186,5589,5114,1
26,1,9,0,108,5114,5592,1
26,1,9,0,367,5592,1,1
26,1,9,0,368,1,2,1
26,1,9,0,369,2,3,1
26,1,9,0,370,3,4,1
26,1,9,0,371,4,5,1
26,1,9,0,372,5,5117,1
26,1,9,0,343,5117,1358,1
26,1,9,0,341,1358,3000,1
26,1,9,0,347,3000,3001,1
26,1,9,0,349,3001,8172,1
26,1,9,0,238,8172,6185,1
26,1,9,0,345,6185,5175,1
26,1,9,0,353,5175,11507,1
26,1,9,0,335,11507,5216,1
26,1,9,0,146,5216,5356,1
27,1,9,1,175,5577,5436,1
27,1,9,1,163,5436,5018,1
27,1,9,1,76,5018,5017,1
27,1,9,1,72,5017,11124,1
27,1,9,1,263,11124,5022,1
27,1,9,1,81,5022,11147,1
27,1,9,1,281,11147,5820,1
27,1,9,1,204,5820,5103,1
27,1,9,1,93,5103,11161,1
27,1,9,1,295,11161,5114,1
27,1,9,1,110,5114,11173,1
27,1,9,1,303,11173,5219,1
27,1,9,1,152,5219,5232,1
27,1,9,1,155,5232,6256,1
27,1,9,1,223,6256,5214,1
27,1,9,1,140,5214,11259,1
27,1,9,1,324,11259,5587,1
27,1,9,1,177,5587,5174,1
27,1,9,1,120,5174,5868,1
27,1,9,1,211,5868,5216,1
27,1,9,1,146,5216,5356,1
28,1,9,2,175,5577,5436,1
28,1,9,2,163,5436,5018,1
28,1,9,2,76,5018,5017,1
28,1,9,2,73,5017,11146,1
28,1,9,2,279,11146,5736,1
28,1,9,2,202,5736,11148,1
28,1,9,2,284,11148,5113,1
28,1,9,2,106,5113,11160,1
28,1,9,2,291,11160,5112,1
28,1,9,2,103,5112,11172,1
28,1,9,2,299,11172,5210,1
28,1,9,2,133,5210,5211,1
28,1,9,2,135,5211,5209,1
28,1,9,2,129,5209,5208,1
28,1,9,2,125,5208,11261,1
28,1,9,2,328,11261,5214,1
28,1,9,2,140,5214,11259,1
28,1,9,2,324,11259,5587,1
28,1,9,2,177,5587,5174,1
28,1,9,2,120,5174,5868,1
28,1,9,2,211,5868,5216,1
28,1,9,2,146,5216,5356,1
29,1,9,3,175,5577,5436,1
29,1,9,3,163,5436,5018,1
29,1,9,3,76,5018,5017,1
29,1,9,3,73,5017,11146,1
29,1,9,3,279,11146,5736,1
29,1,9,3,202,5736,11148,1
29,1,9,3,284,11148,5113,1
29,1,9,3,106,5113,11160,1
29,1,9,3,364,11160,1322,1
29,1,9,3,18,1322,11161,1
29,1,9,3,358,11161,1323,1
29,1,9,3,19,1323,5592,1
29,1,9,3,367,5592,1,1
29,1,9,3,368,1,2,1
29,1,9,3,369,2,3,1
29,1,9,3,370,3,4,1
29,1,9,3,371,4,5,1
29,1,9,3,372,5,5117,1
29,1,9,3,112,5117,11255,1
29,1,9,3,318,11255,5118,1
29,1,9,3,114,5118,10854,1
29,1,9,3,254,10854,7210,1
29,1,9,3,231,7210,11763,1
29,1,9,3,336,11763,5730,1
29,1,9,3,198,5730,8172,1
29,1,9,3,238,8172,6185,1
29,1,9,3,345,6185,5175,1
29,1,9,3,353,5175,11507,1
29,1,9,3,335,11507,5216,1
29,1,9,3,146,5216,5356,1
30,1,9,4,175,5577,5436,1
30,1,9,4,163,5436,5018,1
30,1,9,4,76,5018,5017,1
30,1,9,4,73,5017,11146,1
30,1,9,4,279,11146,5736,1
30,1,9,4,202,5736,11148,1
30,1,9,4,284,11148,5113,1
30,1,9,4,106,5113,11160,1
30,1,9,4,291,11160,5112,1
30,1,9,4,100,5112,5589,1
30,1,9,4,186,5589,5114,1
30,1,9,4,108,5114,5592,1
30,1,9,4,367,5592,1,1
30,1,9,4,368,1,2,1
30,1,9,4,369,2,3,1
30,1,9,4,370,3,4,1
30,1,9,4,371,4,5,1
30,1,9,4,372,5,5117,1
30,1,9,4,343,5117,1358,1
30,1,9,4,341,1358,3000,1
30,1,9,4,347,3000,3001,1
30,1,9,4,351,3001,1359,1
30,1,9,4,45,1359,6185,1
30,1,9,4,345,6185,5175,1
30,1,9,4,353,5175,11507,1
30,1,9,4,335,11507,5216,1
30,1,9,4,146,5216,5356,1
31,1,9,5,175,5577,5436,1
31,1,9,5,163,5436,5018,1
31,1,9,5,76,5018,5017,1
31,1,9,5,73,5017,11146,1
31,1,9,5,279,11146,5736,1
31,1,9,5,202,5736,11148,1
31,1,9,5,284,11148,5113,1
31,1,9,5,106,5113,11160,1
31,1,9,5,291,11160,5112,1
31,1,9,5,103,5112,11172,1
31,1,9,5,299,11172,5210,1
31,1,9,5,132,5210,1349,1
31,1,9,5,25,1349,11181,1
31,1,9,5,308,11181,11182,1
31,1,9,5,309,11182,5232,1
31,1,9,5,155,5232,6256,1
31,1,9,5,222,6256,1356,1
31,1,9,5,38,1356,6255,1
31,1,9,5,220,6255,10857,1
31,1,9,5,255,10857,5587,1
31,1,9,5,177,5587,5174,1
31,1,9,5,120,5174,5868,1
31,1,9,5,211,5868,5216,1
31,1,9,5,146,5216,5356,1
32,1,9,6,175,5577,5436,1
32,1,9,6,163,5436,5018,1
32,1,9,6,76,5018,5017,1
32,1,9,6,73,5017,11146,1
32,1,9,6,279,11146,5736,1
32,1,9,6,202,5736,11148,1
32,1,9,6,284,11148,5113,1
32,1,9,6,106,5113,11160,1
32,1,9,6,364,11160,1322,1
32,1,9,6,18,1322,11161,1
32,1,9,6,358,11161,1323,1
32,1,9,6,19,1323,5592,1
32,1,9,6,367,5592,1,1
32,1,9,6,368,1,2,1
32,1,9,6,369,2,3,1
32,1,9,6,370,3,4,1
32,1,9,6,371,4,5,1
32,1,9,6,372,5,5117,1
32,1,9,6,343,5117,1358,1
32,1,9,6,341,1358,3000,1
32,1,9,6,347,3000,3001,1
32,1,9,6,349,3001,8172,1
32,1,9,6,238,8172,6185,1
32,1,9,6,345,6185,5175,1
32,1,9,6,353,5175,11507,1
32,1,9,6,335,11507,5216,1
32,1,9,6,146,5216,5356,1
33,1,9,7,175,5577,5436,1
33,1,9,7,163,5436,5018,1
33,1,9,7,76,5018,5017,1
33,1,9,7,73,5017,11146,1
33,1,9,7,279,11146,5736,1
33,1,9,7,202,5736,11148,1
33,1,9,7,284,11148,5113,1
33,1,9,7,106,5113,11160,1
33,1,9,7,364,11160,1322,1
33,1,9,7,18,1322,11161,1
33,1,9,7,358,11161,1323,1
33,1,9,7,19,1323,5592,1
33,1,9,7,367,5592,1,1
33,1,9,7,368,1,2,1
33,1,9,7,369,2,3,1
33,1,9,7,370,3,4,1
33,1,9,7,371,4,5,1
33,1,9,7,372,5,5117,1
33,1,9,7,343,5117,1358,1
33,1,9,7,341,1358,3000,1
33,1,9,7,347,3000,3001,1
33,1,9,7,351,3001,1359,1
33,1,9,7,45,1359,6185,1
33,1,9,7,345,6185,5175,1
33,1,9,7,353,5175,11507,1
33,1,9,7,335,11507,5216,1
33,1,9,7,146,5216,5356,1
34,1,9,8,175,5577,5436,1
34,1,9,8,163,5436,5018,1
34,1,9,8,76,5018,5017,1
34,1,9,8,73,5017,11146,1
34,1,9,8,279,11146,5736,1
34,1,9,8,202,5736,11148,1
34,1,9,8,284,11148,5113,1
34,1,9,8,106,5113,11160,1
34,1,9,8,291,11160,5112,1
34,1,9,8,100,5112,5589,1
34,1,9,8,186,5589,5114,1
34,1,9,8,110,5114,11173,1
34,1,9,8,303,11173,5219,1
34,1,9,8,151,5219,1355,1
34,1,9,8,37,1355,11183,1
34,1,9,8,313,11183,5215,1
34,1,9,8,143,5215,5588,1
34,1,9,8,182,5588,11184,1
34,1,9,8,316,11184,11257,1
34,1,9,8,320,11257,5175,1
34,1,9,8,353,5175,11507,1
34,1,9,8,335,11507,5216,1
34,1,9,8,146,5216,5356,1
35,1,9,9,175,5577,5436,1
35,1,9,9,163,5436,5018,1
35,1,9,9,76,5018,5017,1
35,1,9,9,73,5017,11146,1
35,1,9,9,360,11146,1319,1
35,1,9,9,361,1319,11147,1
35,1,9,9,281,11147,5820,1
35,1,9,9,204,5820,5103,1
35,1,9,9,93,5103,11161,1
35,1,9,9,358,11161,1323,1
35,1,9,9,19,1323,5592,1
35,1,9,9,367,5592,1,1
35,1,9,9,368,1,2,1
35,1,9,9,369,2,3,1
35,1,9,9,370,3,4,1
35,1,9,9,371,4,5,1
35,1,9,9,372,5,5117,1
35,1,9,9,343,5117,1358,1
35,1,9,9,341,1358,3000,1
35,1,9,9,347,3000,3001,1
35,1,9,9,351,3001,1359,1
35,1,9,9,45,1359,6185,1
35,1,9,9,345,6185,5175,1
35,1,9,9,353,5175,11507,1
35,1,9,9,335,11507,5216,1
35,1,9,9,146,5216,5356,1
36,1,9,10,175,5577,5436,1
36,1,9,10,163,5436,5018,1
36,1,9,10,76,5018,5017,1
36,1,9,10,73,5017,11146,1
36,1,9,10,279,11146,5736,1
36,1,9,10,202,5736,11148,1
36,1,9,10,284,11148,5113,1
36,1,9,10,106,5113,11160,1
36,1,9,10,291,11160,5112,1
36,1,9,10,100,5112,5589,1
36,1,9,10,186,5589,5114,1
36,1,9,10,110,5114,11173,1
36,1,9,10,303,11173,5219,1
36,1,9,10,152,5219,5232,1
36,1,9,10,157,5232,11183,1
36,1,9,10,313,11183,5215,1
36,1,9,10,143,5215,5588,1
36,1,9,10,182,5588,11184,1
36,1,9,10,316,11184,11257,1
36,1,9,10,320,11257,5175,1
36,1,9,10,353,5175,11507,1
36,1,9,10,335,11507,5216,1
36,1,9,10,146,5216,5356,1
37,1,9,11,175,5577,5436,1
37,1,9,11,163,5436,5018,1
37,1,9,11,76,5018,5017,1
37,1,9,11,73,5017,11146,1
37,1,9,11,279,11146,5736,1
37,1,9,11,202,5736,11148,1
37,1,9,11,284,11148,5113,1
37,1,9,11,106,5113,11160,1
37,1,9,11,291,11160,5112,1
37,1,9,11,103,5112,11172,1
