global_path_id,o_zone_id,d_zone_id,path_id,propotion
148,1,39,5,0.0
149,1,39,6,0.0
150,1,39,7,0.03672362566191773
151,1,39,8,0.14033593374401104
152,1,39,9,0.0918740167375416
153,1,39,10,0.0
154,1,40,0,1.0
155,1,41,0,1.0000000000000002
156,2,1,0,1.0000000000000002
157,2,3,0,0.9999999999999997
158,2,3,1,0.0
159,2,4,0,1.0000000000000007
160,2,4,1,0.0
161,2,5,0,0.9999999999999999
162,2,5,1,0.0
163,2,6,0,1.0000000000000002
164,2,6,1,0.0
165,2,7,0,0.9999999999999999
166,2,7,1,0.0
167,2,7,2,0.0
168,2,7,3,0.0
169,2,8,0,0.08099748392919824
170,2,8,1,0.6096923093685823
171,2,8,2,0.052417505573204855
172,2,8,3,0.01799074336877529
173,2,8,4,0.0
174,2,8,5,0.12983403539932434
175,2,8,6,0.05311136404270097
176,2,8,7,0.022123554024256056
177,2,8,8,0.033833004293957664
178,2,8,9,0.0
179,2,8,10,0.0
180,2,8,11,0.0
181,2,9,0,0.07862223484271126
182,2,9,1,0.6188329706152975
183,2,9,2,0.05147142722886982
184,2,9,3,0.017683846552309646
185,2,9,4,0.0
186,2,9,5,0.12758870963780855
187,2,9,6,0.05079864410502387
188,2,9,7,0.021746295132092423
189,2,9,8,0.033255871885886946
190,2,9,9,0.0
191,2,9,10,0.0
192,2,9,11,0.0
193,2,10,0,0.14598137353005733
194,2,10,1,0.5131924440682571
195,2,10,2,0.0
196,2,10,3,0.0
197,2,10,4,0.0
198,2,10,5,0.03478804897635422
199,2,10,6,0.0
200,2,10,7,0.11886491054278046
201,2,10,8,0.10122952989938412
202,2,10,9,0.04531324147901646
203,2,10,10,0.04063045150415028
204,2,10,11,0.0
205,2,10,12,0.0
206,2,11,0,0.5142053981184515
207,2,11,1,0.0
208,2,11,2,0.46962669730124873
209,2,11,3,0.0
210,2,11,4,0.016167904580299857
211,2,12,0,1.0
212,2,13,0,1.0000000000000002
213,2,14,0,0.38985533701744246
214,2,14,1,0.6101446629825575
215,2,15,0,0.3840666153873564
216,2,15,1,0.6159333846126434
217,2,16,0,1.0
218,2,16,1,0.0
219,2,17,0,1.0
220,2,18,0,0.9999999999999998
221,2,19,0,1.0000000000000007
222,2,19,1,0.0
223,2,20,0,0.4199557560451708
224,2,20,1,0.0
225,2,20,2,0.5049124378201106
226,2,20,3,0.07513180613471848
227,2,20,4,0.0
228,2,20,5,0.0
229,2,21,0,0.930821181470884
230,2,21,1,0.021248841305715364
231,2,21,2,0.0
232,2,21,3,0.0
233,2,21,4,0.04792997722340042
234,2,21,5,0.0
235,2,21,6,0.0
236,2,21,7,0.0
237,2,21,8,0.0
238,2,22,0,0.15232502881239174
239,2,22,1,0.4835886112338164
240,2,22,2,0.0
241,2,22,3,0.021255456058590215
242,2,22,4,0.0
243,2,22,5,0.0
244,2,22,6,0.12147725042323419
245,2,22,7,0.1188041380031106
246,2,22,8,0.02243786109014277
247,2,22,9,0.046218410970042936
248,2,22,10,0.03389324340867107
249,2,22,11,0.0
250,2,22,12,0.0
251,2,23,0,0.22385397432080356
252,2,23,1,0.3825715103551102
253,2,23,2,0.0
254,2,23,3,0.25350150427355395
255,2,23,4,0.0
256,2,23,5,0.11368239122296245
257,2,23,6,0.026390619827569958
258,2,23,7,0.0
259,2,23,8,0.0
260,2,23,9,0.0
261,2,24,0,1.0000000000000002
262,2,24,1,0.0
263,2,24,2,0.0
264,2,24,3,0.0
265,2,25,0,0.0
266,2,25,1,0.0
267,2,25,2,0.4860971459851946
268,2,25,3,0.4686905804651034
269,2,25,4,0.04521227354970197
270,2,26,0,0.9999999999999998
271,2,26,1,0.0
272,2,26,2,0.0
273,2,27,0,1.0000000000000002
274,2,27,1,0.0
275,2,28,0,0.460813910876111
276,2,28,1,0.06401138222416854
277,2,28,2,0.0
278,2,28,3,0.4592408009365635
279,2,28,4,0.0
280,2,28,5,0.01593390596315653
281,2,30,0,0.5664318885288446
282,2,30,1,0.0
283,2,30,2,0.42955819374314075
284,2,30,3,0.0
285,2,30,4,0.0040099177280145636
286,2,31,0,0.9999999999999998
287,2,32,0,1.0
288,2,33,0,0.9999999999999999
289,2,33,1,0.0
290,2,34,0,0.9999999999999996
291,2,35,0,1.0000000000000004
292,2,35,1,0.0
293,2,36,0,0.1052717174645544
294,2,36,1,0.8947282825354459
295,2,37,0,1.0
296,2,37,1,0.0
297,2,38,0,0.9999999999999999
298,2,38,1,0.0
299,2,39,0,0.25722206648016843
300,2,39,1,0.443057188482492
301,2,39,2,0.0
302,2,39,3,0.0
303,2,39,4,0.0
304,2,39,5,0.0
305,2,39,6,0.041089912219989595
306,2,39,7,0.15638349874052992
307,2,39,8,0.10224733407682036
308,2,39,9,0.0
309,2,40,0,1.0
310,2,41,0,1.0000000000000002
311,3,1,0,1.0000000000000002
312,3,1,1,0.0
313,3,2,0,0.9999999999999997
314,3,2,1,0.0
315,3,4,0,1.0000000000000007
316,3,5,0,1.0000000000000002
317,3,6,0,0.9999999999999998
318,3,7,0,1.0000000000000002
319,3,7,1,0.0
320,3,7,2,0.0
321,3,7,3,0.0
322,3,8,0,0.5362576562318979
323,3,8,1,0.0
324,3,8,2,0.06764742073307413
325,3,8,3,0.0
326,3,8,4,0.0
327,3,8,5,0.1276626585166055
328,3,8,6,0.027298833910760854
329,3,8,7,0.24113343060766163
330,3,8,8,0.0
331,3,9,0,0.5338762518913448
332,3,9,1,0.0
333,3,9,2,0.08105002931948455
334,3,9,3,0.0
335,3,9,4,0.0
336,3,9,5,0.12469236827364745
337,3,9,6,0.026676676455863548
338,3,9,7,0.2337046740596598
339,3,9,8,0.0
340,3,10,0,0.5515114323643936
341,3,10,1,0.0
342,3,10,2,0.0
343,3,10,3,0.0
344,3,10,4,0.0
345,3,10,5,0.037082728149692275
346,3,10,6,0.1104801567740704
347,3,10,7,0.04283506499939923
348,3,10,8,0.2580906177124444
349,3,11,0,1.0000000000000002
350,3,11,1,0.0
351,3,11,2,0.0
352,3,12,0,0.0
353,3,12,1,0.0
354,3,12,2,0.5570292627737475
355,3,12,3,0.4429707372262528
356,3,13,0,0.4122268748142158
357,3,13,1,0.0
358,3,13,2,0.5877731251857842
359,3,14,0,0.4172051691343696
360,3,14,1,0.0
361,3,14,2,0.58279483086563
362,3,15,0,0.41546256754683075
363,3,15,1,0.0
364,3,15,2,0.584537432453169
365,3,16,0,0.29761889842374384
366,3,16,1,0.0
367,3,16,2,0.1616152676758969
368,3,16,3,0.5407658339003595
369,3,17,0,1.0000000000000002
370,3,17,1,0.0
371,3,18,0,1.0000000000000004
372,3,18,1,0.0
373,3,19,0,0.9999999999999997
374,3,20,0,0.759481391272322
375,3,20,1,0.0
376,3,20,2,0.12461499236166096
377,3,20,3,0.11590361636601704
378,3,20,4,0.0
379,3,20,5,0.0
380,3,21,0,0.9974176565719627
381,3,21,1,0.0
382,3,21,2,0.0
383,3,21,3,0.0
384,3,21,4,0.0025823434280372215
385,3,21,5,0.0
386,3,21,6,0.0
387,3,21,7,0.0
388,3,21,8,0.0
389,3,22,0,0.5482730399219446
390,3,22,1,0.0
391,3,22,2,0.0
392,3,22,3,0.0
393,3,22,4,0.0
394,3,22,5,0.1139270078863817
395,3,22,6,0.03819841167293893
396,3,22,7,0.044172973249966725
397,3,22,8,0.25542856726876817
398,3,23,0,0.7568828470067529
399,3,23,1,0.0
400,3,23,2,0.0
401,3,23,3,0.0
402,3,23,4,0.14008185721529118
403,3,23,5,0.0
404,3,23,6,0.10303529577795627
405,3,24,0,1.0000000000000004
406,3,24,1,0.0
407,3,24,2,0.0
408,3,24,3,0.0
409,3,25,0,0.15521938599742272
410,3,25,1,0.038167566735659214
411,3,25,2,0.7822770850357761
412,3,25,3,0.02433596223114184
413,3,26,0,0.8657972402065974
414,3,26,1,0.1342027597934023
415,3,27,0,0.9999999999999998
416,3,28,0,0.9999999999999998
417,3,28,1,0.0
418,3,28,2,0.0
419,3,30,0,0.9999999999999999
420,3,30,1,0.0
421,3,30,2,0.0
422,3,31,0,0.9999999999999997
423,3,31,1,0.0
424,3,32,0,1.0000000000000002
425,3,32,1,0.0
426,3,33,0,1.0
427,3,34,0,1.0000000000000004
428,3,34,1,0.0
429,3,35,0,0.40359724592749974
430,3,35,1,0.0
431,3,35,2,0.5964027540725003
432,3,35,3,0.0
433,3,36,0,0.07724878996630877
434,3,36,1,0.0
435,3,36,2,0.6319675752586486
436,3,36,3,0.2907836347750428
437,3,37,0,0.9999999999999999
438,3,38,0,1.0000000000000002
439,3,39,0,0.22945370552790087
440,3,39,1,0.0
441,3,39,2,0.0
442,3,39,3,0.0
443,3,39,4,0.0
444,3,39,5,0.05264301070777283
445,3,39,6,0.20214512631534456
446,3,39,7,0.11399622737825287
447,3,39,8,0.40176193007072913
448,3,40,0,0.41260914194292464
449,3,40,1,0.0
450,3,40,2,0.5873908580570752
451,3,41,0,1.0000000000000004
452,3,41,1,0.0
453,4,1,0,1.0
454,4,1,1,0.0
455,4,2,0,1.0000000000000007
456,4,2,1,0.0
457,4,3,0,1.0
458,4,3,1,0.0
459,4,5,0,0.9999999999999997
460,4,6,0,1.0000000000000002
461,4,7,0,1.0000000000000004
462,4,7,1,0.0
463,4,8,0,0.929555367769417
464,4,8,1,0.0
465,4,8,2,0.04118877441009365
466,4,8,3,0.029255857820489273
467,4,9,0,0.9321828553718886
468,4,9,1,0.0
469,4,9,2,0.03980196819485881
470,4,9,3,0.028015176433252607
471,4,10,0,0.9999999999999997
472,4,10,1,0.0
473,4,10,2,0.0
474,4,10,3,0.0
475,4,11,0,0.843976160991474
476,4,11,1,0.15602383900852615
477,4,11,2,0.0
478,4,11,3,0.0
479,4,12,0,0.0
480,4,12,1,0.0
481,4,12,2,0.038686477548221396
482,4,12,3,0.9613135224517787
483,4,12,4,0.0
484,4,12,5,0.0
485,4,13,0,0.4204239304411541
486,4,13,1,0.0
487,4,13,2,0.5795760695588458
488,4,14,0,0.4235658991759664
489,4,14,1,0.0
490,4,14,2,0.5764341008240337
491,4,15,0,0.42244526620179507
492,4,15,1,0.0
493,4,15,2,0.5775547337982053
494,4,16,0,0.31023415626892115
495,4,16,1,0.0
496,4,16,2,0.15295818647602807
497,4,16,3,0.5368076572550506
498,4,17,0,1.0000000000000002
499,4,17,1,0.0
500,4,18,0,1.0
501,4,18,1,0.0
502,4,19,0,1.0000000000000002
503,4,20,0,1.0000000000000002
504,4,20,1,0.0
505,4,21,0,0.9321851799187413
506,4,21,1,0.0
507,4,21,2,0.028576122381343817
508,4,21,3,0.02756072907877248
509,4,21,4,0.011677968621142412
510,4,22,0,0.47931111994302905
511,4,22,1,0.0
512,4,22,2,0.5206888800569712
513,4,23,0,1.0
514,4,23,1,0.0
515,4,23,2,0.0
516,4,23,3,0.0
517,4,24,0,0.8690225881481917
518,4,24,1,0.1309774118518079
519,4,24,2,0.0
520,4,24,3,0.0
521,4,24,4,0.0
522,4,25,0,0.8266460837897485
523,4,25,1,0.17335391621025145
524,4,26,0,0.9210114638396194
525,4,26,1,0.056640512714702926
526,4,26,2,0.022348023445677954
527,4,27,0,1.0000000000000002
528,4,28,0,0.0
529,4,28,1,1.0
530,4,28,2,0.0
531,4,30,0,0.5706378236632886
532,4,30,1,0.0
533,4,30,2,0.4293621763367115
534,4,30,3,0.0
535,4,30,4,0.0
536,4,30,5,0.0
537,4,31,0,0.9999999999999998
538,4,31,1,0.0
539,4,32,0,0.9999999999999999
540,4,32,1,0.0
541,4,33,0,1.0000000000000002
542,4,34,0,1.0000000000000002
543,4,34,1,0.0
544,4,35,0,0.4153827838927861
545,4,35,1,0.0
546,4,35,2,0.5846172161072141
547,4,35,3,0.0
548,4,36,0,0.08711670320889246
549,4,36,1,0.0
550,4,36,2,0.6149998036773047
551,4,36,3,0.2978834931138031
552,4,37,0,1.0
553,4,38,0,1.0
554,4,39,0,0.9999999999999998
555,4,39,1,0.0
556,4,39,2,0.0
557,4,39,3,0.0
558,4,40,0,0.4206588148287705
559,4,40,1,0.0
560,4,40,2,0.5793411851712299
561,4,41,0,0.9999999999999999
562,4,41,1,0.0
563,5,1,0,1.0000000000000004
564,5,1,1,0.0
565,5,2,0,0.9999999999999998
566,5,2,1,0.0
567,5,3,0,1.0
568,5,3,1,0.0
569,5,4,0,0.9999999999999999
570,5,6,0,1.0000000000000002
571,5,7,0,1.0000000000000002
572,5,8,0,0.9999999999999999
573,5,9,0,1.0000000000000002
574,5,10,0,1.0
575,5,10,1,0.0
576,5,11,0,0.2621496919774617
577,5,11,1,0.7378503080225385
578,5,11,2,0.0
579,5,11,3,0.0
580,5,11,4,0.0
581,5,12,0,0.0
582,5,12,1,0.0
583,5,12,2,0.0
584,5,12,3,0.0
585,5,12,4,0.5473993583649822
586,5,12,5,0.0
587,5,12,6,0.0
588,5,12,7,0.45260064163501795
589,5,13,0,0.42352777472187914
590,5,13,1,0.0
591,5,13,2,0.5764722252781207
592,5,14,0,0.4260732562267112
593,5,14,1,0.0
594,5,14,2,0.5739267437732887
595,5,15,0,0.4251588120095906
596,5,15,1,0.0
597,5,15,2,0.5748411879904093
598,5,16,0,0.31484150830485097
599,5,16,1,0.0
600,5,16,2,0.14968373324424036
601,5,16,3,0.5354747584509086
602,5,17,0,0.9999999999999994
603,5,17,1,0.0
604,5,18,0,1.0
605,5,18,1,0.0
606,5,19,0,1.0000000000000002
607,5,19,1,0.0
608,5,20,0,0.9999999999999997
609,5,20,1,0.0
610,5,21,0,1.0000000000000002
611,5,22,0,1.0
612,5,23,0,0.9999999999999999
613,5,23,1,0.0
614,5,24,0,0.23432809928712245
615,5,24,1,0.7656719007128774
616,5,24,2,0.0
617,5,24,3,0.0
618,5,24,4,0.0
619,5,24,5,0.0
620,5,25,0,0.849607848040617
621,5,25,1,0.0
622,5,25,2,0.15039215195938244
623,5,26,0,0.918014907676497
624,5,26,1,0.0
625,5,26,2,0.05003778265960912
626,5,26,3,0.03194730966389413
627,5,27,0,1.0000000000000002
628,5,28,0,1.0000000000000002
629,5,28,1,0.0
630,5,28,2,0.0
631,5,30,0,0.07587508223011832
632,5,30,1,0.0
633,5,30,2,0.0
634,5,30,3,0.0
635,5,30,4,0.9241249177698818
636,5,30,5,0.0
637,5,30,6,0.0
638,5,31,0,1.0
639,5,31,1,0.0
640,5,32,0,0.9999999999999998
641,5,32,1,0.0
642,5,33,0,1.0000000000000007
643,5,34,0,1.0000000000000007
644,5,34,1,0.0
645,5,35,0,0.4180529847416049
646,5,35,1,0.0
647,5,35,2,0.5819470152583952
648,5,35,3,0.0
649,5,36,0,0.0909332733383412
650,5,36,1,0.0
651,5,36,2,0.6084523953969575
652,5,36,3,0.3006143312647011
653,5,37,0,0.9999999999999999
654,5,38,0,0.9999999999999998
655,5,39,0,0.9166810508529819
656,5,39,1,0.0
657,5,39,2,0.0833189491470178
658,5,40,0,0.4237161032032999
659,5,40,1,0.0
660,5,40,2,0.5762838967967001
661,5,41,0,1.0000000000000002
662,5,41,1,0.0
663,6,1,0,0.9999999999999999
664,6,1,1,0.0
665,6,2,0,1.0000000000000004
666,6,2,1,0.0
667,6,3,0,1.0000000000000002
668,6,3,1,0.0
669,6,4,0,0.9999999999999998
670,6,5,0,1.0000000000000002
671,6,7,0,1.0
672,6,8,0,1.0000000000000002
673,6,9,0,0.9999999999999999
674,6,10,0,1.0000000000000002
675,6,10,1,0.0
676,6,11,0,0.25789973202927136
677,6,11,1,0.7421002679707283
678,6,11,2,0.0
679,6,11,3,0.0
680,6,11,4,0.0
681,6,12,0,0.0
682,6,12,1,0.0
683,6,12,2,0.0
684,6,12,3,0.0
685,6,12,4,0.5563250229223226
686,6,12,5,0.0
687,6,12,6,0.0
688,6,12,7,0.4436749770776775
689,6,13,0,0.42549477780345146
690,6,13,1,0.0
691,6,13,2,0.5745052221965486
692,6,14,0,0.4276917054871861
693,6,14,1,0.0
694,6,14,2,0.5723082945128142
695,6,15,0,0.42689884442177944
696,6,15,1,0.0
697,6,15,2,0.5731011555782212
698,6,16,0,0.31769856724202783
699,6,16,1,0.0
700,6,16,2,0.1476656925822404
701,6,16,3,0.5346357401757317
702,6,17,0,1.0000000000000002
703,6,17,1,0.0
704,6,18,0,1.0000000000000004
705,6,18,1,0.0
706,6,19,0,1.0000000000000004
707,6,19,1,0.0
708,6,20,0,0.9999999999999999
709,6,20,1,0.0
710,6,21,0,1.0000000000000002
711,6,22,0,1.0
712,6,23,0,1.0
713,6,23,1,0.0
714,6,24,0,0.23460343123599067
715,6,24,1,0.7653965687640089
716,6,24,2,0.0
717,6,24,3,0.0
718,6,24,4,0.0
719,6,24,5,0.0
720,6,25,0,0.8496678132460431
721,6,25,1,0.0
722,6,25,2,0.1503321867539566
723,6,26,0,0.9049586121312609
724,6,26,1,0.0
725,6,26,2,0.06431115625417565
726,6,26,3,0.030730231614563983
727,6,27,0,1.0
728,6,28,0,1.0000000000000002
729,6,28,1,0.0
730,6,28,2,0.0
731,6,30,0,0.08501877124280932
732,6,30,1,0.0
733,6,30,2,0.0
734,6,30,3,0.0
735,6,30,4,0.9149812287571905
736,6,30,5,0.0
737,6,30,6,0.0
738,6,31,0,1.0
739,6,31,1,0.0
740,6,32,0,1.0
741,6,32,1,0.0
742,6,33,0,1.0000000000000002
743,6,34,0,1.0000000000000002
744,6,34,1,0.0
745,6,35,0,0.4186125460447016
746,6,35,1,0.0
747,6,35,2,0.5813874539552982
748,6,35,3,0.0
749,6,36,0,0.09337180973122634
750,6,36,1,0.0
751,6,36,2,0.6042709750744312
752,6,36,3,0.30235721519434294
753,6,37,0,1.0000000000000002
754,6,38,0,1.0000000000000002
755,6,39,0,0.9269850962092423
756,6,39,1,0.0
757,6,39,2,0.07301490379075733
758,6,40,0,0.425656240618491
759,6,40,1,0.0
760,6,40,2,0.5743437593815085
761,6,41,0,0.9999999999999999
762,6,41,1,0.0
763,7,1,0,0.9926399088924588
764,7,1,1,0.0
765,7,1,2,0.007360091107540987
766,7,2,0,1.0000000000000007
767,7,2,1,0.0
768,7,2,2,0.0
769,7,3,0,0.9800425418119235
770,7,3,1,0.019957458188076593
771,7,4,0,1.0000000000000002
772,7,4,1,0.0
773,7,5,0,0.9999999999999998
774,7,6,0,1.0000000000000002
775,7,8,0,0.9999999999999999
776,7,9,0,1.0
777,7,10,0,0.9999999999999998
778,7,11,0,0.0
779,7,11,1,1.0
780,7,11,2,0.0
781,7,11,3,0.0
782,7,11,4,0.0
783,7,12,0,0.39528957364922734
784,7,12,1,0.0
785,7,12,2,0.6047104263507727
786,7,12,3,0.0
787,7,12,4,0.0
788,7,12,5,0.0
789,7,13,0,0.0
790,7,13,1,0.0
791,7,13,2,0.0
792,7,13,3,0.0
793,7,13,4,0.0
794,7,13,5,1.0000000000000002
795,7,14,0,0.0
796,7,14,1,0.0
797,7,14,2,0.0
798,7,14,3,0.0
799,7,14,4,0.0
800,7,14,5,1.0
801,7,15,0,0.0
802,7,15,1,0.0
803,7,15,2,0.0
804,7,15,3,0.0
805,7,15,4,0.0
806,7,15,5,1.0000000000000002
807,7,16,0,0.0
808,7,16,1,0.0
809,7,16,2,0.0
810,7,16,3,0.0
811,7,16,4,0.0
812,7,16,5,1.0
813,7,17,0,0.7355638947824595
814,7,17,1,0.06976089039375301
815,7,17,2,0.0
816,7,17,3,0.012896768658332664
817,7,17,4,0.18177844616545463
818,7,18,0,0.8016978123055335
819,7,18,1,0.0
820,7,18,2,0.00801409163148269
821,7,18,3,0.19028809606298414
822,7,19,0,0.7096808754966093
823,7,19,1,0.2903191245033906
824,7,20,0,0.9999999999999998
825,7,21,0,0.9999999999999999
826,7,22,0,1.0
827,7,23,0,0.9999999999999999
828,7,24,0,0.0
829,7,24,1,1.0
830,7,24,2,0.0
831,7,24,3,0.0
832,7,24,4,0.0
833,7,24,5,0.0
834,7,25,0,1.0000000000000002
835,7,25,1,0.0
836,7,26,0,1.0000000000000002
837,7,26,1,0.0
838,7,26,2,0.0
839,7,27,0,1.0000000000000002
840,7,27,1,0.0
841,7,28,0,1.0000000000000002
842,7,30,0,0.2792966749732096
843,7,30,1,0.0
844,7,30,2,0.0
845,7,30,3,0.0
846,7,30,4,0.7207033250267905
847,7,31,0,1.0000000000000004
848,7,31,1,0.0
849,7,31,2,0.0
850,7,32,0,0.995249167566125
851,7,32,1,0.0
852,7,32,2,0.004750832433875019
853,7,33,0,1.0
854,7,34,0,0.21511504696609066
855,7,34,1,0.7848849530339093
856,7,34,2,0.0
857,7,35,0,0.0
858,7,35,1,0.0
859,7,35,2,0.0
860,7,35,3,0.0
861,7,35,4,0.0
862,7,35,5,1.0000000000000002
863,7,36,0,0.0
864,7,36,1,0.0
865,7,36,2,0.0
866,7,36,3,0.0
867,7,36,4,0.0
868,7,36,5,0.0
869,7,36,6,0.9999999999999998
870,7,37,0,1.0
871,7,37,1,0.0
872,7,38,0,1.0000000000000002
873,7,39,0,0.9342538118055772
874,7,39,1,0.06574618819442299
875,7,39,2,0.0
876,7,40,0,0.0
877,7,40,1,0.0
878,7,40,2,0.0
879,7,40,3,0.0
880,7,40,4,1.0000000000000002
881,7,41,0,0.9904118410194945
882,7,41,1,0.0
883,7,41,2,0.009588158980505627
884,8,1,0,0.225695795599505
885,8,1,1,0.0
886,8,1,2,0.0
887,8,1,3,0.46865873065100216
888,8,1,4,0.09837057833609625
889,8,1,5,0.0
890,8,1,6,0.12253471387011948
891,8,1,7,0.084740181543277
892,8,1,8,0.0
893,8,2,0,0.3217458171838979
894,8,2,1,0.0
895,8,2,2,0.0
896,8,2,3,0.48341513300612854
897,8,2,4,0.11447171304584884
898,8,2,5,0.0
899,8,2,6,0.08036733676412444
900,8,2,7,0.0
901,8,3,0,0.38267505880228603
902,8,3,1,0.0
903,8,3,2,0.0
904,8,3,3,0.6173249411977139
905,8,4,0,1.0
906,8,4,1,0.0
907,8,5,0,0.9999999999999999
908,8,6,0,0.9999999999999998
909,8,7,0,1.0000000000000002
910,8,9,0,1.0000000000000002
911,8,10,0,1.0
912,8,11,0,0.0
913,8,11,1,1.0000000000000002
914,8,11,2,0.0
915,8,11,3,0.0
916,8,12,0,0.34770999019703575
917,8,12,1,0.0
918,8,12,2,0.6522900098029644
919,8,13,0,0.33929299984421574
920,8,13,1,0.0
921,8,13,2,0.6607070001557842
922,8,14,0,0.33349745037409034
923,8,14,1,0.0
924,8,14,2,0.6665025496259093
925,8,15,0,0.335371390748418
926,8,15,1,0.0
927,8,15,2,0.6646286092515821
928,8,16,0,0.3299275934141073
929,8,16,1,0.0
930,8,16,2,0.670072406585893
931,8,16,3,0.0
932,8,17,0,0.0
933,8,17,1,0.0
934,8,17,2,0.0
935,8,17,3,0.0
936,8,17,4,0.3827803206877755
937,8,17,5,0.09812080677774539
938,8,17,6,0.2548670306318087
939,8,17,7,0.07426801380317381
940,8,17,8,0.08108431202099628
941,8,17,9,0.10887951607850035
942,8,18,0,0.0
943,8,18,1,0.0
944,8,18,2,0.7039612395333055
945,8,18,3,0.0
946,8,18,4,0.2960387604666945
947,8,19,0,0.7066306506015023
948,8,19,1,0.2933693493984979
949,8,20,0,1.0
950,8,21,0,1.0000000000000002
951,8,22,0,1.0
952,8,23,0,1.0
953,8,24,0,0.0
954,8,24,1,1.0000000000000004
955,8,24,2,0.0
956,8,24,3,0.0
957,8,24,4,0.0
958,8,25,0,0.3630982120293184
959,8,25,1,0.0
960,8,25,2,0.6369017879706814
961,8,26,0,0.363302752102924
962,8,26,1,0.0
