agent_id,o_zone_id,d_zone_id,link_sequence,from_node_id,to_node_id,propotion
209,1,8,341,1358,3000,0.14612407446062198
210,1,8,343,5117,1358,0.14612407446062198
211,1,8,345,6185,5175,0.16246231935864155
212,1,8,347,3000,3001,0.14612407446062198
213,1,8,349,3001,8172,0.12603235281765468
214,1,8,351,3001,1359,0.020091721642967297
215,1,8,353,5175,11507,0.19318860308774255
216,1,8,358,11161,1323,0.08150516337648087
217,1,8,360,11146,1319,0.0
218,1,8,361,1319,11147,0.0
219,1,8,364,11160,1322,0.08150516337648087
220,1,8,367,5592,1,0.16246231935864155
221,1,8,368,1,2,0.16246231935864155
222,1,8,369,2,3,0.16246231935864155
223,1,8,370,3,4,0.16246231935864155
224,1,8,371,4,5,0.16246231935864155
225,1,8,372,5,5117,0.16246231935864155
226,1,9,18,1322,11161,0.07919351019405985
227,1,9,19,1323,5592,0.07919351019405985
228,1,9,25,1349,11181,0.11582991604936049
229,1,9,37,1355,11183,0.03024952875068216
230,1,9,38,1356,6255,0.11582991604936049
231,1,9,45,1359,6185,0.019780087729011003
232,1,9,72,5017,11124,0.6410408441745344
233,1,9,73,5017,11146,0.3589591558254653
234,1,9,76,5018,5017,0.9999999999999996
235,1,9,81,5022,11147,0.6410408441745344
236,1,9,93,5103,11161,0.6410408441745344
237,1,9,100,5112,5589,0.10918617085065671
238,1,9,103,5112,11172,0.17057947478074875
239,1,9,106,5113,11160,0.3589591558254653
240,1,9,108,5114,5592,0.07893664209997456
241,1,9,110,5114,11173,0.6712903729252166
242,1,9,112,5117,11255,0.01608474020940877
243,1,9,114,5118,10854,0.01608474020940877
244,1,9,120,5174,5868,0.8116203189552831
245,1,9,125,5208,11261,0.054749558731388245
246,1,9,129,5209,5208,0.054749558731388245
247,1,9,132,5210,1349,0.11582991604936049
248,1,9,133,5210,5211,0.054749558731388245
249,1,9,135,5211,5209,0.054749558731388245
250,1,9,138,5211,11181,0.0
251,1,9,140,5214,11259,0.6957904029059226
252,1,9,143,5215,5588,0.03024952875068216
253,1,9,146,5216,5356,0.9999999999999996
254,1,9,151,5219,1355,0.03024952875068216
255,1,9,152,5219,5232,0.6410408441745344
256,1,9,155,5232,6256,0.7568707602238949
257,1,9,157,5232,11183,0.0
258,1,9,163,5436,5018,0.9999999999999996
259,1,9,175,5577,5436,0.9999999999999996
260,1,9,177,5587,5174,0.8116203189552831
261,1,9,182,5588,11184,0.03024952875068216
262,1,9,186,5589,5114,0.10918617085065671
263,1,9,198,5730,8172,0.01608474020940877
264,1,9,202,5736,11148,0.3589591558254653
265,1,9,204,5820,5103,0.6410408441745344
266,1,9,211,5868,5216,0.8116203189552831
267,1,9,220,6255,10857,0.11582991604936049
268,1,9,222,6256,1356,0.11582991604936049
269,1,9,223,6256,5214,0.6410408441745344
270,1,9,231,7210,11763,0.01608474020940877
271,1,9,238,8172,6185,0.1383500645650234
272,1,9,254,10854,7210,0.01608474020940877
273,1,9,255,10857,5587,0.11582991604936049
274,1,9,263,11124,5022,0.6410408441745344
275,1,9,279,11146,5736,0.3589591558254653
276,1,9,281,11147,5820,0.6410408441745344
277,1,9,284,11148,5113,0.3589591558254653
278,1,9,291,11160,5112,0.27976564563140544
279,1,9,295,11161,5114,0.6410408441745344
280,1,9,299,11172,5210,0.17057947478074875
281,1,9,303,11173,5219,0.6712903729252166
282,1,9,308,11181,11182,0.11582991604936049
283,1,9,309,11182,5232,0.11582991604936049
284,1,9,313,11183,5215,0.03024952875068216
285,1,9,316,11184,11257,0.03024952875068216
286,1,9,318,11255,5118,0.01608474020940877
287,1,9,320,11257,5175,0.03024952875068216
288,1,9,324,11259,5587,0.6957904029059226
289,1,9,328,11261,5214,0.054749558731388245
290,1,9,335,11507,5216,0.18837968104471656
291,1,9,336,11763,5730,0.01608474020940877
292,1,9,341,1358,3000,0.14204541208462562
293,1,9,343,5117,1358,0.14204541208462562
294,1,9,345,6185,5175,0.1581301522940344
295,1,9,347,3000,3001,0.14204541208462562
296,1,9,349,3001,8172,0.12226532435561463
297,1,9,351,3001,1359,0.019780087729011003
298,1,9,353,5175,11507,0.18837968104471656
299,1,9,358,11161,1323,0.07919351019405985
300,1,9,360,11146,1319,0.0
301,1,9,361,1319,11147,0.0
302,1,9,364,11160,1322,0.07919351019405985
303,1,9,367,5592,1,0.1581301522940344
304,1,9,368,1,2,0.1581301522940344
305,1,9,369,2,3,0.1581301522940344
306,1,9,370,3,4,0.1581301522940344
307,1,9,371,4,5,0.1581301522940344
308,1,9,372,5,5117,0.1581301522940344
309,1,10,18,1322,11161,0.12517624216535478
310,1,10,19,1323,5592,0.12517624216535478
311,1,10,25,1349,11181,0.10760872435731213
312,1,10,37,1355,11183,0.03682991509040407
313,1,10,45,1359,6185,0.03153383311658232
314,1,10,54,4804,5106,0.0
315,1,10,62,4958,5010,0.0
316,1,10,68,5010,5027,0.0
317,1,10,72,5017,11124,0.561637010361635
318,1,10,73,5017,11146,0.43836298963836495
319,1,10,76,5018,5017,1.0
320,1,10,81,5022,11147,0.561637010361635
321,1,10,85,5027,11150,0.0
322,1,10,87,5030,4958,0.0
323,1,10,93,5103,11161,0.561637010361635
324,1,10,95,5106,5117,0.0
325,1,10,97,5109,4804,0.0
326,1,10,100,5112,5589,0.1646813758923262
327,1,10,103,5112,11172,0.14850537158068394
328,1,10,106,5113,11160,0.43836298963836495
329,1,10,108,5114,5592,0.12785146080192214
330,1,10,110,5114,11173,0.5984669254520392
331,1,10,112,5117,11255,0.0
332,1,10,114,5118,10854,0.0
333,1,10,121,5175,5729,1.0
334,1,10,132,5210,1349,0.10760872435731213
335,1,10,133,5210,5211,0.040896647223371815
336,1,10,138,5211,11181,0.040896647223371815
337,1,10,143,5215,5588,0.7469722970327232
338,1,10,151,5219,1355,0.03682991509040407
339,1,10,152,5219,5232,0.561637010361635
340,1,10,157,5232,11183,0.710142381942319
341,1,10,163,5436,5018,1.0
342,1,10,166,5436,11125,0.0
343,1,10,169,5440,11127,0.0
344,1,10,171,5441,5861,0.0
345,1,10,175,5577,5436,1.0
346,1,10,182,5588,11184,0.7469722970327232
347,1,10,186,5589,5114,0.1646813758923262
348,1,10,193,5728,5729,0.0
349,1,10,197,5729,5929,1.0
350,1,10,198,5730,8172,0.0
351,1,10,202,5736,11148,0.43836298963836495
352,1,10,204,5820,5103,0.561637010361635
353,1,10,207,5861,10872,0.0
354,1,10,231,7210,11763,0.0
355,1,10,232,7984,5728,0.0
356,1,10,238,8172,6185,0.2214938698506946
357,1,10,239,8172,11489,0.0
358,1,10,254,10854,7210,0.0
359,1,10,257,10872,5030,0.0
360,1,10,263,11124,5022,0.561637010361635
361,1,10,267,11125,5440,0.0
362,1,10,268,11126,5441,0.0
363,1,10,271,11127,11126,0.0
364,1,10,279,11146,5736,0.43836298963836495
365,1,10,281,11147,5820,0.561637010361635
366,1,10,284,11148,5113,0.43836298963836495
367,1,10,287,11150,5109,0.0
368,1,10,291,11160,5112,0.3131867474730102
369,1,10,295,11161,5114,0.561637010361635
370,1,10,299,11172,5210,0.14850537158068394
371,1,10,303,11173,5219,0.5984669254520392
372,1,10,308,11181,11182,0.14850537158068394
373,1,10,309,11182,5232,0.14850537158068394
374,1,10,313,11183,5215,0.7469722970327232
375,1,10,316,11184,11257,0.7469722970327232
376,1,10,318,11255,5118,0.0
377,1,10,320,11257,5175,0.7469722970327232
378,1,10,332,11489,7984,0.0
379,1,10,336,11763,5730,0.0
380,1,10,341,1358,3000,0.25302770296727695
381,1,10,343,5117,1358,0.25302770296727695
382,1,10,345,6185,5175,0.25302770296727695
383,1,10,347,3000,3001,0.25302770296727695
384,1,10,349,3001,8172,0.2214938698506946
385,1,10,351,3001,1359,0.03153383311658232
386,1,10,358,11161,1323,0.12517624216535478
387,1,10,360,11146,1319,0.0
388,1,10,361,1319,11147,0.0
389,1,10,364,11160,1322,0.12517624216535478
390,1,10,367,5592,1,0.25302770296727695
391,1,10,368,1,2,0.25302770296727695
392,1,10,369,2,3,0.25302770296727695
393,1,10,370,3,4,0.25302770296727695
394,1,10,371,4,5,0.25302770296727695
395,1,10,372,5,5117,0.25302770296727695
396,1,11,257,10872,5030,0.0569209511142006
397,1,11,263,11124,5022,0.0
398,1,11,267,11125,5440,0.0569209511142006
399,1,11,268,11126,5441,0.0569209511142006
400,1,11,143,5215,5588,0.0
401,1,11,271,11127,11126,0.0569209511142006
402,1,11,18,1322,11161,0.5285700380200247
403,1,11,19,1323,5592,0.5285700380200247
404,1,11,279,11146,5736,0.9430790488857994
405,1,11,152,5219,5232,0.0
406,1,11,281,11147,5820,0.0
407,1,11,284,11148,5113,0.9430790488857994
408,1,11,157,5232,11183,0.0
409,1,11,287,11150,5109,0.0569209511142006
410,1,11,163,5436,5018,0.9430790488857994
411,1,11,291,11160,5112,0.4145090108657747
412,1,11,364,11160,1322,0.5285700380200247
413,1,11,166,5436,11125,0.0569209511142006
414,1,11,295,11161,5114,0.0
415,1,11,169,5440,11127,0.0569209511142006
416,1,11,171,5441,5861,0.0569209511142006
417,1,11,175,5577,5436,1.0
418,1,11,303,11173,5219,0.0
419,1,11,182,5588,11184,0.0
420,1,11,54,4804,5106,0.0569209511142006
421,1,11,313,11183,5215,0.0
422,1,11,186,5589,5114,0.4145090108657747
423,1,11,316,11184,11257,0.0
424,1,11,318,11255,5118,0.9430790488857994
425,1,11,191,5727,5119,1.0
426,1,11,320,11257,5175,0.0
427,1,11,62,4958,5010,0.0569209511142006
428,1,11,68,5010,5027,0.0569209511142006
429,1,11,199,5730,11763,0.0
430,1,11,72,5017,11124,0.0
431,1,11,73,5017,11146,0.9430790488857994
432,1,11,202,5736,11148,0.9430790488857994
433,1,11,76,5018,5017,0.9430790488857994
434,1,11,204,5820,5103,0.0
435,1,11,207,5861,10872,0.0569209511142006
436,1,11,81,5022,11147,0.0
437,1,11,337,11763,7210,0.0
438,1,11,339,11910,5118,0.0569209511142006
439,1,11,85,5027,11150,0.0569209511142006
440,1,11,215,6185,8172,0.0
441,1,11,87,5030,4958,0.0569209511142006
442,1,11,346,5175,6185,0.0
443,1,11,93,5103,11161,0.0
444,1,11,95,5106,5117,0.0
445,1,11,96,5106,10852,0.0569209511142006
446,1,11,97,5109,4804,0.0569209511142006
447,1,11,226,6270,10853,0.0569209511142006
448,1,11,227,6273,6270,0.0569209511142006
449,1,11,100,5112,5589,0.4145090108657747
450,1,11,230,7210,10854,0.0
451,1,11,358,11161,1323,0.5285700380200247
452,1,11,360,11146,1319,0.0
453,1,11,361,1319,11147,0.0
454,1,11,106,5113,11160,0.9430790488857994
455,1,11,108,5114,5592,0.4145090108657747
456,1,11,237,8172,5730,0.0
457,1,11,110,5114,11173,0.0
458,1,11,367,5592,1,0.9430790488857994
459,1,11,368,1,2,0.9430790488857994
460,1,11,369,2,3,0.9430790488857994
461,1,11,370,3,4,0.9430790488857994
462,1,11,371,4,5,0.9430790488857994
463,1,11,372,5,5117,0.9430790488857994
464,1,11,112,5117,11255,0.9430790488857994
465,1,11,113,5118,5727,1.0
466,1,11,246,10851,6273,0.0569209511142006
467,1,11,249,10852,10851,0.0569209511142006
468,1,11,252,10853,11910,0.0569209511142006
469,1,11,253,10854,5118,0.0
470,1,12,257,10872,5030,1.0
471,1,12,99,5109,11151,1.0
472,1,12,68,5010,5027,1.0
473,1,12,166,5436,11125,1.0
474,1,12,169,5440,11127,1.0
475,1,12,267,11125,5440,1.0
476,1,12,268,11126,5441,1.0
477,1,12,171,5441,5861,1.0
478,1,12,175,5577,5436,1.0
479,1,12,271,11127,11126,1.0
480,1,12,207,5861,10872,1.0
481,1,12,85,5027,11150,1.0
482,1,12,87,5030,4958,1.0
483,1,12,62,4958,5010,1.0
484,1,12,287,11150,5109,1.0
485,1,13,257,10872,5030,0.9999999999999999
486,1,13,68,5010,5027,0.9999999999999999
487,1,13,166,5436,11125,0.9999999999999999
488,1,13,169,5440,11127,0.9999999999999999
489,1,13,267,11125,5440,0.9999999999999999
490,1,13,268,11126,5441,0.9999999999999999
491,1,13,171,5441,5861,0.9999999999999999
492,1,13,175,5577,5436,0.9999999999999999
493,1,13,271,11127,11126,0.9999999999999999
494,1,13,207,5861,10872,0.9999999999999999
495,1,13,84,5027,11129,0.9999999999999999
496,1,13,276,11129,5034,0.9999999999999999
497,1,13,87,5030,4958,0.9999999999999999
498,1,13,62,4958,5010,0.9999999999999999
499,1,14,257,10872,5030,1.0000000000000002
500,1,14,166,5436,11125,1.0000000000000002
501,1,14,169,5440,11127,1.0000000000000002
502,1,14,267,11125,5440,1.0000000000000002
503,1,14,268,11126,5441,1.0000000000000002
504,1,14,171,5441,5861,1.0000000000000002
505,1,14,175,5577,5436,1.0000000000000002
506,1,14,271,11127,11126,1.0000000000000002
507,1,14,207,5861,10872,1.0000000000000002
508,1,14,273,11128,5037,1.0000000000000002
509,1,14,89,5030,11128,1.0000000000000002
510,1,15,257,10872,5030,0.9999999999999998
511,1,15,166,5436,11125,0.9999999999999998
512,1,15,169,5440,11127,0.9999999999999998
513,1,15,267,11125,5440,0.9999999999999998
514,1,15,268,11126,5441,0.9999999999999998
515,1,15,171,5441,5861,0.9999999999999998
516,1,15,175,5577,5436,0.9999999999999998
517,1,15,271,11127,11126,0.9999999999999998
518,1,15,207,5861,10872,0.9999999999999998
519,1,15,86,5030,4899,0.9999999999999998
520,1,16,170,5440,11827,0.9999999999999999
521,1,16,267,11125,5440,0.9999999999999999
522,1,16,166,5436,11125,0.9999999999999999
523,1,16,175,5577,5436,0.9999999999999999
524,1,17,163,5436,5018,1.0
525,1,17,75,5018,1289,1.0
526,1,17,175,5577,5436,1.0
527,1,18,166,5436,11125,1.0
528,1,18,175,5577,5436,1.0
529,1,18,264,11125,1286,1.0
530,1,19,133,5210,5211,1.0000000000000002
531,1,19,135,5211,5209,1.0000000000000002
532,1,19,263,11124,5022,0.0
533,1,19,279,11146,5736,1.0000000000000002
534,1,19,152,5219,5232,0.0
535,1,19,281,11147,5820,0.0
536,1,19,284,11148,5113,1.0000000000000002
537,1,19,156,5232,11182,0.0
538,1,19,163,5436,5018,1.0000000000000002
539,1,19,291,11160,5112,1.0000000000000002
540,1,19,295,11161,5114,0.0
541,1,19,299,11172,5210,1.0000000000000002
542,1,19,175,5577,5436,1.0000000000000002
543,1,19,303,11173,5219,0.0
544,1,19,306,11181,1352,0.0
545,1,19,310,11182,11181,0.0
546,1,19,72,5017,11124,0.0
547,1,19,73,5017,11146,1.0000000000000002
548,1,19,202,5736,11148,1.0000000000000002
549,1,19,76,5018,5017,1.0000000000000002
550,1,19,204,5820,5103,0.0
551,1,19,81,5022,11147,0.0
552,1,19,93,5103,11161,0.0
553,1,19,103,5112,11172,1.0000000000000002
554,1,19,106,5113,11160,1.0000000000000002
555,1,19,110,5114,11173,0.0
556,1,19,128,5209,1352,1.0000000000000002
557,1,20,132,5210,1349,0.06376281550548607
558,1,20,133,5210,5211,0.9362371844945142
559,1,20,263,11124,5022,0.0
560,1,20,135,5211,5209,0.4553774043668739
561,1,20,138,5211,11181,0.4808597801276403
562,1,20,279,11146,5736,1.0000000000000002
563,1,20,152,5219,5232,0.0
564,1,20,281,11147,5820,0.0
565,1,20,25,1349,11181,0.06376281550548607
566,1,20,155,5232,6256,0.5446225956331263
567,1,20,284,11148,5113,1.0000000000000002
568,1,20,28,1352,6256,0.4553774043668739
569,1,20,151,5219,1355,0.0
570,1,20,163,5436,5018,1.0000000000000002
571,1,20,291,11160,5112,1.0000000000000002
572,1,20,37,1355,11183,0.0
573,1,20,295,11161,5114,0.0
574,1,20,299,11172,5210,1.0000000000000002
575,1,20,175,5577,5436,1.0000000000000002
576,1,20,303,11173,5219,0.0
577,1,20,308,11181,11182,0.5446225956331263
578,1,20,309,11182,5232,0.5446225956331263
579,1,20,312,11183,1356,0.0
580,1,20,186,5589,5114,0.0
581,1,20,72,5017,11124,0.0
582,1,20,73,5017,11146,1.0000000000000002
583,1,20,202,5736,11148,1.0000000000000002
584,1,20,76,5018,5017,1.0000000000000002
585,1,20,204,5820,5103,0.0
586,1,20,81,5022,11147,0.0
587,1,20,93,5103,11161,0.0
588,1,20,222,6256,1356,1.0000000000000002
589,1,20,100,5112,5589,0.0
590,1,20,103,5112,11172,1.0000000000000002
591,1,20,106,5113,11160,1.0000000000000002
592,1,20,110,5114,11173,0.0
593,1,20,128,5209,1352,0.4553774043668739
594,1,21,129,5209,5208,0.9396822000189183
595,1,21,132,5210,1349,0.044488788519527485
596,1,21,133,5210,5211,0.9396822000189183
597,1,21,135,5211,5209,0.9396822000189183
598,1,21,263,11124,5022,0.015829011461553848
599,1,21,140,5214,11259,0.9555112114804721
600,1,21,144,5215,6255,0.0
601,1,21,147,5216,5868,0.0
602,1,21,279,11146,5736,0.9841709885384459
603,1,21,152,5219,5232,0.015829011461553848
604,1,21,281,11147,5820,0.015829011461553848
605,1,21,25,1349,11181,0.044488788519527485
606,1,21,155,5232,6256,0.06031779998108133
607,1,21,284,11148,5113,0.9841709885384459
608,1,21,28,1352,6256,0.0
609,1,21,151,5219,1355,0.0
610,1,21,163,5436,5018,0.9999999999999997
611,1,21,291,11160,5112,0.9841709885384459
612,1,21,37,1355,11183,0.0
613,1,21,38,1356,6255,0.044488788519527485
614,1,21,295,11161,5114,0.015829011461553848
615,1,21,42,1357,5174,0.0
616,1,21,299,11172,5210,0.9841709885384459
617,1,21,45,1359,6185,0.0
618,1,21,175,5577,5436,0.9999999999999997
619,1,21,303,11173,5219,0.015829011461553848
620,1,21,177,5587,5174,0.9999999999999997
621,1,21,308,11181,11182,0.044488788519527485
622,1,21,309,11182,5232,0.044488788519527485
623,1,21,313,11183,5215,0.0
624,1,21,186,5589,5114,0.0
625,1,21,324,11259,5587,0.9555112114804721
626,1,21,328,11261,5214,0.9396822000189183
627,1,21,73,5017,11146,0.9841709885384459
628,1,21,202,5736,11148,0.9841709885384459
629,1,21,72,5017,11124,0.015829011461553848
630,1,21,76,5018,5017,0.9999999999999997
631,1,21,204,5820,5103,0.015829011461553848
632,1,21,335,11507,5216,0.0
633,1,21,81,5022,11147,0.015829011461553848
634,1,21,212,5868,6253,0.9999999999999997
635,1,21,341,1358,3000,0.0
636,1,21,343,5117,1358,0.0
637,1,21,345,6185,5175,0.0
638,1,21,218,6255,1357,0.0
639,1,21,347,3000,3001,0.0
640,1,21,220,6255,10857,0.044488788519527485
641,1,21,93,5103,11161,0.015829011461553848
642,1,21,222,6256,1356,0.044488788519527485
643,1,21,223,6256,5214,0.015829011461553848
644,1,21,351,3001,1359,0.0
645,1,21,353,5175,11507,0.0
646,1,21,100,5112,5589,0.0
647,1,21,103,5112,11172,0.9841709885384459
648,1,21,106,5113,11160,0.9841709885384459
649,1,21,108,5114,5592,0.0
650,1,21,110,5114,11173,0.015829011461553848
651,1,21,367,5592,1,0.0
652,1,21,368,1,2,0.0
653,1,21,369,2,3,0.0
654,1,21,370,3,4,0.0
