agent_id,o_zone_id,d_zone_id,link_sequence,from_node_id,to_node_id,propotion
240,1,19,32,11,10,0.3
241,1,19,36,12,11,0.3
242,1,19,45,15,19,0.0
243,1,19,49,16,17,0.0
244,1,19,50,16,18,0.3
245,1,19,52,17,16,0.3
246,1,19,53,17,19,0.0
247,1,19,56,18,20,0.3
248,1,19,61,20,19,0.3
249,1,20,1,1,2,0.0
250,1,20,2,1,3,0.39999999999999997
251,1,20,4,2,6,0.0
252,1,20,6,3,4,0.0
253,1,20,7,3,12,0.39999999999999997
254,1,20,9,4,5,0.0
255,1,20,13,5,9,0.0
256,1,20,16,6,8,0.0
257,1,20,18,7,18,0.0
258,1,20,20,8,7,0.0
259,1,20,25,9,10,0.0
260,1,20,28,10,15,0.0
261,1,20,30,10,17,0.39999999999999997
262,1,20,32,11,10,0.39999999999999997
263,1,20,36,12,11,0.39999999999999997
264,1,20,37,12,13,0.0
265,1,20,39,13,24,0.0
266,1,20,45,15,19,0.0
267,1,20,50,16,18,0.39999999999999997
268,1,20,52,17,16,0.39999999999999997
269,1,20,56,18,20,0.39999999999999997
270,1,20,59,19,20,0.0
271,1,20,64,21,20,0.0
272,1,20,75,24,21,0.0
273,1,21,2,1,3,0.0
274,1,21,36,12,11,0.0
275,1,21,37,12,13,0.0
276,1,21,39,13,24,0.0
277,1,21,7,3,12,0.0
278,1,21,75,24,21,0.0
279,1,21,50,16,18,0.0
280,1,21,52,17,16,0.0
281,1,21,62,20,21,0.0
282,1,21,56,18,20,0.0
283,1,21,30,10,17,0.0
284,1,21,32,11,10,0.0
285,1,22,65,21,22,0.0
286,1,22,2,1,3,0.0
287,1,22,36,12,11,0.0
288,1,22,37,12,13,0.0
289,1,22,39,13,24,0.0
290,1,22,7,3,12,0.0
291,1,22,72,23,22,0.0
292,1,22,75,24,21,0.0
293,1,22,76,24,23,0.0
294,1,22,50,16,18,0.0
295,1,22,52,17,16,0.0
296,1,22,56,18,20,0.0
297,1,22,30,10,17,0.0
298,1,22,63,20,22,0.0
299,1,22,32,11,10,0.0
300,1,23,2,1,3,0.19999999999999998
301,1,23,37,12,13,0.19999999999999998
302,1,23,39,13,24,0.19999999999999998
303,1,23,7,3,12,0.19999999999999998
304,1,23,76,24,23,0.19999999999999998
305,1,24,39,13,24,0.25
306,1,24,2,1,3,0.25
307,1,24,37,12,13,0.25
308,1,24,7,3,12,0.25
309,2,3,2,1,3,1.0
310,2,3,3,2,1,1.0
311,2,4,2,1,3,0.6657985224251706
312,2,4,3,2,1,0.6657985224251706
313,2,4,4,2,6,0.3342014775748292
314,2,4,6,3,4,0.6657985224251706
315,2,4,11,5,4,0.3342014775748292
316,2,4,15,6,5,0.3342014775748292
317,2,5,4,2,6,1.0
318,2,5,15,6,5,1.0
319,2,6,2,1,3,0.0
320,2,6,3,2,1,0.0
321,2,6,4,2,6,1.0
322,2,6,6,3,4,0.0
323,2,6,9,4,5,0.0
324,2,6,12,5,6,0.0
325,2,6,13,5,9,0.0
326,2,6,19,8,6,0.0
327,2,6,24,9,8,0.0
328,2,7,2,1,3,0.6500000000000001
329,2,7,3,2,1,0.6500000000000001
330,2,7,4,2,6,0.0
331,2,7,6,3,4,0.0
332,2,7,7,3,12,0.6500000000000001
333,2,7,9,4,5,0.0
334,2,7,13,5,9,0.0
335,2,7,16,6,8,0.0
336,2,7,20,8,7,0.0
337,2,7,22,8,16,0.0
338,2,7,25,9,10,0.0
339,2,7,28,10,15,0.0
340,2,7,30,10,17,0.6500000000000001
341,2,7,32,11,10,0.6500000000000001
342,2,7,36,12,11,0.6500000000000001
343,2,7,37,12,13,0.0
344,2,7,39,13,24,0.0
345,2,7,45,15,19,0.0
346,2,7,50,16,18,0.6500000000000001
347,2,7,52,17,16,0.6500000000000001
348,2,7,54,18,7,0.6500000000000001
349,2,7,59,19,20,0.0
350,2,7,60,20,18,0.0
351,2,7,64,21,20,0.0
352,2,7,75,24,21,0.0
353,2,8,2,1,3,0.0
354,2,8,3,2,1,0.0
355,2,8,4,2,6,0.95
356,2,8,6,3,4,0.0
357,2,8,7,3,12,0.0
358,2,8,9,4,5,0.0
359,2,8,12,5,6,0.0
360,2,8,13,5,9,0.0
361,2,8,16,6,8,0.95
362,2,8,17,7,8,0.0
363,2,8,24,9,8,0.0
364,2,8,25,9,10,0.0
365,2,8,28,10,15,0.0
366,2,8,37,12,13,0.0
367,2,8,39,13,24,0.0
368,2,8,45,15,19,0.0
369,2,8,47,16,8,0.0
370,2,8,54,18,7,0.0
371,2,8,55,18,16,0.0
372,2,8,59,19,20,0.0
373,2,8,60,20,18,0.0
374,2,8,64,21,20,0.0
375,2,8,75,24,21,0.0
376,2,9,2,1,3,0.8500000000000001
377,2,9,3,2,1,0.8500000000000001
378,2,9,4,2,6,0.0
379,2,9,37,12,13,0.8500000000000001
380,2,9,7,3,12,0.8500000000000001
381,2,9,39,13,24,0.8500000000000001
382,2,9,75,24,21,0.8500000000000001
383,2,9,13,5,9,0.0
384,2,9,15,6,5,0.0
385,2,9,48,16,10,0.8500000000000001
386,2,9,55,18,16,0.8500000000000001
387,2,9,26,10,9,0.8500000000000001
388,2,9,60,20,18,0.8500000000000001
389,2,9,64,21,20,0.8500000000000001
390,2,10,2,1,3,0.75
391,2,10,3,2,1,0.75
392,2,10,4,2,6,0.0
393,2,10,6,3,4,0.0
394,2,10,7,3,12,0.75
395,2,10,9,4,5,0.0
396,2,10,10,4,11,0.0
397,2,10,13,5,9,0.0
398,2,10,16,6,8,0.0
399,2,10,22,8,16,0.0
400,2,10,25,9,10,0.0
401,2,10,32,11,10,0.75
402,2,10,36,12,11,0.75
403,2,10,37,12,13,0.0
404,2,10,39,13,24,0.0
405,2,10,48,16,10,0.0
406,2,10,55,18,16,0.0
407,2,10,60,20,18,0.0
408,2,10,64,21,20,0.0
409,2,10,75,24,21,0.0
410,2,11,2,1,3,0.7000000000000002
411,2,11,3,2,1,0.7000000000000002
412,2,11,4,2,6,0.0
413,2,11,36,12,11,0.7000000000000002
414,2,11,6,3,4,0.0
415,2,11,7,3,12,0.7000000000000002
416,2,11,37,12,13,0.0
417,2,11,39,13,24,0.0
418,2,11,10,4,11,0.0
419,2,11,11,5,4,0.0
420,2,11,75,24,21,0.0
421,2,11,15,6,5,0.0
422,2,11,48,16,10,0.0
423,2,11,55,18,16,0.0
424,2,11,27,10,11,0.0
425,2,11,60,20,18,0.0
426,2,11,64,21,20,0.0
427,2,12,2,1,3,1.0
428,2,12,3,2,1,1.0
429,2,12,7,3,12,1.0
430,2,13,2,1,3,0.9500000000000001
431,2,13,3,2,1,0.9500000000000001
432,2,13,37,12,13,0.9500000000000001
433,2,13,7,3,12,0.9500000000000001
434,2,14,2,1,3,0.45000000000000007
435,2,14,3,2,1,0.45000000000000007
436,2,14,4,2,6,0.0
437,2,14,6,3,4,0.0
438,2,14,7,3,12,0.45000000000000007
439,2,14,10,4,11,0.0
440,2,14,11,5,4,0.0
441,2,14,15,6,5,0.0
442,2,14,30,10,17,0.45000000000000007
443,2,14,32,11,10,0.45000000000000007
444,2,14,34,11,14,0.0
445,2,14,36,12,11,0.45000000000000007
446,2,14,37,12,13,0.0
447,2,14,39,13,24,0.0
448,2,14,44,15,14,0.45000000000000007
449,2,14,50,16,18,0.45000000000000007
450,2,14,52,17,16,0.45000000000000007
451,2,14,56,18,20,0.45000000000000007
452,2,14,57,19,15,0.45000000000000007
453,2,14,61,20,19,0.45000000000000007
454,2,14,71,23,14,0.0
455,2,14,76,24,23,0.0
456,2,15,2,1,3,0.45000000000000007
457,2,15,3,2,1,0.45000000000000007
458,2,15,4,2,6,0.0
459,2,15,6,3,4,0.0
460,2,15,7,3,12,0.45000000000000007
461,2,15,9,4,5,0.0
462,2,15,10,4,11,0.0
463,2,15,13,5,9,0.0
464,2,15,16,6,8,0.0
465,2,15,22,8,16,0.0
466,2,15,25,9,10,0.0
467,2,15,28,10,15,0.0
468,2,15,30,10,17,0.45000000000000007
469,2,15,32,11,10,0.45000000000000007
470,2,15,34,11,14,0.0
471,2,15,36,12,11,0.45000000000000007
472,2,15,37,12,13,0.0
473,2,15,39,13,24,0.0
474,2,15,41,14,15,0.0
475,2,15,49,16,17,0.0
476,2,15,50,16,18,0.45000000000000007
477,2,15,52,17,16,0.45000000000000007
478,2,15,53,17,19,0.0
479,2,15,56,18,20,0.45000000000000007
480,2,15,57,19,15,0.45000000000000007
481,2,15,61,20,19,0.45000000000000007
482,2,15,67,22,15,0.0
483,2,15,72,23,22,0.0
484,2,15,76,24,23,0.0
485,2,16,2,1,3,0.6499999999999999
486,2,16,3,2,1,0.6499999999999999
487,2,16,4,2,6,0.0
488,2,16,6,3,4,0.0
489,2,16,7,3,12,0.6499999999999999
490,2,16,9,4,5,0.0
491,2,16,12,5,6,0.0
492,2,16,13,5,9,0.0
493,2,16,16,6,8,0.0
494,2,16,18,7,18,0.0
495,2,16,20,8,7,0.0
496,2,16,22,8,16,0.0
497,2,16,25,9,10,0.0
498,2,16,28,10,15,0.0
499,2,16,30,10,17,0.6499999999999999
500,2,16,32,11,10,0.6499999999999999
501,2,16,36,12,11,0.6499999999999999
502,2,16,37,12,13,0.0
503,2,16,39,13,24,0.0
504,2,16,45,15,19,0.0
505,2,16,52,17,16,0.6499999999999999
506,2,16,55,18,16,0.0
507,2,16,59,19,20,0.0
508,2,16,60,20,18,0.0
509,2,16,64,21,20,0.0
510,2,16,75,24,21,0.0
511,2,17,2,1,3,0.3000000000000001
512,2,17,3,2,1,0.3000000000000001
513,2,17,4,2,6,0.0
514,2,17,36,12,11,0.3000000000000001
515,2,17,6,3,4,0.0
516,2,17,7,3,12,0.3000000000000001
517,2,17,9,4,5,0.0
518,2,17,13,5,9,0.0
519,2,17,45,15,19,0.0
520,2,17,16,6,8,0.0
521,2,17,49,16,17,0.0
522,2,17,22,8,16,0.0
523,2,17,25,9,10,0.0
524,2,17,58,19,17,0.0
525,2,17,28,10,15,0.0
526,2,17,30,10,17,0.3000000000000001
527,2,17,32,11,10,0.3000000000000001
528,2,19,2,1,3,0.3000000000000001
529,2,19,3,2,1,0.3000000000000001
530,2,19,4,2,6,0.0
531,2,19,6,3,4,0.0
532,2,19,7,3,12,0.3000000000000001
533,2,19,9,4,5,0.0
534,2,19,13,5,9,0.0
535,2,19,16,6,8,0.0
536,2,19,22,8,16,0.0
537,2,19,25,9,10,0.0
538,2,19,28,10,15,0.0
539,2,19,30,10,17,0.3000000000000001
540,2,19,32,11,10,0.3000000000000001
541,2,19,36,12,11,0.3000000000000001
542,2,19,45,15,19,0.0
543,2,19,49,16,17,0.0
544,2,19,50,16,18,0.3000000000000001
545,2,19,52,17,16,0.3000000000000001
546,2,19,53,17,19,0.0
547,2,19,56,18,20,0.3000000000000001
548,2,19,61,20,19,0.3000000000000001
549,2,20,2,1,3,0.4000000000000001
550,2,20,3,2,1,0.4000000000000001
551,2,20,4,2,6,0.0
552,2,20,6,3,4,0.0
553,2,20,7,3,12,0.4000000000000001
554,2,20,9,4,5,0.0
555,2,20,13,5,9,0.0
556,2,20,16,6,8,0.0
557,2,20,18,7,18,0.0
558,2,20,20,8,7,0.0
559,2,20,25,9,10,0.0
560,2,20,28,10,15,0.0
561,2,20,30,10,17,0.4000000000000001
562,2,20,32,11,10,0.4000000000000001
563,2,20,36,12,11,0.4000000000000001
564,2,20,37,12,13,0.0
565,2,20,39,13,24,0.0
566,2,20,45,15,19,0.0
567,2,20,50,16,18,0.4000000000000001
568,2,20,52,17,16,0.4000000000000001
569,2,20,56,18,20,0.4000000000000001
570,2,20,59,19,20,0.0
571,2,20,64,21,20,0.0
572,2,20,75,24,21,0.0
573,2,22,2,1,3,0.35000000000000003
574,2,22,3,2,1,0.35000000000000003
575,2,22,4,2,6,0.0
576,2,22,7,3,12,0.35000000000000003
577,2,22,16,6,8,0.0
578,2,22,18,7,18,0.0
579,2,22,20,8,7,0.0
580,2,22,30,10,17,0.002431428497875754
581,2,22,32,11,10,0.002431428497875754
582,2,22,36,12,11,0.002431428497875754
583,2,22,37,12,13,0.3475685715021243
584,2,22,39,13,24,0.3475685715021243
585,2,22,50,16,18,0.002431428497875754
586,2,22,52,17,16,0.002431428497875754
587,2,22,56,18,20,0.002431428497875754
588,2,22,63,20,22,0.002431428497875754
589,2,22,65,21,22,0.0
590,2,22,72,23,22,0.3475685715021243
591,2,22,75,24,21,0.0
592,2,22,76,24,23,0.3475685715021243
593,3,4,6,3,4,1.0
594,3,5,1,1,2,0.5325936438202917
595,3,5,4,2,6,0.5325936438202917
596,3,5,5,3,1,0.5325936438202917
597,3,5,6,3,4,0.46740635617970794
598,3,5,9,4,5,0.46740635617970794
599,3,5,15,6,5,0.5325936438202917
600,3,6,1,1,2,0.9999999999999997
601,3,6,4,2,6,0.9999999999999997
602,3,6,5,3,1,0.9999999999999997
603,3,6,6,3,4,0.0
604,3,6,9,4,5,0.0
605,3,6,12,5,6,0.0
606,3,6,13,5,9,0.0
607,3,6,19,8,6,0.0
608,3,6,24,9,8,0.0
609,3,7,1,1,2,0.0
610,3,7,4,2,6,0.0
611,3,7,5,3,1,0.0
612,3,7,6,3,4,0.0
613,3,7,7,3,12,0.7000000000000001
614,3,7,9,4,5,0.0
615,3,7,12,5,6,0.0
616,3,7,13,5,9,0.0
617,3,7,16,6,8,0.0
618,3,7,20,8,7,0.0
619,3,7,22,8,16,0.0
620,3,7,25,9,10,0.0
621,3,7,28,10,15,0.0
622,3,7,30,10,17,0.7000000000000001
623,3,7,32,11,10,0.7000000000000001
624,3,7,36,12,11,0.7000000000000001
625,3,7,37,12,13,0.0
626,3,7,39,13,24,0.0
627,3,7,45,15,19,0.0
628,3,7,50,16,18,0.7000000000000001
629,3,7,52,17,16,0.7000000000000001
630,3,7,54,18,7,0.7000000000000001
631,3,7,59,19,20,0.0
632,3,7,60,20,18,0.0
633,3,7,64,21,20,0.0
634,3,7,75,24,21,0.0
635,3,8,1,1,2,1.0
636,3,8,4,2,6,1.0
637,3,8,5,3,1,1.0
638,3,8,6,3,4,0.0
639,3,8,7,3,12,0.0
640,3,8,9,4,5,0.0
641,3,8,12,5,6,0.0
642,3,8,13,5,9,0.0
643,3,8,16,6,8,1.0
644,3,8,17,7,8,0.0
645,3,8,24,9,8,0.0
646,3,8,25,9,10,0.0
647,3,8,28,10,15,0.0
648,3,8,37,12,13,0.0
649,3,8,39,13,24,0.0
650,3,8,45,15,19,0.0
651,3,8,47,16,8,0.0
652,3,8,54,18,7,0.0
653,3,8,55,18,16,0.0
654,3,8,59,19,20,0.0
655,3,8,60,20,18,0.0
656,3,8,64,21,20,0.0
657,3,8,75,24,21,0.0
658,3,9,34,11,14,0.0
659,3,9,37,12,13,0.9000000000000001
660,3,9,6,3,4,0.0
661,3,9,7,3,12,0.9000000000000001
662,3,9,39,13,24,0.9000000000000001
663,3,9,9,4,5,0.0
664,3,9,10,4,11,0.0
665,3,9,75,24,21,0.9000000000000001
666,3,9,41,14,15,0.0
667,3,9,13,5,9,0.0
668,3,9,43,15,10,0.0
669,3,9,48,16,10,0.9000000000000001
670,3,9,55,18,16,0.9000000000000001
671,3,9,26,10,9,0.9000000000000001
672,3,9,60,20,18,0.9000000000000001
673,3,9,64,21,20,0.9000000000000001
674,3,10,34,11,14,0.0
675,3,10,36,12,11,0.7999999999999999
676,3,10,37,12,13,0.0
677,3,10,6,3,4,0.0
678,3,10,7,3,12,0.7999999999999999
679,3,10,39,13,24,0.0
680,3,10,9,4,5,0.0
681,3,10,10,4,11,0.0
682,3,10,75,24,21,0.0
683,3,10,41,14,15,0.0
684,3,10,13,5,9,0.0
685,3,10,43,15,10,0.0
686,3,10,48,16,10,0.0
687,3,10,55,18,16,0.0
688,3,10,25,9,10,0.0
689,3,10,60,20,18,0.0
690,3,10,64,21,20,0.0
691,3,10,32,11,10,0.7999999999999999
692,3,11,36,12,11,0.7999999999999999
693,3,11,37,12,13,0.0
694,3,11,6,3,4,0.0
695,3,11,7,3,12,0.7999999999999999
696,3,11,39,13,24,0.0
697,3,11,10,4,11,0.0
698,3,11,75,24,21,0.0
699,3,11,48,16,10,0.0
700,3,11,55,18,16,0.0
701,3,11,27,10,11,0.0
702,3,11,60,20,18,0.0
703,3,11,64,21,20,0.0
704,3,12,7,3,12,1.0
705,3,13,37,12,13,1.0
706,3,13,7,3,12,1.0
707,3,14,34,11,14,0.0
708,3,14,36,12,11,0.5
709,3,14,37,12,13,0.0
710,3,14,6,3,4,0.0
711,3,14,7,3,12,0.5
712,3,14,39,13,24,0.0
713,3,14,71,23,14,0.0
714,3,14,10,4,11,0.0
715,3,14,44,15,14,0.5
716,3,14,76,24,23,0.0
717,3,14,50,16,18,0.5
718,3,14,52,17,16,0.5
719,3,14,56,18,20,0.5
720,3,14,57,19,15,0.5
721,3,14,61,20,19,0.5
722,3,14,30,10,17,0.5
723,3,14,32,11,10,0.5
724,3,15,6,3,4,0.0
725,3,15,7,3,12,0.45
726,3,15,9,4,5,0.0
727,3,15,10,4,11,0.0
728,3,15,13,5,9,0.0
729,3,15,25,9,10,0.0
730,3,15,28,10,15,0.0
731,3,15,30,10,17,0.45
732,3,15,32,11,10,0.45
733,3,15,34,11,14,0.0
734,3,15,36,12,11,0.45
735,3,15,37,12,13,0.0
736,3,15,39,13,24,0.0
737,3,15,41,14,15,0.0
738,3,15,50,16,18,0.45
739,3,15,52,17,16,0.45
740,3,15,56,18,20,0.45
741,3,15,57,19,15,0.45
742,3,15,61,20,19,0.45
743,3,15,67,22,15,0.0
744,3,15,72,23,22,0.0
745,3,15,76,24,23,0.0
746,3,16,1,1,2,0.0
747,3,16,4,2,6,0.0
748,3,16,5,3,1,0.0
749,3,16,6,3,4,0.0
750,3,16,7,3,12,0.6500000000000001
751,3,16,9,4,5,0.0
752,3,16,12,5,6,0.0
753,3,16,13,5,9,0.0
754,3,16,16,6,8,0.0
755,3,16,18,7,18,0.0
756,3,16,20,8,7,0.0
757,3,16,22,8,16,0.0
758,3,16,25,9,10,0.0
759,3,16,28,10,15,0.0
760,3,16,30,10,17,0.6500000000000001
761,3,16,32,11,10,0.6500000000000001
762,3,16,36,12,11,0.6500000000000001
763,3,16,37,12,13,0.0
764,3,16,39,13,24,0.0
765,3,16,45,15,19,0.0
766,3,16,52,17,16,0.6500000000000001
767,3,16,55,18,16,0.0
768,3,16,59,19,20,0.0
769,3,16,60,20,18,0.0
770,3,16,64,21,20,0.0
771,3,16,75,24,21,0.0
772,3,17,36,12,11,0.3000000000000001
773,3,17,6,3,4,0.0
774,3,17,7,3,12,0.3000000000000001
775,3,17,9,4,5,0.0
776,3,17,12,5,6,0.0
777,3,17,13,5,9,0.0
778,3,17,45,15,19,0.0
779,3,17,16,6,8,0.0
780,3,17,49,16,17,0.0
781,3,17,22,8,16,0.0
782,3,17,25,9,10,0.0
783,3,17,58,19,17,0.0
784,3,17,28,10,15,0.0
785,3,17,30,10,17,0.3000000000000001
786,3,17,32,11,10,0.3000000000000001
787,3,22,65,21,22,0.0
788,3,22,36,12,11,0.0
789,3,22,37,12,13,0.0
790,3,22,39,13,24,0.0
791,3,22,7,3,12,0.0
792,3,22,72,23,22,0.0
793,3,22,75,24,21,0.0
794,3,22,76,24,23,0.0
795,3,22,50,16,18,0.0
796,3,22,52,17,16,0.0
797,3,22,56,18,20,0.0
798,3,22,30,10,17,0.0
799,3,22,63,20,22,0.0
800,3,22,32,11,10,0.0
801,3,23,39,13,24,0.25
802,3,23,76,24,23,0.25
803,3,23,37,12,13,0.25
804,3,23,7,3,12,0.25
805,4,5,9,4,5,1.0000000000000002
806,4,6,1,1,2,0.38841895293963824
807,4,6,4,2,6,0.38841895293963824
