agent_id,o_zone_id,d_zone_id,path_id,link_sequence,from_node_id,to_node_id,incidence
50,1,18,2,13,5,9,1
50,1,18,2,25,9,10,1
50,1,18,2,28,10,15,1
50,1,18,2,45,15,19,1
50,1,18,2,59,19,20,1
50,1,18,2,60,20,18,1
51,1,18,3,2,1,3,1
51,1,18,3,7,3,12,1
51,1,18,3,37,12,13,1
51,1,18,3,39,13,24,1
51,1,18,3,75,24,21,1
51,1,18,3,64,21,20,1
51,1,18,3,60,20,18,1
52,1,18,4,1,1,2,1
52,1,18,4,4,2,6,1
52,1,18,4,16,6,8,1
52,1,18,4,22,8,16,1
52,1,18,4,50,16,18,1
53,1,19,0,1,1,2,1
53,1,19,0,4,2,6,1
53,1,19,0,16,6,8,1
53,1,19,0,22,8,16,1
53,1,19,0,49,16,17,1
53,1,19,0,53,17,19,1
54,1,19,1,2,1,3,1
54,1,19,1,7,3,12,1
54,1,19,1,36,12,11,1
54,1,19,1,32,11,10,1
54,1,19,1,30,10,17,1
54,1,19,1,52,17,16,1
54,1,19,1,50,16,18,1
54,1,19,1,56,18,20,1
54,1,19,1,61,20,19,1
55,1,19,2,2,1,3,1
55,1,19,2,6,3,4,1
55,1,19,2,9,4,5,1
55,1,19,2,13,5,9,1
55,1,19,2,25,9,10,1
55,1,19,2,28,10,15,1
55,1,19,2,45,15,19,1
56,1,20,0,1,1,2,1
56,1,20,0,4,2,6,1
56,1,20,0,16,6,8,1
56,1,20,0,20,8,7,1
56,1,20,0,18,7,18,1
56,1,20,0,56,18,20,1
57,1,20,1,2,1,3,1
57,1,20,1,7,3,12,1
57,1,20,1,36,12,11,1
57,1,20,1,32,11,10,1
57,1,20,1,30,10,17,1
57,1,20,1,52,17,16,1
57,1,20,1,50,16,18,1
57,1,20,1,56,18,20,1
58,1,20,2,2,1,3,1
58,1,20,2,6,3,4,1
58,1,20,2,9,4,5,1
58,1,20,2,13,5,9,1
58,1,20,2,25,9,10,1
58,1,20,2,28,10,15,1
58,1,20,2,45,15,19,1
58,1,20,2,59,19,20,1
59,1,20,3,2,1,3,1
59,1,20,3,7,3,12,1
59,1,20,3,37,12,13,1
59,1,20,3,39,13,24,1
59,1,20,3,75,24,21,1
59,1,20,3,64,21,20,1
60,1,21,0,2,1,3,1
60,1,21,0,7,3,12,1
60,1,21,0,37,12,13,1
60,1,21,0,39,13,24,1
60,1,21,0,75,24,21,1
61,1,21,1,2,1,3,1
61,1,21,1,7,3,12,1
61,1,21,1,36,12,11,1
61,1,21,1,32,11,10,1
61,1,21,1,30,10,17,1
61,1,21,1,52,17,16,1
61,1,21,1,50,16,18,1
61,1,21,1,56,18,20,1
61,1,21,1,62,20,21,1
62,1,22,0,2,1,3,1
62,1,22,0,7,3,12,1
62,1,22,0,37,12,13,1
62,1,22,0,39,13,24,1
62,1,22,0,75,24,21,1
62,1,22,0,65,21,22,1
63,1,22,1,2,1,3,1
63,1,22,1,7,3,12,1
63,1,22,1,36,12,11,1
63,1,22,1,32,11,10,1
63,1,22,1,30,10,17,1
63,1,22,1,52,17,16,1
63,1,22,1,50,16,18,1
63,1,22,1,56,18,20,1
63,1,22,1,63,20,22,1
64,1,22,2,2,1,3,1
64,1,22,2,7,3,12,1
64,1,22,2,37,12,13,1
64,1,22,2,39,13,24,1
64,1,22,2,76,24,23,1
64,1,22,2,72,23,22,1
65,1,23,0,2,1,3,1
65,1,23,0,7,3,12,1
65,1,23,0,37,12,13,1
65,1,23,0,39,13,24,1
65,1,23,0,76,24,23,1
66,1,24,0,2,1,3,1
66,1,24,0,7,3,12,1
66,1,24,0,37,12,13,1
66,1,24,0,39,13,24,1
67,2,3,0,3,2,1,1
67,2,3,0,2,1,3,1
68,2,4,0,4,2,6,1
68,2,4,0,15,6,5,1
68,2,4,0,11,5,4,1
69,2,4,1,3,2,1,1
69,2,4,1,2,1,3,1
69,2,4,1,6,3,4,1
70,2,5,0,4,2,6,1
70,2,5,0,15,6,5,1
71,2,6,0,4,2,6,1
72,2,6,1,3,2,1,1
72,2,6,1,2,1,3,1
72,2,6,1,6,3,4,1
72,2,6,1,9,4,5,1
72,2,6,1,13,5,9,1
72,2,6,1,24,9,8,1
72,2,6,1,19,8,6,1
73,2,6,2,3,2,1,1
73,2,6,2,2,1,3,1
73,2,6,2,6,3,4,1
73,2,6,2,9,4,5,1
73,2,6,2,12,5,6,1
74,2,7,0,4,2,6,1
74,2,7,0,16,6,8,1
74,2,7,0,20,8,7,1
75,2,7,1,3,2,1,1
75,2,7,1,2,1,3,1
75,2,7,1,7,3,12,1
75,2,7,1,36,12,11,1
75,2,7,1,32,11,10,1
75,2,7,1,30,10,17,1
75,2,7,1,52,17,16,1
75,2,7,1,50,16,18,1
75,2,7,1,54,18,7,1
76,2,7,2,3,2,1,1
76,2,7,2,2,1,3,1
76,2,7,2,6,3,4,1
76,2,7,2,9,4,5,1
76,2,7,2,13,5,9,1
76,2,7,2,25,9,10,1
76,2,7,2,28,10,15,1
76,2,7,2,45,15,19,1
76,2,7,2,59,19,20,1
76,2,7,2,60,20,18,1
76,2,7,2,54,18,7,1
77,2,7,3,3,2,1,1
77,2,7,3,2,1,3,1
77,2,7,3,7,3,12,1
77,2,7,3,37,12,13,1
77,2,7,3,39,13,24,1
77,2,7,3,75,24,21,1
77,2,7,3,64,21,20,1
77,2,7,3,60,20,18,1
77,2,7,3,54,18,7,1
78,2,7,4,4,2,6,1
78,2,7,4,16,6,8,1
78,2,7,4,22,8,16,1
78,2,7,4,50,16,18,1
78,2,7,4,54,18,7,1
79,2,8,0,4,2,6,1
79,2,8,0,16,6,8,1
80,2,8,1,3,2,1,1
80,2,8,1,2,1,3,1
80,2,8,1,6,3,4,1
80,2,8,1,9,4,5,1
80,2,8,1,13,5,9,1
80,2,8,1,24,9,8,1
81,2,8,2,3,2,1,1
81,2,8,2,2,1,3,1
81,2,8,2,6,3,4,1
81,2,8,2,9,4,5,1
81,2,8,2,13,5,9,1
81,2,8,2,25,9,10,1
81,2,8,2,28,10,15,1
81,2,8,2,45,15,19,1
81,2,8,2,59,19,20,1
81,2,8,2,60,20,18,1
81,2,8,2,54,18,7,1
81,2,8,2,17,7,8,1
82,2,8,3,3,2,1,1
82,2,8,3,2,1,3,1
82,2,8,3,7,3,12,1
82,2,8,3,37,12,13,1
82,2,8,3,39,13,24,1
82,2,8,3,75,24,21,1
82,2,8,3,64,21,20,1
82,2,8,3,60,20,18,1
82,2,8,3,55,18,16,1
82,2,8,3,47,16,8,1
83,2,8,4,3,2,1,1
83,2,8,4,2,1,3,1
83,2,8,4,6,3,4,1
83,2,8,4,9,4,5,1
83,2,8,4,12,5,6,1
83,2,8,4,16,6,8,1
84,2,9,0,4,2,6,1
84,2,9,0,15,6,5,1
84,2,9,0,13,5,9,1
85,2,9,1,3,2,1,1
85,2,9,1,2,1,3,1
85,2,9,1,7,3,12,1
85,2,9,1,37,12,13,1
85,2,9,1,39,13,24,1
85,2,9,1,75,24,21,1
85,2,9,1,64,21,20,1
85,2,9,1,60,20,18,1
85,2,9,1,55,18,16,1
85,2,9,1,48,16,10,1
85,2,9,1,26,10,9,1
86,2,10,0,4,2,6,1
86,2,10,0,16,6,8,1
86,2,10,0,22,8,16,1
86,2,10,0,48,16,10,1
87,2,10,1,3,2,1,1
87,2,10,1,2,1,3,1
87,2,10,1,7,3,12,1
87,2,10,1,36,12,11,1
87,2,10,1,32,11,10,1
88,2,10,2,3,2,1,1
88,2,10,2,2,1,3,1
88,2,10,2,6,3,4,1
88,2,10,2,9,4,5,1
88,2,10,2,13,5,9,1
88,2,10,2,25,9,10,1
89,2,10,3,3,2,1,1
89,2,10,3,2,1,3,1
89,2,10,3,7,3,12,1
89,2,10,3,37,12,13,1
89,2,10,3,39,13,24,1
89,2,10,3,75,24,21,1
89,2,10,3,64,21,20,1
89,2,10,3,60,20,18,1
89,2,10,3,55,18,16,1
89,2,10,3,48,16,10,1
90,2,10,4,3,2,1,1
90,2,10,4,2,1,3,1
90,2,10,4,6,3,4,1
90,2,10,4,10,4,11,1
90,2,10,4,32,11,10,1
91,2,11,0,4,2,6,1
91,2,11,0,15,6,5,1
91,2,11,0,11,5,4,1
91,2,11,0,10,4,11,1
92,2,11,1,3,2,1,1
92,2,11,1,2,1,3,1
92,2,11,1,7,3,12,1
92,2,11,1,36,12,11,1
93,2,11,2,3,2,1,1
93,2,11,2,2,1,3,1
93,2,11,2,6,3,4,1
93,2,11,2,10,4,11,1
94,2,11,3,3,2,1,1
94,2,11,3,2,1,3,1
94,2,11,3,7,3,12,1
94,2,11,3,37,12,13,1
94,2,11,3,39,13,24,1
94,2,11,3,75,24,21,1
94,2,11,3,64,21,20,1
94,2,11,3,60,20,18,1
94,2,11,3,55,18,16,1
94,2,11,3,48,16,10,1
94,2,11,3,27,10,11,1
95,2,12,0,3,2,1,1
95,2,12,0,2,1,3,1
95,2,12,0,7,3,12,1
96,2,13,0,3,2,1,1
96,2,13,0,2,1,3,1
96,2,13,0,7,3,12,1
96,2,13,0,37,12,13,1
97,2,14,0,4,2,6,1
97,2,14,0,15,6,5,1
97,2,14,0,11,5,4,1
97,2,14,0,10,4,11,1
97,2,14,0,34,11,14,1
98,2,14,1,3,2,1,1
98,2,14,1,2,1,3,1
98,2,14,1,7,3,12,1
98,2,14,1,36,12,11,1
98,2,14,1,32,11,10,1
98,2,14,1,30,10,17,1
98,2,14,1,52,17,16,1
98,2,14,1,50,16,18,1
98,2,14,1,56,18,20,1
98,2,14,1,61,20,19,1
98,2,14,1,57,19,15,1
98,2,14,1,44,15,14,1
99,2,14,2,3,2,1,1
99,2,14,2,2,1,3,1
99,2,14,2,7,3,12,1
99,2,14,2,37,12,13,1
99,2,14,2,39,13,24,1
99,2,14,2,76,24,23,1
99,2,14,2,71,23,14,1
100,2,14,3,3,2,1,1
100,2,14,3,2,1,3,1
100,2,14,3,6,3,4,1
100,2,14,3,10,4,11,1
100,2,14,3,34,11,14,1
101,2,14,4,3,2,1,1
101,2,14,4,2,1,3,1
101,2,14,4,7,3,12,1
101,2,14,4,36,12,11,1
101,2,14,4,34,11,14,1
102,2,15,0,4,2,6,1
102,2,15,0,16,6,8,1
102,2,15,0,22,8,16,1
102,2,15,0,49,16,17,1
102,2,15,0,53,17,19,1
102,2,15,0,57,19,15,1
103,2,15,1,3,2,1,1
103,2,15,1,2,1,3,1
103,2,15,1,7,3,12,1
103,2,15,1,36,12,11,1
103,2,15,1,32,11,10,1
103,2,15,1,30,10,17,1
103,2,15,1,52,17,16,1
103,2,15,1,50,16,18,1
103,2,15,1,56,18,20,1
103,2,15,1,61,20,19,1
103,2,15,1,57,19,15,1
104,2,15,2,3,2,1,1
104,2,15,2,2,1,3,1
104,2,15,2,6,3,4,1
104,2,15,2,9,4,5,1
104,2,15,2,13,5,9,1
104,2,15,2,25,9,10,1
104,2,15,2,28,10,15,1
105,2,15,3,3,2,1,1
105,2,15,3,2,1,3,1
105,2,15,3,7,3,12,1
105,2,15,3,37,12,13,1
105,2,15,3,39,13,24,1
105,2,15,3,76,24,23,1
105,2,15,3,72,23,22,1
105,2,15,3,67,22,15,1
106,2,15,4,3,2,1,1
106,2,15,4,2,1,3,1
106,2,15,4,6,3,4,1
106,2,15,4,10,4,11,1
106,2,15,4,34,11,14,1
106,2,15,4,41,14,15,1
107,2,16,0,4,2,6,1
107,2,16,0,16,6,8,1
107,2,16,0,22,8,16,1
108,2,16,1,3,2,1,1
108,2,16,1,2,1,3,1
108,2,16,1,7,3,12,1
108,2,16,1,36,12,11,1
108,2,16,1,32,11,10,1
108,2,16,1,30,10,17,1
108,2,16,1,52,17,16,1
109,2,16,2,3,2,1,1
109,2,16,2,2,1,3,1
109,2,16,2,6,3,4,1
109,2,16,2,9,4,5,1
109,2,16,2,13,5,9,1
109,2,16,2,25,9,10,1
109,2,16,2,28,10,15,1
109,2,16,2,45,15,19,1
109,2,16,2,59,19,20,1
109,2,16,2,60,20,18,1
109,2,16,2,55,18,16,1
110,2,16,3,3,2,1,1
110,2,16,3,2,1,3,1
110,2,16,3,7,3,12,1
110,2,16,3,37,12,13,1
110,2,16,3,39,13,24,1
110,2,16,3,75,24,21,1
110,2,16,3,64,21,20,1
110,2,16,3,60,20,18,1
110,2,16,3,55,18,16,1
111,2,16,4,4,2,6,1
111,2,16,4,16,6,8,1
111,2,16,4,20,8,7,1
111,2,16,4,18,7,18,1
111,2,16,4,55,18,16,1
112,2,16,5,3,2,1,1
112,2,16,5,2,1,3,1
112,2,16,5,6,3,4,1
112,2,16,5,9,4,5,1
112,2,16,5,12,5,6,1
112,2,16,5,16,6,8,1
112,2,16,5,22,8,16,1
113,2,17,0,4,2,6,1
113,2,17,0,16,6,8,1
113,2,17,0,22,8,16,1
113,2,17,0,49,16,17,1
114,2,17,1,3,2,1,1
114,2,17,1,2,1,3,1
114,2,17,1,7,3,12,1
114,2,17,1,36,12,11,1
114,2,17,1,32,11,10,1
114,2,17,1,30,10,17,1
115,2,17,2,3,2,1,1
115,2,17,2,2,1,3,1
115,2,17,2,6,3,4,1
115,2,17,2,9,4,5,1
115,2,17,2,13,5,9,1
115,2,17,2,25,9,10,1
115,2,17,2,28,10,15,1
115,2,17,2,45,15,19,1
115,2,17,2,58,19,17,1
116,2,19,0,4,2,6,1
116,2,19,0,16,6,8,1
116,2,19,0,22,8,16,1
116,2,19,0,49,16,17,1
116,2,19,0,53,17,19,1
117,2,19,1,3,2,1,1
117,2,19,1,2,1,3,1
117,2,19,1,7,3,12,1
117,2,19,1,36,12,11,1
117,2,19,1,32,11,10,1
117,2,19,1,30,10,17,1
117,2,19,1,52,17,16,1
117,2,19,1,50,16,18,1
117,2,19,1,56,18,20,1
117,2,19,1,61,20,19,1
118,2,19,2,3,2,1,1
118,2,19,2,2,1,3,1
118,2,19,2,6,3,4,1
118,2,19,2,9,4,5,1
118,2,19,2,13,5,9,1
118,2,19,2,25,9,10,1
118,2,19,2,28,10,15,1
118,2,19,2,45,15,19,1
119,2,20,0,4,2,6,1
119,2,20,0,16,6,8,1
119,2,20,0,20,8,7,1
119,2,20,0,18,7,18,1
119,2,20,0,56,18,20,1
120,2,20,1,3,2,1,1
120,2,20,1,2,1,3,1
120,2,20,1,7,3,12,1
120,2,20,1,36,12,11,1
120,2,20,1,32,11,10,1
120,2,20,1,30,10,17,1
120,2,20,1,52,17,16,1
120,2,20,1,50,16,18,1
120,2,20,1,56,18,20,1
121,2,20,2,3,2,1,1
121,2,20,2,2,1,3,1
121,2,20,2,6,3,4,1
121,2,20,2,9,4,5,1
121,2,20,2,13,5,9,1
121,2,20,2,25,9,10,1
121,2,20,2,28,10,15,1
121,2,20,2,45,15,19,1
121,2,20,2,59,19,20,1
122,2,20,3,3,2,1,1
122,2,20,3,2,1,3,1
122,2,20,3,7,3,12,1
122,2,20,3,37,12,13,1
122,2,20,3,39,13,24,1
122,2,20,3,75,24,21,1
122,2,20,3,64,21,20,1
123,2,22,0,4,2,6,1
123,2,22,0,16,6,8,1
123,2,22,0,20,8,7,1
123,2,22,0,18,7,18,1
123,2,22,0,56,18,20,1
123,2,22,0,63,20,22,1
124,2,22,1,3,2,1,1
124,2,22,1,2,1,3,1
124,2,22,1,7,3,12,1
124,2,22,1,36,12,11,1
124,2,22,1,32,11,10,1
124,2,22,1,30,10,17,1
124,2,22,1,52,17,16,1
124,2,22,1,50,16,18,1
124,2,22,1,56,18,20,1
124,2,22,1,63,20,22,1
125,2,22,2,3,2,1,1
125,2,22,2,2,1,3,1
125,2,22,2,7,3,12,1
125,2,22,2,37,12,13,1
125,2,22,2,39,13,24,1
125,2,22,2,75,24,21,1
125,2,22,2,65,21,22,1
126,2,22,3,3,2,1,1
126,2,22,3,2,1,3,1
126,2,22,3,7,3,12,1
126,2,22,3,37,12,13,1
126,2,22,3,39,13,24,1
126,2,22,3,76,24,23,1
126,2,22,3,72,23,22,1
127,3,4,0,6,3,4,1
128,3,5,0,6,3,4,1
128,3,5,0,9,4,5,1
129,3,5,1,5,3,1,1
129,3,5,1,1,1,2,1
129,3,5,1,4,2,6,1
129,3,5,1,15,6,5,1
130,3,6,0,6,3,4,1
130,3,6,0,9,4,5,1
130,3,6,0,12,5,6,1
131,3,6,1,6,3,4,1
131,3,6,1,9,4,5,1
131,3,6,1,13,5,9,1
131,3,6,1,24,9,8,1
131,3,6,1,19,8,6,1
132,3,6,2,5,3,1,1
132,3,6,2,1,1,2,1
132,3,6,2,4,2,6,1
133,3,7,0,6,3,4,1
133,3,7,0,9,4,5,1
133,3,7,0,12,5,6,1
133,3,7,0,16,6,8,1
133,3,7,0,20,8,7,1
134,3,7,1,7,3,12,1
134,3,7,1,36,12,11,1
134,3,7,1,32,11,10,1
134,3,7,1,30,10,17,1
134,3,7,1,52,17,16,1
134,3,7,1,50,16,18,1
134,3,7,1,54,18,7,1
135,3,7,2,6,3,4,1
135,3,7,2,9,4,5,1
135,3,7,2,13,5,9,1
135,3,7,2,25,9,10,1
135,3,7,2,28,10,15,1
135,3,7,2,45,15,19,1
135,3,7,2,59,19,20,1
135,3,7,2,60,20,18,1
135,3,7,2,54,18,7,1
136,3,7,3,7,3,12,1
136,3,7,3,37,12,13,1
136,3,7,3,39,13,24,1
136,3,7,3,75,24,21,1
136,3,7,3,64,21,20,1
136,3,7,3,60,20,18,1
136,3,7,3,54,18,7,1
137,3,7,4,5,3,1,1
137,3,7,4,1,1,2,1
137,3,7,4,4,2,6,1
137,3,7,4,16,6,8,1
137,3,7,4,20,8,7,1
138,3,7,5,5,3,1,1
138,3,7,5,1,1,2,1
138,3,7,5,4,2,6,1
138,3,7,5,16,6,8,1
138,3,7,5,22,8,16,1
138,3,7,5,50,16,18,1
138,3,7,5,54,18,7,1
139,3,7,6,6,3,4,1
139,3,7,6,9,4,5,1
139,3,7,6,12,5,6,1
139,3,7,6,16,6,8,1
139,3,7,6,22,8,16,1
139,3,7,6,50,16,18,1
139,3,7,6,54,18,7,1
140,3,8,0,6,3,4,1
140,3,8,0,9,4,5,1
140,3,8,0,12,5,6,1
140,3,8,0,16,6,8,1
141,3,8,1,6,3,4,1
141,3,8,1,9,4,5,1
141,3,8,1,13,5,9,1
141,3,8,1,24,9,8,1
142,3,8,2,6,3,4,1
142,3,8,2,9,4,5,1
142,3,8,2,13,5,9,1
142,3,8,2,25,9,10,1
142,3,8,2,28,10,15,1
142,3,8,2,45,15,19,1
142,3,8,2,59,19,20,1
142,3,8,2,60,20,18,1
142,3,8,2,54,18,7,1
142,3,8,2,17,7,8,1
143,3,8,3,7,3,12,1
143,3,8,3,37,12,13,1
143,3,8,3,39,13,24,1
143,3,8,3,75,24,21,1
143,3,8,3,64,21,20,1
143,3,8,3,60,20,18,1
143,3,8,3,55,18,16,1
143,3,8,3,47,16,8,1
144,3,8,4,5,3,1,1
144,3,8,4,1,1,2,1
